PrevClinName1,PrevClinName2,ClinCityCode,ClinStateCode,IVF_Rate,GIFT_Rate,ZIFT,Combos,ICSI,Unstim,Tubal,Male,Ovulat,Endo,Uterin,Other,Unkno,MDFirst,MDMiddle,Mdlast,MDSuffix,FrCy30,FrCy35,FrCy40,FrCy45,Fr30PgCy,Fr35PgCy,Fr40PgCy,Fr45PgCy,Fr30LvCy,Fr35LvCy,Fr40LvCy,Fr45LvCy,FrLvCr30,FrLvCr35,FrLvCr40,FrLvCr45,FrLvRt30,FrLvRt35,FrLvRt40,FrLvRt45,FrLvTx30,FrLvTx35,FrLvTx40,FrLvTx45,FrCnCy30,FrCnCy35,FrCnCy40,FrCnCy45,FrEmTr30,FrEmTr35,FrEmTr40,FrEmTr45,FrTwGst30,FrTwGst35,FrTwGst40,FrTwGst45,FrTpGst30,FrTpGst35,FrTpGst40,FrTpGst45,FrMbLv30,FrMbLv35,FrMbLv40,FrMbLv45,CrTr30,CrTr35,CrTr40,CrTr45,CrLvTr30,CrLvTr35,CrLvTr40,CrLvTr45,CrEmTr30,CrEmTr35,CrEmTr40,CrEmTr45,FdTr30,FdTr35,FdTr40,FdTr45,FdLvTr30,FdLvTr35,FdLvTr40,FdLvTr45,FdEms30,FdEms35,FdEms40,FdEms45,CdTr30,CdTr35,CdTr40,CdTr45,CdLvTr30,CdLvTr35,CdLvTr40,CdLvTr45,CdEms30,CdEms35,CdEms40,CdEms45,CurrClinName1,CurrClinName2,DonorEgg,DnrEmbryo,Single,Gest,Cryo,SART,Accred
FERTILITY CENTER OF LAS VEGAS,,LAS VEGAS,NV,100%,0%,0%,0%,12%,0%,34%,26%,4%,13%,2%,18%,3%,Bruce,S.,Shapiro,", M.D.",93,34,29,8,33.3,17.6,31.0,3/8,30.1,14.7,17.2,3/8,(20.8 - 39.4),(2.8 - 26.6),(3.5 - 31.0),,35.4,18.5,19.2,3/6,51.9,5/14,5/15,3/4,15.1,20.6,10.3,2/8,2.7,2.3,2.5,3.5,45.2,3/6,2/9,0/3,19.4,0/6,0/9,0/3,57.1,3/5,2/5,0/3,1,2,0,0,0/1,0/2,,,3.0,1.5,,,0,6,3,9,,4/6,1/3,5/9,,2.5,2.3,2.8,0,0,0,0,,,,,,,,,Fertility Center of Las Vegas,,Yes,No,Yes,Yes,Yes,Yes,Yes
UNIVERSITY INSTITUTE OF FERTILITY,,LAS VEGAS,NV,100%,0%,0%,0%,15%,0%,42%,8%,38%,6%,2%,2%,2%,Rachel,A.,McConnell,", M.D.",20,10,4,5,25.0,1/10,0/4,0/5,25.0,1/10,0/4,0/5,(6.0 - 44.0),,,,25.0,1/10,0/4,0/5,5/19,1/9,0/3,0/5,0.0,0/10,0/4,0/5,3.5,3.8,3.3,4.4,0/5,0/1,,,2/5,0/1,,,2/5,0/1,,,2,1,0,0,0/2,0/1,,,3.5,4.0,,,0,1,1,4,,1/1,0/1,2/4,,4.0,4.0,4.8,0,0,0,0,,,,,,,,,Nevada Fertility Center for Advanced Reproductive Endocrinology and Surgery,,Yes,Yes,Yes,Yes,Yes,Yes,Pending
"ALBANY IVF, FERTILITY AND GYNECOLOGY",,ALBANY,NY,100%,0%,0%,0%,36%,0%,44%,8%,5%,13%,3%,17%,10%,Peter,M.,Horvath,", M.D.",26,14,9,4,7.7,0/14,0/9,0/4,7.7,0/14,0/9,0/4,(0.0 - 17.9),,,,9.5,0/10,0/8,0/4,10.0,0/10,0/7,0/3,19.2,4/14,1/9,0/4,3.9,4.6,3.9,2.7,0/2,,,,0/2,,,,0/2,,,,3,3,0,1,0/3,0/3,,0/1,3.0,3.7,,4.0,0,0,0,0,,,,,,,,,0,0,0,0,,,,,,,,,"Albany IVF, Fertility and Gynecology",,Yes,No,Yes,No,Yes,Yes,Yes
LEADING INSTITUTE FOR FERTILITY ENHANCEMENT (LIFE),,ALBANY,NY,100%,0%,0%,0%,0%,0%,37%,0%,11%,20%,6%,23%,3%,Edgar,S.,Henriques,", M.D.",11,14,7,3,2/11,3/14,2/7,0/3,1/11,2/14,0/7,0/3,,,,,1/11,2/14,0/7,0/3,1/11,2/13,0/7,0/3,0/11,0/14,0/7,0/3,2.9,3.5,3.1,2.7,0/2,1/3,0/2,,1/2,1/3,0/2,,1/1,1/2,,,0,0,0,0,,,,,,,,,0,0,0,0,,,,,,,,,0,0,0,0,,,,,,,,,Leading Institute For Fertility Enhancement (LIFE),,No,No,No,No,Yes,Yes,Yes
WOMEN'S HEALTH CENTER OF ALBANY MEDICAL CENTER,,ALBANY,NY,98%,0%,0%,2%,41%,0%,40%,15%,9%,13%,0%,17%,6%,Gordon,B.,Kuttner,", M.D.",24,12,7,1,8.3,1/12,1/7,0/1,8.3,0/12,1/7,0/1,(0.0 - 19.4),,,,9.5,0/12,1/7,,2/19,0/12,1/7,,12.5,0/12,0/7,1/1,4.4,4.8,5.0,,0/2,1/1,0/1,,0/2,0/1,1/1,,0/2,,1/1,,1,1,1,0,0/1,0/1,0/1,,3.0,4.0,7.0,,0,0,0,0,,,,,,,,,0,0,0,0,,,,,,,,,Women's Health Center of Albany Medical Center,,No,No,Yes,No,Yes,Yes,Yes
BROOKLYN IVF,,BROOKLYN,NY,100%,0%,0%,0%,47%,0%,31%,40%,6%,12%,0%,2%,9%,Richard,V.,Grazi,", M.D.",169,39,35,16,32.0,28.2,25.7,3/16,26.0,20.5,20.0,3/16,(19.4 - 32.7),(7.8 - 33.2),(6.7 - 33.3),,28.8,24.2,23.3,3/10,30.1,25.8,24.1,3/10,9.5,15.4,14.3,6/16,3.1,3.6,4.0,5.0,25.9,3/11,1/9,0/3,16.7,4/11,1/9,0/3,40.9,6/8,2/7,0/3,17,2,2,1,6/17,0/2,0/2,0/1,2.8,2.5,3.5,1.0,0,1,3,3,,0/1,0/3,0/3,,1.0,3.3,3.3,0,0,0,0,,,,,,,,,Brooklyn IVF,,Yes,No,Yes,No,Yes,Yes,Yes
THE FERTILITY INSTITUTE AT THE BROOKLYN HOSPITAL,,BROOKLYN,NY,100%,0%,0%,0%,59%,0%,41%,3%,14%,36%,5%,<1%,0%,George,D.,Kofinas,", M.D.",31,23,11,6,22.6,26.1,2/11,0/6,22.6,26.1,1/11,0/6,(7.9 - 37.3),(8.1 - 44.0),,,33.3,28.6,1/9,0/5,35.0,28.6,1/9,0/4,32.3,8.7,2/11,1/6,4.8,4.8,5.2,5.3,3/7,2/6,0/2,,0/7,0/6,0/2,,2/7,2/6,0/1,,23,5,5,9,8.7,3/5,2/5,0/9,4.0,4.8,3.6,3.8,1,0,1,3,1/1,,0/1,1/3,5.0,,3.0,5.0,0,0,2,7,,,2/2,2/7,,,4.5,4.3,The Fertility Institute at the Brooklyn Hospital,,Yes,Yes,Yes,No,Yes,Yes,Yes
MONTEFIORE'S FERTILITY & HORMONE CENTER,,DOBBS FERRY,NY,100%,0%,0%,0%,29%,<1%,29%,29%,14%,5%,2%,5%,16%,David,H.,Barad,", M.D.",176,103,85,59,44.3,44.7,20.0,18.6,38.6,40.8,15.3,6.8,(31.4 - 45.8),(31.3 - 50.3),(7.6 - 22.9),(0.4 - 13.2),44.2,46.2,20.6,10.5,45.9,47.2,21.7,10.8,12.5,11.7,25.9,35.6,2.8,2.9,2.9,2.9,29.5,21.7,3/17,2/11,12.8,6.5,2/17,0/11,35.3,28.6,2/13,0/4,21,18,15,13,23.8,4/18,7/15,3/13,2.9,3.0,3.3,3.3,2,1,2,13,0/2,1/1,1/2,5/13,3.0,3.0,3.0,2.9,0,0,0,2,,,,1/2,,,,2.0,Montefiore's Fertility & Hormone Center,,Yes,Yes,Yes,Yes,Yes,Yes,Yes
GARDEN CITY CENTER FOR ADVANCED REPRODUCTIVE TECHNOLOGIES,YU-KANG YING M.D. P.C.,GARDEN CITY,NY,98%,2%,0%,0%,27%,0%,34%,26%,10%,28%,2%,0%,0%,Yu-Kang,,Ying,", M.D.",16,10,6,12,7/16,3/10,4/6,2/12,6/16,2/10,4/6,1/12,,,,,6/14,2/9,4/6,1/7,6/14,2/5,4/6,1/6,2/16,1/10,0/6,5/12,2.7,3.0,3.8,3.0,3/7,1/3,3/4,0/2,0/7,0/3,0/4,0/2,3/6,1/2,3/4,0/1,5,6,3,1,2/5,0/6,1/3,0/1,3.0,2.5,3.0,2.0,0,0,0,0,,,,,,,,,1,0,1,0,1/1,,0/1,,3.0,,2.0,,"Garden City Center for Advanced Reproductive Technologies, Yu-Kang Ying, M.D. P.C.",,No,No,Yes,No,Yes,Yes,Yes
NORTH SHORE UNIVERSITY HOSPITAL,CENTER FOR HUMAN REPRODUCTION,MANHASSET,NY,100%,0%,0%,0%,47%,0%,23%,30%,3%,18%,1%,4%,21%,Avner,,Hershlag,", M.D.",140,75,72,39,49.3,50.7,31.9,15.4,45.7,44.0,20.8,10.3,(37.5 - 54.0),(32.8 - 55.2),(11.5 - 30.2),(0.7 - 19.8),48.9,50.0,24.6,15.4,49.2,50.0,25.0,15.4,6.4,12.0,15.3,33.3,3.7,4.0,4.1,4.2,20.3,26.3,26.1,1/6,18.8,13.2,0.0,0/6,39.1,27.3,3/15,0/4,30,19,23,4,20.0,5/19,13.0,0/4,4.4,4.2,4.7,4.5,0,0,0,0,,,,,,,,,0,0,0,0,,,,,,,,,North Shore University Hospital Center for Human Reproduction,,Yes,No,Yes,No,Yes,Yes,Yes
REPRODUCTIVE SCIENCE ASSOCIATES,,MINEOLA,NY,99%,1%,0%,0%,31%,0%,16%,23%,10%,5%,0%,4%,42%,Gabriel,A.,San Roman,", M.D.",167,59,43,50,46.1,42.4,41.9,8.0,37.1,30.5,27.9,4.0,(29.8 - 44.5),(18.8 - 42.3),(14.5 - 41.3),(0.0 - 9.4),38.5,32.7,30.0,4.4,40.3,34.6,30.8,4.7,3.6,6.8,7.0,10.0,3.1,3.9,4.2,3.6,36.4,44.0,5/18,1/4,15.6,16.0,0/18,0/4,48.4,11/18,5/12,0/2,48,15,6,4,33.3,3/15,1/6,1/4,3.0,4.0,4.2,3.5,0,0,0,0,,,,,,,,,0,0,0,0,,,,,,,,,Reproductive Science Associates,,No,No,Yes,No,Yes,Yes,Yes
"ADVANCED FERTILITY SERVICES, P.C.",,NEW YORK,NY,100%,0%,0%,0%,61%,0%,20%,33%,10%,4%,0%,28%,5%,Hugh,D.,Melnick,", M.D.",110,73,52,27,30.0,20.5,11.5,3.7,25.5,15.1,9.6,3.7,(17.3 - 33.6),(6.9 - 23.3),(1.6 - 17.6),(0.0 - 10.8),25.7,15.1,9.6,3.7,26.4,15.3,9.8,3.8,0.9,0.0,0.0,0.0,4.0,4.1,3.5,3.2,39.4,8/15,1/6,0/1,12.1,1/15,0/6,0/1,53.6,7/11,0/5,0/1,33,11,2,2,15.2,1/11,0/2,0/2,3.9,3.9,4.0,3.5,2,4,9,49,1/2,2/4,3/9,22.4,4.5,4.0,4.3,3.9,0,1,3,14,,0/1,0/3,4/14,,4.0,3.7,3.9,"Advanced Fertility Services, P.C.",,Yes,Yes,Yes,No,Yes,Yes,Yes
BRANDEIS CENTER FOR REPRODUCTIVE HEALTH,,NEW YORK,NY,100%,0%,0%,0%,96%,<1%,35%,22%,37%,0%,0%,2%,4%,Vincent,T.,Brandeis,", M.D.",83,47,29,36,47.0,29.8,34.5,5.6,36.1,23.4,27.6,2.8,(25.8 - 46.5),(11.3 - 35.5),(11.3 - 43.9),(0.0 - 8.1),36.6,23.4,28.6,3.1,38.0,24.4,30.8,3.6,1.2,0.0,3.4,11.1,5.9,4.7,5.5,4.5,25.6,6/14,2/10,1/2,28.2,1/14,1/10,0/2,56.7,3/11,3/8,0/1,3,1,0,0,0/3,0/1,,,4.7,10.0,,,0,0,0,0,,,,,,,,,0,0,0,0,,,,,,,,,Brandeis Center for Reproductive Health,,No,No,Yes,No,Yes,Yes,Pending
BROOKLYN FERTILITY CENTER,,NEW YORK,NY,100%,0%,0%,0%,32%,0%,5%,3%,39%,39%,2%,0%,12%,Dov,,Goldstein,", M.D.",24,9,7,17,33.3,5/9,1/7,1/17,0.0,0/9,0/7,0/17,,,,,0.0,0/9,0/7,0/13,0.0,0/9,0/6,0/12,4.2,0/9,0/7,4/17,3.6,3.2,4.5,3.4,0/8,0/5,0/1,0/1,0/8,0/5,0/1,0/1,,,,,10,4,4,9,0/10,0/4,0/4,0/9,3.4,4.5,4.0,3.6,1,0,0,14,0/1,,,0/14,4.0,,,3.7,0,0,0,0,,,,,,,,,Brooklyn Fertility Center,,Yes,Yes,No,Yes,Yes,Yes,Yes
COLUMBIA PRESBYTERIAN MEDICAL CENTER,,NEW YORK,NY,100%,0%,0%,0%,36%,2%,10%,5%,55%,3%,1%,25%,1%,Steven,R.,Lindheim,", M.D.",54,22,33,86,31.5,31.8,21.2,4.7,29.6,27.3,18.2,4.7,(17.5 - 41.8),(8.7 - 45.9),(5.0 - 31.3),(0.2 - 9.1),34.0,6/12,24.0,7.4,37.2,6/11,28.6,10.0,13.0,45.5,24.2,37.2,3.4,3.7,4.5,2.9,4/17,0/7,2/7,1/4,6/17,3/7,1/7,1/4,10/16,3/6,2/6,1/4,5,3,4,0,0/5,1/3,0/4,,3.4,4.7,3.3,,10,5,19,118,3/10,2/5,9/19,36.4,4.4,4.0,4.1,4.1,5,0,4,40,2/5,,1/4,40.0,3.8,,2.5,3.7,Center for Women's Reproductive Care at Columbia University,,Yes,Yes,Yes,Yes,Yes,Yes,Yes
DR. NABIL HUSAMI,,NEW YORK,NY,100%,0%,0%,0%,67%,0%,25%,21%,30%,11%,11%,2%,0%,Nabil,W.,Husami,", M.D.",19,10,11,15,4/19,3/10,3/11,1/15,2/19,2/10,1/11,0/15,,,,,2/18,2/10,1/11,0/13,2/15,2/10,1/10,0/12,1/19,0/10,0/11,2/15,4.0,3.4,3.1,2.5,0/4,0/3,0/3,1/1,0/4,0/3,0/3,0/1,0/2,0/2,0/1,,0,0,1,0,,,0/1,,,,3.0,,0,0,0,0,,,,,,,,,0,0,0,0,,,,,,,,,Dr. Nabil Husami,,No,No,Yes,No,Yes,No,No
"LILLIAN D. NASH, M.D.",,NEW YORK,NY,100%,0%,0%,0%,24%,0%,48%,23%,19%,9%,0%,0%,1%,Lillian,D.,Nash,", M.D.",23,18,16,11,13.0,2/18,4/16,0/11,13.0,2/18,2/16,0/11,(0.0 - 26.8),,,,3/19,2/13,2/12,0/5,3/19,2/11,2/12,0/5,17.4,5/18,4/16,6/11,4.6,4.8,4.4,3.2,0/3,2/2,1/4,,0/3,0/2,0/4,,0/3,2/2,0/2,,1,0,0,0,1/1,,,,8.0,,,,0,0,0,0,,,,,,,,,0,0,0,0,,,,,,,,,"Lillian D. Nash, M.D.",,No,No,Yes,No,Yes,Yes,Yes
NEW YORK FERTILITY INSTITUTE,,NEW YORK,NY,97%,0%,0%,3%,75%,<1%,9%,20%,43%,17%,2%,9%,0%,Majid,,Fateh,", M.D.",50,33,23,61,36.0,27.3,30.4,11.5,36.0,24.2,30.4,9.8,(22.7 - 49.3),(9.6 - 38.9),(11.6 - 49.2),(2.4 - 17.3),38.3,25.8,33.3,11.5,40.0,25.8,7/19,13.0,6.0,6.1,8.7,14.8,5.2,4.7,4.3,3.4,0/18,3/9,1/7,2/7,3/18,0/9,0/7,0/7,3/18,2/8,1/7,2/6,2,0,1,3,1/2,,0/1,0/3,6.0,,6.0,2.3,0,1,0,9,,0/1,,5/9,,4.0,,5.4,0,0,0,0,,,,,,,,,New York Fertility Institute,,Yes,No,Yes,Yes,Yes,Yes,Yes
NEW YORK MEDICAL SERVICES,FOR REPRODUCTIVE MEDICINE,NEW YORK,NY,48%,35%,15%,2%,37%,0%,1%,0%,37%,62%,0%,0%,0%,Niels,H.,Lauersen,", M.D., Ph.D.",22,20,17,23,40.9,30.0,4/17,0.0,13.6,20.0,3/17,0.0,(0.0 - 28.0),(2.5 - 37.5),,,14.3,4/19,3/17,0.0,14.3,4/19,3/17,0.0,4.5,5.0,0/17,8.7,5.0,5.5,3.9,3.9,3/9,1/6,1/4,,0/9,0/6,1/4,,1/3,1/4,2/3,,4,2,1,0,0/4,0/2,0/1,,2.8,2.0,0.0,,0,0,0,0,,,,,,,,,0,0,0,0,,,,,,,,,New York Medical Services for Reproductive Medicine,,No,No,Yes,No,No,Yes,Yes
NEW YORK UNIVERSITY MEDICAL CENTER,PROGRAM FOR IN VITRO FERTILIZATION,NEW YORK,NY,100%,0%,0%,0%,35%,0%,20%,26%,8%,9%,6%,24%,7%,James,A.,Grifo,", M.D., Ph.D.",247,212,260,295,53.8,46.7,33.5,21.4,45.3,38.2,28.1,13.9,(39.1 - 51.6),(31.7 - 44.7),(22.6 - 33.5),(10.0 - 17.8),51.6,45.8,37.6,19.0,52.3,47.1,38.8,19.4,12.1,16.5,25.4,26.8,3.1,3.5,3.7,4.1,39.1,34.3,20.7,15.9,10.5,8.1,8.0,4.8,45.5,40.7,27.4,19.5,21,28,15,8,38.1,25.0,3/15,0/8,3.6,3.6,3.4,2.9,14,15,28,98,8/14,9/15,42.9,42.9,2.9,2.7,2.9,2.9,2,2,3,23,0/2,0/2,0/3,30.4,5.5,3.5,3.0,3.1,New York University Medical Center Program for In Vitro Fertilization,,Yes,No,Yes,Yes,Yes,Yes,Yes
OFFICES FOR FERTILITY AND REPRODUCTIVE MEDICINE,,NEW YORK,NY,100%,0%,0%,0%,58%,0%,18%,24%,31%,3%,6%,15%,3%,Cecilia,,Schmidt-Sarosi,", M.D.",65,37,39,45,38.5,27.0,48.7,20.0,35.4,16.2,41.0,8.9,(23.8 - 47.0),(4.3 - 28.1),(25.6 - 56.5),(0.6 - 17.2),35.9,16.2,42.1,9.1,35.9,16.2,42.1,9.3,1.5,0.0,2.6,2.2,3.9,4.2,4.2,4.6,32.0,3/10,7/19,1/9,16.0,1/10,2/19,0/9,43.5,2/6,8/16,0/4,31,15,17,10,22.6,3/15,2/17,0/10,3.9,4.1,4.4,5.0,4,2,4,14,1/4,2/2,1/4,3/14,5.0,2.5,2.3,3.1,2,2,2,19,1/2,0/2,0/2,4/19,3.5,6.0,4.0,3.4,Offices for Fertility and Reproductive Medicine,,Yes,Yes,Yes,No,Yes,No,Yes
THE CENTER FOR REPRODUCTIVE MEDICINE & INFERTILITY,WEILL MEDICAL COLLEGE OF CORNELL UNIVERSITY,NEW YORK,NY,99%,0%,<1%,0%,49%,<1%,16%,37%,19%,6%,1%,13%,8%,Zev,,Rosenwaks,", M.D.",473,307,354,322,52.2,40.1,31.6,17.4,45.9,31.9,24.6,9.0,(41.4 - 50.4),(26.7 - 37.1),(20.1 - 29.1),(5.9 - 12.1),52.4,38.4,32.2,13.1,54.8,40.7,32.8,13.6,12.5,16.9,23.7,31.4,3.1,3.5,3.8,3.9,37.7,24.4,33.0,12.5,18.6,17.9,10.7,7.1,52.1,40.8,37.9,20.7,68,27,33,13,30.9,18.5,33.3,2/13,3.2,3.6,3.6,4.0,6,16,18,64,1/6,11/16,8/18,51.6,3.0,2.8,3.0,2.9,2,3,1,5,1/2,1/3,1/1,1/5,3.5,2.3,2.0,3.4,"The Center for Reproductive Medicine & Infertility,  Weill Medical College of Cornell University",,Yes,Yes,Yes,Yes,Yes,Yes,Yes
CAPITAL REGION GENETICS & IVF AT BELLEVUE HOSPITAL,,NISKAYUNA,NY,100%,0%,0%,0%,50%,0%,19%,17%,18%,13%,0%,0%,33%,John,M.,Donhowe,", M.D.",15,17,2,6,4/15,5/17,0/2,0/6,3/15,4/17,0/2,0/6,,,,,3/15,4/17,0/2,0/6,3/13,4/15,0/1,0/4,0/15,0/17,0/2,0/6,2.9,2.9,4.0,1.0,2/4,4/5,,,0/4,0/5,,,1/3,4/4,,,12,13,7,0,3/12,1/13,0/7,,2.8,2.6,2.1,,0,0,0,0,,,,,,,,,0,0,0,0,,,,,,,,,Capital Region Genetics & IVF at Bellevue Hospital,,Yes,Yes,Yes,No,Yes,No,Yes
LONG ISLAND IVF ASSOCIATES,,PORT JEFFERSON,NY,86%,8%,<1%,6%,42%,0%,31%,26%,11%,18%,1%,7%,6%,David,,Kreiner,", M.D.",280,156,143,93,35.4,35.3,34.3,11.8,27.1,28.2,23.8,3.2,(21.9 - 32.4),(21.1 - 35.3),(16.8 - 30.8),(0.0 - 6.8),30.4,33.8,29.8,4.9,34.4,37.3,32.1,5.2,10.7,16.7,20.3,34.4,3.0,3.2,3.6,4.5,29.3,29.1,28.6,2/11,7.1,14.5,6.1,0/11,38.2,38.6,32.4,1/3,96,30,25,13,28.1,10.0,24.0,1/13,2.9,2.6,3.0,2.9,2,2,4,4,2/2,1/2,1/4,0/4,4.5,2.5,3.3,2.8,2,0,2,3,0/2,,0/2,0/3,3.0,,3.0,1.7,Long Island IVF Associates,,Yes,Yes,Yes,Yes,Yes,Yes,Yes
INSTITUTE FOR REPRODUCTIVE HEALTH AND INFERTILITY,,ROCHESTER,NY,100%,0%,0%,0%,61%,0%,39%,27%,15%,6%,0%,5%,8%,Eberhard,K.,Muechler,", M.D.",32,13,4,0,25.0,1/13,0/4,,25.0,1/13,0/4,,(10.0 - 40.0),,,,25.8,1/10,0/4,,32.0,1/7,0/3,,3.1,3/13,0/4,,3.6,3.6,3.0,,4/8,0/1,,,1/8,0/1,,,5/8,0/1,,,1,3,2,0,0/1,2/3,1/2,,4.0,2.0,3.0,,1,3,2,3,0/1,1/3,1/2,2/3,4.0,10.0,1.5,3.3,1,0,0,1,1/1,,,0/1,1.0,,,2.0,Institute For Reproductive Health and Infertility,,Yes,Yes,Yes,No,Yes,Yes,Yes
STRONG INFERTILITY AND IVF CENTER,,ROCHESTER,NY,100%,0%,0%,0%,42%,0%,32%,25%,14%,20%,0%,2%,7%,Vivian,,Lewis,", M.D.",103,52,39,10,32.0,42.3,23.1,1/10,28.2,40.4,17.9,0/10,(19.5 - 36.8),(27.0 - 53.7),(5.9 - 30.0),,35.4,46.7,31.8,0/6,37.7,47.7,33.3,0/6,20.4,13.5,43.6,4/10,3.3,3.2,3.8,5.0,27.3,40.9,3/9,0/1,18.2,0.0,1/9,0/1,51.7,42.9,3/7,,17,4,5,0,3/17,0/4,0/5,,3.1,3.0,2.4,,2,3,4,7,1/2,2/3,0/4,3/7,3.5,2.7,3.3,2.6,1,1,1,1,1/1,0/1,0/1,0/1,2.0,3.0,3.0,3.0,Strong Infertility and IVF Center,,Yes,Yes,Yes,No,Yes,Yes,Yes
CHILDREN'S HOSPITAL IVF PROGRAM,,SNYDER,NY,99%,1%,0%,0%,53%,0%,28%,23%,16%,15%,0%,2%,16%,Kent,,Crickard,", M.D.",43,23,22,9,32.6,34.8,22.7,1/9,27.9,26.1,18.2,1/9,(14.5 - 41.3),(8.1 - 44.0),(2.1 - 34.3),,27.9,27.3,19.0,1/4,27.9,30.0,20.0,1/4,0.0,4.3,4.5,5/9,3.4,3.4,3.8,2.8,2/14,2/8,3/5,0/1,1/14,1/8,0/5,0/1,2/12,2/6,3/4,0/1,16,5,3,0,2/16,4/5,0/3,,2.9,3.6,3.7,,0,0,0,0,,,,,,,,,0,0,0,0,,,,,,,,,Infertility & IVF Associates of Western New York,,No,No,Yes,No,Yes,Yes,Yes
DIVISION OF REPRODUCTIVE ENDOCRINOLOGY,SUNY AT STONY BROOK,STONY BROOK,NY,100%,0%,0%,0%,35%,0%,23%,22%,18%,14%,3%,18%,2%,Richard,,Bronson,", M.D.",37,24,10,7,43.2,33.3,1/10,0/7,37.8,25.0,0/10,0/7,(22.2 - 53.5),(7.7 - 42.3),,,45.2,6/18,0/6,0/4,46.7,6/18,0/6,0/4,16.2,25.0,4/10,3/7,2.9,3.5,2.7,3.0,6/16,3/8,0/1,,1/16,2/8,0/1,,6/14,4/6,,,5,8,0,0,1/5,3/8,,,3.4,3.9,,,0,0,0,0,,,,,,,,,0,0,0,0,,,,,,,,,"Division of Reproductive Endocrinology, SUNY at Stony Brook",,No,No,Yes,No,Yes,Yes,Yes
CENTRAL NEW YORK FERTILITY CENTER,,SYRACUSE,NY,93%,5%,1%,1%,54%,0%,33%,13%,16%,15%,2%,1%,20%,Robert,J.,Kiltz,", M.D.",69,46,19,22,31.9,30.4,3/19,13.6,29.0,19.6,2/19,4.5,(18.3 - 39.7),(8.1 - 31.0),,(0.0 - 13.2),29.0,20.0,2/18,4.5,29.4,20.9,2/15,4.5,0.0,2.2,1/19,0.0,4.8,5.2,4.7,5.2,13.6,2/14,0/3,0/3,27.3,4/14,0/3,0/3,45.0,4/9,0/2,0/1,9,2,0,0,1/9,0/2,,,5.0,3.0,,,0,0,1,0,,,0/1,,,,5.0,,0,0,0,0,,,,,,,,,Central New York Fertility Center,,Yes,No,Yes,Yes,Yes,Yes,Yes
WESTCHESTER FERTILITY & REPRODUCTIVE ENDOCRINOLOGY,,WHITE PLAINS,NY,100%,0%,0%,0%,46%,0%,38%,33%,0%,0%,0%,11%,18%,Michael,,Blotner,", M.D.",16,14,14,6,4/16,0/14,2/14,0/6,2/16,0/14,1/14,0/6,,,,,2/16,0/12,1/14,0/6,2/16,0/12,1/14,0/5,0/16,2/14,0/14,0/6,3.8,4.0,4.4,4.0,1/4,,0/2,,0/4,,0/2,,1/2,,0/1,,5,2,1,2,2/5,0/2,0/1,0/2,3.6,3.5,3.0,5.5,0,0,1,0,,,0/1,,,,3.0,,0,0,0,0,,,,,,,,,Westchester Fertility & Reproductive Endocrinology,,Yes,Yes,Yes,Yes,Yes,Yes,Yes
REPRODUCTIVE MEDICINE/IVF,,WILLIAMSVILLE,NY,100%,0%,0%,0%,47%,0%,35%,40%,1%,15%,0%,1%,8%,John (Jan),M.,Wieckowski,", M.D., Ph.D.",42,20,2,4,38.1,65.0,0/2,0/4,31.0,60.0,0/2,0/4,(17.0 - 44.9),(38.5 - 81.5),,,37.1,60.0,0/2,0/4,37.1,60.0,0/2,0/4,16.7,0.0,0/2,0/4,3.2,4.4,4.0,3.8,2/16,3/13,,,1/16,1/13,,,3/13,3/12,,,2,3,0,0,0/2,0/3,,,2.0,3.0,,,0,0,0,0,,,,,,,,,0,0,0,0,,,,,,,,,Reproductive Medicine/IVF,,No,No,Yes,No,Yes,Yes,Yes
AKRON CITY HOSPITAL IVF CENTER,SUMMA HEALTH SYSTEM,AKRON,OH,92%,7%,<1%,0%,23%,0%,30%,25%,6%,29%,1%,2%,7%,Richard,W.,Moretuzzo,", M.D.",64,21,20,4,34.4,23.8,20.0,0/4,31.3,19.0,15.0,0/4,(19.9 - 42.6),(2.3 - 35.8),(0.0 - 30.6),,38.5,4/16,3/11,0/1,40.0,4/16,3/10,0/1,18.8,23.8,45.0,3/4,3.1,3.3,4.0,4.0,36.4,1/5,1/4,,13.6,0/5,0/4,,50.0,1/4,1/3,,28,7,4,0,25.0,0/7,1/4,,3.1,3.4,3.0,,0,1,0,1,,1/1,,0/1,,4.0,,3.0,0,0,0,1,,,,0/1,,,,5.0,"Akron City Hospital IVF Center, Summa Health System",,Yes,No,No,No,Yes,Yes,Yes
"FERTILITY UNLIMITED, INC.",,AKRON,OH,97%,0%,0%,3%,55%,0%,27%,11%,13%,27%,3%,17%,2%,Nicholas,J.,Spirtos,", D.O.",53,17,9,1,15.1,6/17,2/9,0/1,11.3,6/17,2/9,0/1,(2.8 - 19.9),,,,12.5,6/15,2/9,0/1,12.8,6/15,2/8,0/1,9.4,2/17,0/9,0/1,3.6,3.6,3.0,1.0,3/8,0/6,0/2,,0/8,0/6,0/2,,3/6,0/6,0/2,,12,8,1,2,0/12,3/8,0/1,0/2,2.2,2.5,4.0,2.0,1,2,0,8,1/1,0/2,,4/8,4.0,2.5,,3.9,0,0,0,3,,,,0/3,,,,2.7,"Fertility Unlimited, Inc.",,Yes,Yes,Yes,Yes,Yes,Yes,Pending
