PrevClinName1,PrevClinName2,ClinCityCode,ClinStateCode,IVF_Rate,GIFT_Rate,ZIFT_Rate,Combo_Rate,ICSI_Rate,Unstimulated_Rate,Gest_Rate,Diag_TubalRate,Diag_OvulatoryRate,Diag_DORRate,Diag_EndometriosisRate,Diag_UterineRate,Diag_MaleRate,Diag_OtherRate,Diag_UnknownRate,Diag_ComboNoMaleRate,Diag_ComboMaleRate,MedicalDirector,FshNDCycle1,FshNDCycle2,FshNDCycle3,FshNDCycle4,FshNDPregRate1,FshNDPregRate2,FshNDPregRate3,FshNDPregRate4,FshNDLvBirthsRate1,FshNDLvBirthsRate2,FshNDLvBirthsRate3,FshNDLvBirthsRate4,FshCI1,FshCI2,FshCI3,FshCI4,FshNDRetsRate1,FshNDRetsRate2,FshNDRetsRate3,FshNDRetsRate4,FshNDTransRate1,FshNDTransRate2,FshNDTransRate3,FshNDTransRate4,FshNDSingLvBirthRate1,FshNDSingLvBirthRate2,FshNDSingLvBirthRate3,FshNDSingLvBirthRate4,FshNDCansRate1,FshNDCansRate2,FshNDCansRate3,FshNDCansRate4,FshNDEmbryosRate1,FshNDEmbryosRate2,FshNDEmbryosRate3,FshNDEmbryosRate4,FshNDTwinPregsRate1,FshNDTwinPregsRate2,FshNDTwinPregsRate3,FshNDTwinPregsRate4,FshNDTripPregsRate1,FshNDTripPregsRate2,FshNDTripPregsRate3,FshNDTripPregsRate4,FshNDMultInfsRate1,FshNDMultInfsRate2,FshNDMultInfsRate3,FshNDMultInfsRate4,ThwNDTransfers1,ThwNDTransfers2,ThwNDTransfers3,ThwNDTransfers4,ThwNDLvBirthsRate1,ThwNDLvBirthsRate2,ThwNDLvBirthsRate3,ThwNDLvBirthsRate4,ThwNDEmbryosRate1,ThwNDEmbryosRate2,ThwNDEmbryosRate3,ThwNDEmbryosRate4,FshDnrTransfers,ThwDnrTransfers,FshDnrLvBirthsRate,ThwDnrLvBirthsRate,FshDnrEmbryosRate,ThwDnrEmbryosRate,CurrClinNameAll,DonorEgg,DonorEmbryo,SingleWomen,Surrogates,Cryopreservation,SART_Member,Accreditation
"SIOUX VALLEY CLINIC OB-GYN, LTD.",,SIOUX FALLS,SOUTH DAKOTA,100%,0%,0%,0%,57%,0%,0%,14%,7%,21%,3%,<1%,22%,2%,<1%,5%,24%,"Keith A. Hansen, M.D.",80,22,8,1,37.5,27.3,0.125,0,36.3,27.3,0,0,-21.1,-37.2,=,=,38.7,0.333333333,0,0,39.7,0.333333333,0,=,21.9,0.222222222,0,=,6.3,18.2,0.25,0,3,3.2,2,=,40,0.333333333,0,=,3.3,0,0,=,44.8,0.333333333,=,=,24,6,3,1,25,0,0.333333333,0,3.1,2.8,2.7,2,7,6,0.142857143,0,3.1,3.3,"Sioux Valley Clinic OB-GYN, Ltd.",Yes,Yes,Yes,Yes,Yes,Yes,Yes
CENTER FOR REPRODUCTIVE MEDICINE AND FERTILITY,,CHATTANOOGA,TENNESSEE,>99%,0%,0%,<1%,78%,0%,0%,17%,8%,13%,8%,1%,22%,<1%,6%,7%,17%,"Barry W. Donesky, M.D.",62,24,13,3,30.6,37.5,0.153846154,0,29,29.2,0.153846154,0,-22.6,-36.4,=,=,30.5,33.3,0.25,0,42.9,0.411764706,0.4,0,19,0.235294118,0.4,0,4.8,12.5,0.384615385,0.333333333,2.2,2.5,2.6,2,0.578947368,0.222222222,0,=,0,0.111111111,0,=,0.555555556,0.428571429,0,=,12,4,1,0,0.333333333,0.5,0,=,2.6,3.5,2,=,15,4,0.6,0.75,2.5,2.3,"Fertility Center, L.L.C.",Yes,Yes,No,Yes,Yes,Yes,Yes
CENTER FOR APPLIED REPRODUCTIVE SCIENCE,,JOHNSON CITY,TENNESSEE,100%,0%,0%,0%,45%,0%,0%,11%,20%,4%,5%,0%,3%,1%,2%,21%,33%,"Samuel S. Thatcher, M.D., Ph.D.",155,53,36,8,33.5,37.7,22.2,0.125,29.7,32.1,19.4,0.125,-14.4,-25.1,-25.9,=,37.7,40.5,24.1,0.125,40,42.5,29.2,0.125,32.2,30,16.7,0.125,21.3,20.8,19.4,0,1.9,2.3,2,1.9,26.9,25,0.375,0,1.9,5,0,0,19.6,0.294117647,0.428571429,0,19,13,3,0,0.263157895,0.384615385,0.333333333,=,1.9,2.1,2.3,=,3,7,0.666666667,0.285714286,2,1.7,Center for Applied Reproductive Science,Yes,Yes,Yes,No,Yes,No,None
EAST TENNESSEE IVF ,FERTILITY AND ANDROLOGY CENTER,KNOXVILLE,TENNESSEE,100%,0%,0%,0%,38%,0%,0%,22%,9%,19%,9%,0%,16%,0%,0%,12%,13%,"Gayla S. Harris, M.D.",19,3,2,0,0.473684211,0.333333333,0,=,0.473684211,0.333333333,0,=,=,=,=,=,0.5,0.333333333,0,=,0.5,0.333333333,0,=,0.388888889,0.333333333,0,=,0.052631579,0,0,=,2.8,3.3,4,=,0.111111111,0,=,=,0.111111111,0,=,=,0.222222222,0,=,=,1,0,0,0,0,=,=,=,4,=,=,=,4,3,0.75,0,2,2.7,"East Tennessee IVF, Fertility and Andrology Center",Yes,Yes,No,Yes,Yes,Yes,Pending
SOUTHEASTERN FERTILITY CENTER,,KNOXVILLE,TENNESSEE,100%,0%,0%,0%,50%,0%,0%,23%,15%,8%,8%,0%,15%,0%,8%,8%,15%,"Jeffrey A. Keenan, M.D.",7,2,1,0,0.714285714,0.5,0,=,0.714285714,0.5,0,=,=,=,=,=,0.714285714,0.5,0,=,0.833333333,0.5,0,=,0.333333333,0.5,0,=,0,0,0,=,2.3,3,4,=,0.4,0,=,=,0.2,0,=,=,0.6,0,=,=,0,1,0,0,=,0,=,=,=,2,=,=,1,0,1,=,2,=,Southeastern Fertility Center,Yes,Yes,No,No,Yes,Yes,None
"KUTTEH KE FERTILITY ASSOCIATES OF MEMPHIS, P.L.L.C.",,MEMPHIS,TENNESSEE,100%,0%,0%,0%,53%,0%,0%,13%,6%,6%,4%,<1%,13%,1%,9%,23%,24%,"Raymond W. Ke, M.D.",79,27,17,8,45.6,44.4,0.411764706,0.125,43,29.6,0.352941176,0.125,-21.9,-34.5,=,=,47.2,32,0.375,0.166666667,51.5,32,0.375,0.166666667,22.7,20,0.25,0.166666667,8.9,7.4,0.058823529,0.25,2.6,3.2,3.2,2.7,58.3,0.5,0.285714286,1,0,0.083333333,0,0,55.9,0.375,0.333333333,0,16,2,3,2,0.3125,0.5,0.333333333,0.5,2.5,4.5,1.7,3.5,5,0,0.4,=,2,=,"Kutteh Ke Fertility Associates of Memphis, P.L.L.C.",Yes,Yes,No,No,Yes,Yes,Yes
THE CENTER FOR REPRODUCTIVE HEALTH,,NASHVILLE,TENNESSEE,100%,0%,0%,0%,69%,2%,0%,<1%,8%,9%,2%,0%,17%,0%,<1%,5%,57%,"Jaime M. Vasquez, M.D.",69,17,11,3,37.7,0.117647059,0.181818182,0.333333333,23.2,0.117647059,0.090909091,0.333333333,-19.9,=,=,=,24.6,0.133333333,0.1,0.333333333,25.4,0.133333333,0.1,0.333333333,6.3,0.066666667,0.1,0.333333333,5.8,0.117647059,0.090909091,0,4.4,5.1,3.7,5.7,11.5,0.5,0,0,38.5,0,0,0,0.75,0.5,0,0,4,1,0,0,0,1,=,=,2.8,2,=,=,17,4,0.411764706,0,4.7,4.3,The Center for Reproductive Health,Yes,Yes,Yes,Yes,Yes,Yes,Yes
NASHVILLE FERTILITY CENTER,,NASHVILLE,TENNESSEE,100%,0%,0%,0%,69%,0%,2%,6%,2%,5%,5%,<1%,15%,1%,1%,28%,37%,"George A. Hill, M.D.",191,62,52,14,50.8,40.3,38.5,0.142857143,47.1,30.6,28.8,0.071428571,-14.2,-22.9,-24.7,=,49.5,36.5,35.7,0.071428571,52,38,36.6,0.071428571,30.1,30,29.3,0,4.7,16.1,19.2,0,2.3,2.9,3,3.3,44.3,32,15,0,2.1,0,0,0.5,42.2,0.210526316,0.2,1,49,21,8,4,32.7,52.4,0.75,0.25,2.3,2.2,2.4,2.8,43,26,44.2,26.9,2.2,2.2,Nashville Fertility Center,Yes,Yes,Yes,Yes,Yes,Yes,Yes
TEXAS FERTILITY CENTER ,"DRS. VAUGHN, SILVERBERG AND HANSARD",AUSTIN,TEXAS,100%,0%,0%,0%,27%,0%,0%,21%,5%,7%,14%,<1%,14%,<1%,9%,11%,18%,"Kaylen Silverberg, M.D.",159,87,70,45,41.5,29.9,25.7,24.4,39.6,23,20,20,-15.2,-17.7,-18.8,-23.4,43.8,26,24.6,27.3,45,26.3,25.9,28.1,21.4,19.7,20.4,25,9.4,11.5,18.6,26.7,2.5,3.1,3.5,4.3,40.9,19.2,0.333333333,0.090909091,15.2,7.7,0.111111111,0,52.4,25,0.214285714,0.111111111,51,29,19,9,29.4,20.7,0.368421053,0.111111111,2.5,2.7,2.6,3.1,0,0,=,=,=,=,"Texas Fertility Center, Drs. Vaughn, Silverberg and Hansard",No,No,No,No,Yes,Yes,Yes
DR. JEFFREY YOUNGKIN ,AUSTIN FERTILITY CENTER,AUSTIN,TEXAS,100%,0%,0%,0%,38%,0%,0%,25%,0%,0%,39%,0%,25%,0%,0%,0%,11%,"Jeffrey T. Youngkin, M.D.",17,9,3,0,0.411764706,0.222222222,0.666666667,=,0.411764706,0.222222222,0.666666667,=,=,=,=,=,0.466666667,0.333333333,1,=,0.5,0.4,1,=,0.357142857,0.4,0.5,=,0.117647059,0.333333333,0.333333333,=,3,3.2,3.5,=,0.142857143,0,0,=,0.142857143,0,0.5,=,0.285714286,0,0.5,=,1,3,1,0,0,0.333333333,0,=,3,3.3,1,=,0,0,=,=,=,=,"Dr. Jeffrey Youngkin, Austin Fertility Center",No,No,No,No,Yes,Yes,Yes
CENTER FOR ASSISTED REPRODUCTION,,BEDFORD,TEXAS,100%,0%,0%,0%,56%,0%,3%,14%,12%,0%,5%,2%,18%,16%,12%,5%,16%,"Kevin J. Doody, M.D.",212,78,58,17,38.2,28.2,19,0.235294118,33,25.6,13.8,0.117647059,-12.6,-19.3,-17.8,=,35,28.6,14,0.133333333,36.6,30.8,15.1,0.222222222,22,21.5,15.1,0.111111111,5.7,10.3,1.7,0.117647059,1.9,2,2.2,2.7,37,27.3,0.090909091,0.25,3.7,0,0,0,40,30,0,0.5,70,26,21,3,38.6,30.8,14.3,0,1.8,1.9,2,2,41,49,63.4,28.6,1.9,1.8,Center for Assisted Reproduction,Yes,Yes,Yes,Yes,Yes,Yes,Yes
TRINITY INVITRO FERTILIZATION PROGRAM,,CARROLLTON,TEXAS,100%,0%,0%,0%,64%,0%,5%,9%,3%,3%,6%,0%,3%,14%,0%,12%,50%,"W.F. Howard, M.D.",14,4,3,0,0.357142857,0.5,0,=,0.357142857,0.5,0,=,=,=,=,=,0.384615385,0.5,0,=,0.416666667,0.5,0,=,0.333333333,0.25,0,=,0.071428571,0,0,=,1.9,1.5,2,=,0.2,0.5,=,=,0,0,=,=,0.2,0.5,=,=,1,0,0,0,0,=,=,=,2,=,=,=,3,2,0.333333333,0,2,2,Trinity InVitro Fertilization Program,Yes,Yes,Yes,Yes,Yes,Yes,Yes
BAYLOR CENTER FOR REPRODUCTIVE HEALTH,,DALLAS,TEXAS,100%,0%,0%,0%,81%,0%,0%,8%,<1%,0%,4%,0%,22%,8%,2%,22%,33%,"Michael Putman, M.D.",60,20,18,7,46.7,30,0.111111111,0.142857143,41.7,30,0.055555556,0,-24.9,-40.2,=,=,43.9,0.352941176,0.066666667,0,46.3,0.375,0.076923077,0,20.4,0.25,0.076923077,0,5,15,0.166666667,0,2.5,2.7,3.2,4.8,50,0.333333333,0.5,0,3.6,0,0,0,56,0.333333333,0,=,23,7,9,0,52.2,0.428571429,0.222222222,=,2.6,2.6,3.4,=,6,0,0.666666667,=,2,=,Texas Center for Reproductive Health,Yes,No,No,Yes,Yes,Yes,Yes
"NATIONAL FERTILITY CENTER OF TEXAS, P.A.",,DALLAS,TEXAS,100%,0%,0%,0%,82%,0%,3%,0%,2%,0%,0%,0%,2%,6%,0%,52%,38%,"Brian M. Cohen, M.D.",21,8,9,2,42.9,0.75,0.111111111,0,23.8,0.625,0,0,-36.4,=,=,=,0.277777778,0.625,0,0,0.277777778,0.714285714,0,0,0.277777778,0.142857143,0,0,14.3,0,0.333333333,0,2.6,2.7,2,2,0.111111111,0.666666667,0,=,0,0.166666667,0,=,0,0.8,=,=,0,4,0,0,=,0.25,=,=,=,3,=,=,5,1,1,1,2.8,4,"National Fertility Center of Texas, P.A.",Yes,Yes,No,Yes,Yes,Yes,Yes
PRESBYTERIAN HOSPITAL ARTS PROGRAM,,DALLAS,TEXAS,100%,0%,0%,0%,49%,0%,<1%,7%,5%,11%,4%,<1%,14%,2%,4%,15%,37%,"James Madden, M.D.",488,221,197,77,57.6,45.2,34,39,49.8,41.6,26.4,19.5,-8.8,-13,-12.4,-17.7,55,49.2,33.3,22.1,56.1,50.5,34.2,22.7,32.1,28.6,25.7,19.7,9.4,15.4,20.8,11.7,2.2,2.4,2.6,3,42.7,40,28.4,16.7,5,8,4.5,0,42.8,43.5,25,0.133333333,33,20,16,3,57.6,35,0.5,0,2,1.8,1.8,2,110,16,70,0.6875,2.1,2.3,Presbyterian Hospital ARTS Program,Yes,Yes,No,Yes,Yes,Yes,Yes
THE WOMEN'S PLACE,,DALLAS,TEXAS,100%,0%,0%,0%,35%,0%,0%,33%,13%,0%,0%,0%,33%,0%,4%,8%,9%,"Lisa A. King, M.D.",11,0,8,1,0.454545455,=,0,0,0.454545455,=,0,0,=,=,=,=,0.555555556,=,0,0,0.625,=,0,0,0.25,=,0,0,0.181818182,=,0.125,0,2.3,=,2.7,4,0.4,=,=,=,0.2,=,=,=,0.6,=,=,=,2,1,0,0,0,0,=,=,2.5,3,=,=,0,0,=,=,=,=,The Women's Place,Yes,No,Yes,Yes,Yes,Yes,Yes
"OFFICES OF FRANK D. DE LEON, M.D.",,FORT WORTH,TEXAS,100%,0%,0%,0%,28%,0%,0%,18%,0%,26%,0%,0%,22%,0%,4%,15%,15%,"Frank D. De Leon, M.D.",6,6,4,1,0.5,0,0,0,0.5,0,0,0,=,=,=,=,0.5,0,0,0,0.5,0,0,=,0.333333333,0,0,=,0,0.166666667,0,0,2.3,2.4,1.8,=,0.333333333,=,=,=,0,=,=,=,0.333333333,=,=,=,1,0,2,0,0,=,0,=,1,=,2.5,=,4,1,0.25,0,2.5,3,"Offices of Frank D. De Leon, M.D.",Yes,No,Yes,No,Yes,No,Yes
BAYLOR ASSISTED REPRODUCTIVE TECHNOLOGY,,HOUSTON,TEXAS,100%,0%,0%,0%,67%,0%,0%,11%,0%,4%,4%,0%,39%,5%,8%,3%,26%,"Sandra A. Carson, M.D.",95,43,38,13,50.5,34.9,31.6,0.230769231,44.2,32.6,23.7,0.153846154,-19.9,-28,-27,=,46.2,36.8,25,0.2,47.7,37.8,26.5,0.222222222,25,21.6,23.5,0.222222222,4.2,11.6,5.3,0.230769231,4.5,4.1,4,4.3,20.8,0.333333333,0.25,0,22.9,0.2,0,0,47.6,0.428571429,0.111111111,0,18,5,13,0,0.166666667,0,0.230769231,=,4.3,3.8,3.9,=,25,9,68,0.111111111,4.6,4.3,Baylor Assisted Reproductive Technology,Yes,Yes,Yes,No,Yes,Yes,Yes
CENTER FOR WOMEN'S HEALTH,,HOUSTON,TEXAS,100%,0%,0%,0%,50%,0%,0%,50%,0%,0%,0%,0%,0%,0%,0%,38%,12%,"James M. Wheeler, M.D.",2,5,0,1,0.5,0,=,0,0.5,0,=,0,=,=,=,=,0.5,0,=,0,0.5,0,=,0,0,0,=,0,0,0.6,=,0,3.5,3,=,2,1,=,=,=,0,=,=,=,1,=,=,=,0,0,0,0,=,=,=,=,=,=,=,=,0,0,=,=,=,=,Center for Women's Health,Yes,No,Yes,No,Yes,Yes,Pending
COOPER INSTITUTE FOR ADVANCED REPRODUCTIVE MEDICINE,,HOUSTON,TEXAS,100%,0%,0%,0%,63%,0%,0%,18%,2%,9%,0%,0%,16%,0%,0%,18%,37%,"C. James Chuong, M.D.",18,8,3,2,0.277777778,0.125,0.333333333,0,0.277777778,0.125,0.333333333,0,=,=,=,=,0.277777778,0.25,0.333333333,0,0.294117647,0.25,0.333333333,0,0.235294118,0.25,0,0,0,0.5,0,0,5.1,5.3,5.3,4,0,0,0,=,0.2,0,1,=,0.2,0,1,=,1,1,0,0,1,0,=,=,4,6,=,=,5,0,0.8,=,5.4,=,Cooper Institute for Advanced Reproductive Medicine,Yes,Yes,Yes,Yes,Yes,Yes,Pending
HOUSTON INFERTILITY CLINIC,,HOUSTON,TEXAS,100%,0%,0%,0%,46%,0%,0%,14%,8%,6%,4%,0%,31%,7%,22%,0%,8%,"Sonja B. Kristiansen, M.D.",41,9,6,1,39,0.555555556,0.333333333,0,29.3,0.333333333,0.333333333,0,-27.9,=,=,=,30.8,0.333333333,0.333333333,0,31.6,0.333333333,0.333333333,0,10.5,0.222222222,0.333333333,0,4.9,0,0,0,2.4,2.8,2.8,3,0.5,0.2,0,=,0.0625,0,0,=,0.666666667,0.333333333,0,=,8,2,1,0,0,0,0,=,2.9,2.5,2,=,2,2,0,0,2.5,2,Houston Infertility Clinic,Yes,Yes,Yes,Yes,Yes,Yes,Pending
HOUSTON IVF,,HOUSTON,TEXAS,100%,0%,0%,0%,84%,0%,0%,3%,2%,1%,0%,0%,51%,0%,5%,2%,36%,"Timothy N. Hickman, M.D.",76,20,21,12,56.6,80,38.1,0.416666667,53.9,55,28.6,0.25,-22.5,-43.6,-38.7,=,55.4,55,28.6,0.25,55.4,55,30,0.25,24.3,30,15,0.25,2.6,0,0,0,2.7,3.7,4,3.7,46.5,0.3125,0.375,0.2,9.3,0.0625,0.125,0,56.1,0.454545455,0.5,0,3,1,0,0,0.333333333,0,=,=,3,3,=,=,13,0,0.461538462,=,2.9,=,Houston IVF,Yes,Yes,Yes,Yes,Yes,Yes,Pending
INFERTILITY CENTER OF HOUSTON,,HOUSTON,TEXAS,100%,0%,0%,0%,60%,2%,0%,11%,13%,13%,3%,0%,21%,1%,3%,14%,21%,"Michael A. Allon, M.D.",37,15,4,6,59.5,0.466666667,0.5,0,40.5,0.266666667,0.25,0,-31.7,=,=,=,40.5,0.266666667,0.25,0,42.9,0.266666667,0.25,0,25.7,0.2,0.25,0,0,0,0,0.333333333,2.2,2.5,2.5,2.7,40.9,0.285714286,0.5,=,0,0,0,=,0.4,0.25,0,=,4,1,0,0,0,0,=,=,2.5,3,=,=,6,3,0.166666667,0.333333333,2.7,3,Infertility Center of Houston,Yes,Yes,Yes,Yes,Yes,No,None
"NORTH HOUSTON CENTER FOR REPRODUCTIVE MEDICINE, P.A.",,HOUSTON,TEXAS,100%,0%,0%,0%,62%,0%,0%,8%,3%,0%,5%,0%,5%,0%,37%,13%,29%,"Dorothy J. Roach, M.D.",40,17,15,8,70,0.647058824,0.533333333,0.25,47.5,0.411764706,0.533333333,0.25,-31,=,=,=,47.5,0.411764706,0.533333333,0.285714286,47.5,0.411764706,0.533333333,0.285714286,30,0.235294118,0.466666667,0.142857143,0,0,0,0.125,2.6,2.9,3.1,3.9,39.3,0.363636364,0.25,0.5,7.1,0,0,0,0.368421053,0.428571429,0.125,0.5,6,1,2,0,0.166666667,1,0.5,=,2.3,3,2,=,3,0,0.333333333,=,2.7,=,"North Houston Center for Reproductive Medicine, P.A.",Yes,No,Yes,No,Yes,Yes,Yes
OBSTETRICAL & GYNECOLOGICAL ASSOCIATES,,HOUSTON,TEXAS,100%,0%,0%,0%,64%,0%,2%,7%,3%,2%,6%,<1%,16%,11%,2%,16%,36%,"George M. Grunert, M.D.",241,113,120,29,32.4,32.7,21.7,20.7,27,28.3,15,6.9,-11.2,-16.6,-12.8,-16.1,31.6,33.7,18.8,9.1,34.4,35.2,20,9.1,23.8,29.7,16.7,9.1,14.5,15.9,20,24.1,2.4,2.6,2.9,3.5,28.2,16.2,19.2,0,1.3,2.7,0,0,30.8,15.6,0.166666667,0,75,32,14,6,28,12.5,0.071428571,0.333333333,2.4,2.4,2.6,2,54,25,51.9,28,2.2,2.4,Obstetrical & Gynecological Associates,Yes,Yes,Yes,Yes,Yes,Yes,Yes
ADVANCED REPRODUCTIVE CARE CENTER OF IRVING,,IRVING,TEXAS,100%,0%,0%,0%,48%,0%,0%,12%,7%,2%,3%,<1%,10%,12%,3%,25%,26%,"Sy Q. Le, M.D.",101,47,33,9,47.5,29.8,30.3,0.111111111,42.6,23.4,24.2,0,-19.3,-24.2,-29.3,=,44.8,26.8,25.8,0,46.2,27.5,30.8,0,26.9,17.5,26.9,0,5,12.8,6.1,0.111111111,2.1,2.3,2.5,2.9,37.5,0.285714286,0.2,0,0,0,0,0,41.9,0.363636364,0.125,=,23,10,5,0,26.1,0.2,0,=,2.3,2.4,2.2,=,11,4,0.545454545,0.25,2.2,2,Advanced Reproductive Care Center of Irving,Yes,No,Yes,Yes,Yes,Yes,Yes
WILFORD HALL MEDICAL CENTER,,LACKLAND AFB,TEXAS,100%,0%,0%,0%,41%,0%,0%,23%,0%,0%,2%,2%,28%,0%,5%,21%,19%,"Randal D. Robinson, M.D.",67,32,36,0,71.6,37.5,41.7,=,64.2,34.4,30.6,=,-23,-32.9,-30.1,=,66.2,37.9,34.4,=,66.2,40.7,34.4,=,30.8,29.6,21.9,=,3,9.4,11.1,=,2.3,2.4,3.3,=,41.7,0.25,0.2,=,10.4,0,0.066666667,=,53.5,0.272727273,0.363636364,=,0,0,0,0,=,=,=,=,=,=,=,=,0,0,=,=,=,=,Wilford Hall Medical Center,No,No,No,No,Yes,Yes,Yes
TEXAS FERTILITY,,LEWISVILLE,TEXAS,100%,0%,0%,0%,71%,0%,0%,2%,2%,0%,3%,0%,8%,0%,0%,8%,77%,"Barry R. Jacobs, M.D.",20,2,5,0,30,0,0.4,=,30,0,0.4,=,-40.2,=,=,=,0.315789474,0,0.5,=,0.352941176,0,0.666666667,=,0.235294118,0,0.666666667,=,5,0,0.2,=,2.2,2,2,=,0.5,=,0,=,0,=,0,=,0.333333333,=,0,=,4,2,0,0,0.25,0.5,=,=,2,2,=,=,2,1,0.5,1,2,2,Texas Fertility,Yes,Yes,Yes,Yes,Yes,Yes,Yes
THE CENTRE FOR REPRODUCTIVE MEDICINE,,LUBBOCK,TEXAS,100%,0%,0%,0%,12%,0%,<1%,9%,8%,1%,3%,1%,6%,1%,0%,38%,33%,"Janelle O. Dorsett, M.D.",63,26,15,7,44.4,46.2,0.266666667,0.142857143,36.5,38.5,0.266666667,0.142857143,-23.8,-37.4,=,=,39,47.6,0.363636364,0.2,46.9,0.555555556,0.4,0.2,22.4,0.5,0.3,0.2,6.3,19.2,0.266666667,0.285714286,1.8,1.7,1.7,2,53.6,0.166666667,0.25,0,0,0,0,0,52.2,0.1,0.25,0,11,1,1,0,0.454545455,1,0,=,2.1,2,2,=,9,0,0.777777778,=,1.9,=,The Centre for Reproductive Medicine,Yes,Yes,Yes,Yes,Yes,Yes,Yes
REPRODUCTIVE INSTITUTE OF SOUTH TEXAS,,MCALLEN,TEXAS,100%,0%,0%,0%,74%,2%,0%,20%,5%,3%,9%,3%,22%,3%,2%,7%,26%,"Esteban O. Brown, M.D.",33,13,6,0,42.4,0.538461538,0.5,=,39.4,0.538461538,0.333333333,=,-33.4,=,=,=,43.3,0.583333333,0.333333333,=,46.4,0.583333333,0.4,=,21.4,0.25,0.4,=,9.1,0.076923077,0,=,3.3,2.8,2.8,=,0.5,0.571428571,0,=,0.142857143,0.142857143,0,=,0.538461538,0.571428571,0,=,2,0,0,0,0.5,=,=,=,2.5,=,=,=,2,0,1,=,4,=,Reproductive Institute of South Texas,Yes,No,Yes,Yes,Yes,No,Yes
FERTILITY CENTER OF SAN ANTONIO,,SAN ANTONIO,TEXAS,100%,0%,0%,0%,52%,0%,2%,11%,6%,8%,7%,3%,17%,5%,5%,14%,24%,"Joseph E. Martin, M.D.",167,78,71,24,53.3,51.3,28.2,54.2,47.3,44.9,19.7,29.2,-15.2,-22.1,-18.5,-36.4,51.6,48.6,25,0.368421053,53,50,26.4,0.388888889,32.2,35.7,18.9,0.388888889,8.4,7.7,21.1,20.8,2.2,2.6,2.9,3.6,41.6,40,35,0.076923077,1.1,2.5,0,0,39.2,28.6,0.285714286,0,48,19,17,3,43.8,0.105263158,0.235294118,0.333333333,2,2,1.9,3.3,29,12,55.2,0.25,2.2,2,Fertility Center of San Antonio,Yes,No,Yes,Yes,Yes,Yes,Yes
FERTILITY CONCEPTS,,SAN ANTONIO,TEXAS,100%,0%,0%,0%,100%,0%,0%,34%,0%,33%,0%,0%,0%,0%,0%,33%,0%,"Linda R. Ellsworth, M.D., Ph.D.",1,0,1,1,0,=,0,1,0,=,0,0,=,=,=,=,0,=,0,0,0,=,0,0,0,=,0,0,0,=,0,0,5,=,3,6,=,=,=,0,=,=,=,0,=,=,=,=,0,0,0,0,=,=,=,=,=,=,=,=,0,0,=,=,=,=,Fertility Concepts,Yes,Yes,Yes,Yes,Yes,Yes,Yes
INSTITUTE FOR WOMEN'S HEALTH ,ADVANCED FERTILITY LABORATORY,SAN ANTONIO,TEXAS,100%,0%,0%,0%,66%,0%,0%,10%,6%,6%,8%,3%,21%,1%,1%,18%,26%,"Joseph R. Garza, M.D.",29,22,13,1,27.6,22.7,0.153846154,0,24.1,18.2,0.076923077,0,-31.1,-32.2,=,=,35,0.266666667,0.111111111,=,35,0.285714286,0.111111111,=,25,0.214285714,0.111111111,=,31,31.8,0.307692308,1,3.4,3.3,3.9,=,0.25,0,0,=,0,0.2,0,=,0.285714286,0.25,0,=,0,2,3,0,=,1,0,=,=,1.5,2.7,=,5,1,0.6,0,3,4,"Institute for Women's Health, Advanced Fertility Laboratory",Yes,Yes,Yes,Yes,Yes,Yes,Yes
"PERINATAL AND FERTILITY SPECIALISTS OF SAN ANTONIO, P.A.",,SAN ANTONIO,TEXAS,100%,0%,0%,0%,88%,0%,0%,22%,0%,0%,11%,0%,0%,0%,0%,45%,22%,"Gerard M. Honore, M.D., Ph.D.",4,0,3,1,0,=,0.333333333,0,0,=,0.333333333,0,=,=,=,=,0,=,0.333333333,0,0,=,0.333333333,0,0,=,0.333333333,0,0,=,0,0,3.7,=,4.3,5,=,=,0,=,=,=,0,=,=,=,0,=,0,0,0,0,=,=,=,=,=,=,=,=,0,0,=,=,=,=,"Perinatal and Fertility Specialists of San Antonio, P.A.",Yes,Yes,Yes,Yes,Yes,No,Yes
SOUTH TEXAS FERTILITY CENTER ,UNIVERSITY OF TEXAS HEALTH SCIENCE CENTER--SAN ANTONIO,SAN ANTONIO,TEXAS,100%,0%,0%,0%,8%,0%,0%,18%,15%,10%,7%,1%,12%,10%,11%,14%,2%,"Robert G. Brzyski, M.D., Ph.D.",36,18,17,8,33.3,0.388888889,0.176470588,0,27.8,0.277777778,0.176470588,0,-29.3,=,=,=,34.5,0.333333333,0.214285714,0,41.7,0.333333333,0.230769231,0,20.8,0.133333333,0.230769231,0,19.4,0.166666667,0.176470588,0.375,2.7,3,3.2,2.4,0.5,0.428571429,0,=,0,0,0,=,0.5,0.6,0,=,5,5,0,1,0.4,0.4,=,0,2.4,2.8,=,2,10,5,0.3,0,2.5,3,"South Texas Fertility Center, University of Texas Health Science Center, San Antonio",Yes,Yes,Yes,Yes,Yes,Yes,Yes
