PrevClinName1,PrevClinName2,ClinCityCode,ClinStateCode,IVF_Rate,GIFT_Rate,ZIFT_Rate,Combo_Rate,ICSI_Rate,Unstimulated_Rate,Diag_TubalRate,Diag_OvulatoryRate,Diag_DORRate,Diag_EndometriosisRate,Diag_UterineRate,Diag_MaleRate,Diag_OtherRate,Diag_UnknownRate,Diag_ComboNoMaleRate,Diag_ComboMaleRate,MedicalDirector,FshNDCycle1,FshNDCycle2,FshNDCycle3,FshNDCycle4,FshNDPregRate1,FshNDPregRate2,FshNDPregRate3,FshNDPregRate4,FshNDLvBirthsRate1,FshNDLvBirthsRate2,FshNDLvBirthsRate3,FshNDLvBirthsRate4,FshCI1,FshCI2,FshCI3,FshCI4,FshNDRetsRate1,FshNDRetsRate2,FshNDRetsRate3,FshNDRetsRate4,FshNDTransRate1,FshNDTransRate2,FshNDTransRate3,FshNDTransRate4,FshNDCansRate1,FshNDCansRate2,FshNDCansRate3,FshNDCansRate4,FshNDEmbryosRate1,FshNDEmbryosRate2,FshNDEmbryosRate3,FshNDEmbryosRate4,FshNDTwinPregsRate1,FshNDTwinPregsRate2,FshNDTwinPregsRate3,FshNDTwinPregsRate4,FshNDTripPregsRate1,FshNDTripPregsRate2,FshNDTripPregsRate3,FshNDTripPregsRate4,FshNDMultInfsRate1,FshNDMultInfsRate2,FshNDMultInfsRate3,FshNDMultInfsRate4,ThwNDTransfers1,ThwNDTransfers2,ThwNDTransfers3,ThwNDTransfers4,ThwNDLvBirthsRate1,ThwNDLvBirthsRate2,ThwNDLvBirthsRate3,ThwNDLvBirthsRate4,ThwNDEmbryosRate1,ThwNDEmbryosRate2,ThwNDEmbryosRate3,ThwNDEmbryosRate4,FshDnrTransfers,ThwDnrTransfers,FshDnrLvBirthsRate,ThwDnrLvBirthsRate,FshDnrEmbryosRate,ThwDnrEmbryosRate,CurrClinNameAll,DonorEgg,DonorEmbryo,SingleWomen,Surrogates,Cryopreservation,SART_Member,Accreditation
CENTRO DE FERTILIDAD DEL CARIBE,,RIO PIEDRAS,PUERTO RICO,100%,0%,0%,0%,67%,0%,9%,6%,0%,7%,0%,7%,6%,0%,36%,29%,"Rene Fernandez-Pelegrina, M.D.",53,21,17,13,52.8,33.3,0.294117647,0.307692308,39.6,19,0.235294118,0.076923077,-26.3,-33.5,=,=,42,19,0.25,0.090909091,43.8,19,0.333333333,0.111111111,5.7,0,0.058823529,0.153846154,2.1,2.3,2.3,2.3,17.9,0,0.2,0,0,0,0,0,14.3,0,0.25,0,0,1,0,0,=,0,=,=,=,2,=,=,0,0,=,=,=,=,Centro De Fertilidad Del Caribe,No,No,No,No,Yes,Yes,Yes
GREFI,"GYNECOLOGY, REPRODUCTIVE ENDOCRINOLOGY & FERTILITY INSTITUTE",SANTURCE,PUERTO RICO,100%,0%,0%,0%,26%,0%,26%,2%,16%,11%,0%,5%,2%,11%,11%,16%,"Rosa I. Cruz, M.D.",11,9,10,5,0.363636364,0.222222222,0,0.2,0.363636364,0.222222222,0,0.2,=,=,=,=,0.363636364,0.222222222,0,0.2,0.363636364,0.222222222,0,0.2,0,0,0,0,3,2.9,3.3,4.2,0.25,0,=,0,0,0,=,0,0,0,=,0,1,0,2,0,0,=,0,=,2,=,1.5,=,5,3,0.2,0,3.2,3.7,"GREFI--Gynecology, Reproductive Endocrinology & Fertility Institute",Yes,Yes,Yes,No,Yes,Yes,Pending
WOMEN & INFANTS' IVF PROGRAM,,PROVIDENCE,RHODE ISLAND,>99%,<1%,0%,0%,42%,0%,16%,7%,<1%,5%,<1%,25%,11%,17%,6%,12%,"David L. Keefe, M.D.",372,169,175,37,24.7,27.8,17.1,8.1,20.7,22.5,14.3,2.7,-8.2,-12.6,-10.4,-7.9,21.2,23.2,15.4,3.2,22.8,24.2,15.7,3.2,2.4,3,7.4,16.2,2.9,2.9,3.5,4.1,30.4,19.1,33.3,0,12,6.4,6.7,0.333333333,42.9,26.3,24,1,43,19,26,2,7,0,0,0,2.4,2.6,2.6,3.5,35,13,31.4,0.076923077,3,2.8,Women & Infants' IVF Program,Yes,Yes,Yes,Yes,Yes,Yes,Yes
REPRODUCTIVE ENDOCRINOLOGY AND INFERTILITY,,GREENVILLE,SOUTH CAROLINA,100%,0%,0%,0%,61%,0%,20%,11%,0%,14%,0%,12%,5%,2%,20%,16%,"Thomas M. Price, M.D.",121,47,18,2,39.7,21.3,0.333333333,0.5,35.5,19.1,0.277777778,0,-17.1,-22.5,=,=,39.4,22,0.294117647,0,40.2,22.5,0.294117647,0,9.9,12.8,0.055555556,0,3,3.3,3.3,4.5,27.1,0.4,0.333333333,0,10.4,0.1,0,0,39.5,0.444444444,0.4,=,12,4,1,0,0.5,0.75,0,=,3.1,3.8,4,=,14,5,0.285714286,0.2,3.1,2.8,Reproductive Endocrinology and Infertility,Yes,Yes,Yes,Yes,Yes,Yes,Yes
"SOUTHEASTERN FERTILITY CENTER, P.A.",,MOUNT PLEASANT,SOUTH CAROLINA,100%,0%,0%,0%,45%,0%,26%,12%,11%,4%,1%,13%,4%,13%,8%,8%,"Grant W. Patton, M.D.",134,48,21,15,36.6,20.8,23.8,0,33.6,18.8,14.3,0,-16,-22.1,-29.3,=,37.8,20,0.157894737,0,39.8,22,0.166666667,0,11.2,6.3,9.5,0.266666667,2.8,2.9,3,2.8,34.7,0.1,0.2,=,8.2,0,0,=,40,0.111111111,0,=,22,17,5,0,13.6,0.176470588,0,=,2.5,2.6,2.6,=,54,10,66.7,0.3,2.6,3.1,"Southeastern Fertility Center, P.A.",Yes,Yes,Yes,Yes,Yes,Yes,Yes
UNIVERSITY PHYSICIANS FERTILITY SPECIALISTS,,SIOUX FALLS,SOUTH DAKOTA,100%,0%,0%,0%,35%,0%,23%,8%,3%,3%,2%,19%,4%,14%,18%,6%,"Donald O. Kreger, M.D.",62,17,14,6,22.6,0.117647059,0.285714286,0.166666667,19.4,0.058823529,0.142857143,0,-19.7,=,=,=,23.5,0.1,0.2,0,23.5,0.1,0.222222222,0,17.7,0.411764706,0.285714286,0.5,3.3,4.1,3.9,2,0.214285714,0.5,0,0,0,0,0,0,0.25,0,0,=,10,0,0,1,0.1,=,=,0,3.9,=,=,4,1,2,1,0.5,5,3.5,University Physicians Fertility Specialists,Yes,Yes,Yes,Yes,Yes,Yes,Yes
CENTER FOR REPRODUCTIVE MEDICINE AND FERTILITY,,CHATTANOOGA ,TENNESSEE,100%,0%,0%,0%,49%,0%,10%,5%,20%,10%,0%,22%,1%,5%,6%,21%,"Barry W. Donesky, M.D.",69,18,7,4,21.7,0.333333333,0,0,18.8,0.166666667,0,0,-18.5,=,=,=,21,0.230769231,0,0,22.8,0.230769231,0,0,10.1,0.277777778,0.428571429,0.5,3.2,3.2,3.3,1,0.2,0.166666667,=,=,0,0,=,=,0.230769231,0.333333333,=,=,6,1,1,0,0.5,1,0,=,2.2,4,3,=,17,1,0.411764706,1,3.2,2,Center for Reproductive Medicine and Fertility,Yes,Yes,No,Yes,Yes,Yes,Yes
APPALACHIAN FERTILITY AND ENDOCRINOLOGY CENTER,,KINGSPORT,TENNESSEE,73%,15%,4%,8%,27%,0%,46%,24%,0%,5%,3%,19%,3%,0%,0%,0%,"Pickens A. Gantt, M.D.",15,6,3,2,0.333333333,0.166666667,0,0,0.333333333,0.166666667,0,0,=,=,=,=,0.416666667,0.2,0,0,0.416666667,0.333333333,0,0,0.2,0.166666667,0,0,4.2,6,2,4,0.2,0,=,=,0,0,=,=,0.2,0,=,=,3,1,0,0,0,0,=,=,2,4,=,=,2,2,0,0,2.5,2,Appalachian Fertility and Endocrinology Center,Yes,Yes,Yes,Yes,Yes,Yes,Yes
"EAST TENNESSEE IVF, FERTILITY AND ANDROLOGY CENTER",,KNOXVILLE,TENNESSEE,100%,0%,0%,0%,24%,0%,5%,22%,15%,10%,0%,7%,0%,8%,5%,28%,"Gayla S. Harris, M.D.",14,10,6,2,0.785714286,0.4,0.333333333,0,0.785714286,0.4,0.333333333,0,=,=,=,=,0.785714286,0.5,0.4,0,0.785714286,0.5,0.4,0,0,0.2,0.166666667,0,3,3.3,3.6,2.5,0.272727273,0.5,1,=,0.090909091,0,0,=,0.272727273,0.5,1,=,1,0,0,0,0,=,=,=,3,=,=,=,5,1,1,0,2.4,1,"East Tennessee IVF, Fertility and Andrology Center",Yes,Yes,No,No,Yes,Yes,Pending
THE CENTER FOR REPRODUCTIVE HEALTH,,NASHVILLE,TENNESSEE,100%,0%,0%,0%,35%,0%,15%,4%,16%,9%,0%,16%,0%,3%,13%,24%,"Jaime M. Vasquez, M.D.",52,7,2,2,50,0.142857143,0,0.5,44.2,0.142857143,0,0.5,-27,=,=,=,46.9,0.166666667,0,1,46.9,0.166666667,0,1,5.8,0.142857143,0,0.5,3.9,4.7,4.5,4,42.3,0,=,0,19.2,0,=,0,56.5,0,=,0,1,1,0,0,1,1,=,=,4,4,=,=,11,2,0.454545455,0,4.2,2,The Center for Reproductive Health,Yes,No,Yes,Yes,Yes,Yes,Yes
NASHVILLE FERTILITY CENTER,,NASHVILLE,TENNESSEE,100%,0%,0%,0%,66%,0%,15%,<1%,9%,8%,<1%,17%,1%,2%,21%,25%,"George A. Hill, M.D.",167,58,43,11,43.7,34.5,20.9,0.181818182,40.1,24.1,18.6,0,-14.9,-22.1,-23.2,=,44.7,28,23.5,0,47.5,31.8,25,0,10.2,13.8,20.9,0.454545455,2.4,2.6,3.3,2.4,31.5,30,0.555555556,0,0,5,0,0,29.9,0.285714286,0.375,=,22,9,6,1,54.5,0.444444444,0.166666667,0,3.2,2.7,2,1,40,8,70,0.375,2.1,2.5,Nashville Fertility Center,Yes,Yes,No,Yes,Yes,Yes,Yes
DR. HAROLD W. BRUMLEY,,AUSTIN,TEXAS,100%,0%,0%,0%,19%,0%,16%,8%,0%,16%,4%,12%,0%,0%,24%,20%,"Harold W. Brumley, M.D.",9,4,5,3,0.555555556,0.5,0.2,0.333333333,0.444444444,0.5,0.2,0.333333333,=,=,=,=,0.5,0.5,0.25,0.5,0.571428571,0.5,0.25,0.5,0.111111111,0,0.2,0.333333333,2.7,3,3,4,0.8,0,0,0,0,0.5,0,0,0.5,0.5,0,0,0,1,1,0,=,0,0,=,=,2,4,=,0,0,=,=,=,=,Dr. Harold W. Brumley,No,No,No,No,Yes,Yes,Yes
TEXAS FERTILITY CENTER,"DRS. VAUGHN, SILVERBERG AND HANSARD",AUSTIN,TEXAS,100%,0%,0%,0%,25%,0%,18%,3%,8%,9%,<1%,13%,1%,11%,15%,22%,"Kaylen Silverberg, M.D.",149,62,93,32,45.6,38.7,29,9.4,40.3,33.9,19.4,6.3,-15.7,-23.6,-16.1,-14.6,42.6,37.5,21.4,8.7,43.2,38.2,22.5,8.7,5.4,9.7,9.7,28.1,2.7,3.2,3.3,3.7,50,37.5,25.9,0,4.4,12.5,0,0,53.3,42.9,0.222222222,0,61,30,21,4,19.7,23.3,28.6,0,2.8,3.2,3.5,3,0,0,=,=,=,=,"Texas Fertility Center, Drs. Vaughn, Silverberg and Hansard",No,No,No,No,Yes,Yes,Yes
DR. JEFFREY YOUNGKIN,AUSTIN FERTILITY CENTER,AUSTIN,TEXAS,100%,0%,0%,0%,19%,0%,26%,5%,12%,9%,0%,0%,0%,2%,17%,29%,"Jeffrey T. Youngkin, M.D.",14,5,7,4,0.214285714,0,0.142857143,0.25,0.214285714,0,0.142857143,0,=,=,=,=,0.272727273,0,0.142857143,0,0.272727273,0,0.166666667,0,0.214285714,0.4,0,0.25,2.8,4.5,4.2,3.3,0,=,0,0,0,=,0,0,0,=,0,=,7,3,1,0,0,0,0,=,2.4,2,3,=,0,0,=,=,=,=,"Dr. Jeffrey Youngkin, Austin Fertility Center",No,No,No,No,Yes,Yes,Yes
CENTER FOR ASSISTED REPRODUCTION,,BEDFORD,TEXAS,100%,0%,0%,0%,60%,0%,17%,9%,0%,4%,2%,27%,15%,13%,4%,9%,"Kevin J. Doody, M.D.",242,94,64,21,41.7,36.2,31.3,14.3,35.1,28.7,25,9.5,-12,-18.3,-21.2,-22.1,37.1,31.4,34,0.133333333,40.9,34.2,39,0.133333333,5.4,8.5,26.6,28.6,1.9,2.1,2,2,34.7,14.7,40,0,1,2.9,5,0,35.3,18.5,0.4375,0,68,27,12,2,29.4,18.5,0.25,0,1.9,2.1,2,2,56,46,51.8,34.8,2,1.9,Center for Assisted Reproduction,Yes,Yes,Yes,Yes,Yes,Yes,Yes
TRINITY INVITRO FERTILIZATION PROGRAM,,CARROLLTON,TEXAS,100%,0%,0%,0%,55%,0%,13%,6%,7%,4%,0%,3%,5%,11%,15%,36%,"W.F. Howard, M.D.",23,8,12,3,30.4,0.125,0.25,0,30.4,0.125,0.166666667,0,-37.6,=,=,=,35,0.2,0.181818182,0,0.466666667,0.25,0.2,0,13,0.375,0.083333333,0.333333333,2.5,2.5,3.1,2.5,0.428571429,1,0,=,0,0,0,=,0.428571429,1,0,=,5,2,2,0,0,0,1,=,2.6,1.5,2,=,8,7,0.625,0.714285714,2.3,2.4,Trinity InVitro Fertilization Program,Yes,Yes,Yes,Yes,Yes,Yes,Yes
NORTH TEXAS REPRODUCTIVE MEDICINE,,COPPELL,TEXAS,100%,0%,0%,0%,75%,0%,2%,0%,0%,0%,0%,28%,2%,0%,16%,52%,"Barry R. Jacobs, M.D.",25,10,3,2,20,0.2,0,0.5,16,0.1,0,0.5,-28.8,=,=,=,17.4,0.111111111,0,0.5,19,0.111111111,0,0.5,8,0.1,0,0,2.5,2.3,3,2,0.2,0.5,=,0,0,0,=,0,0.25,1,=,0,7,1,1,0,0.142857143,0,0,=,2,2,2,=,0,0,=,=,=,=,Clinic has undergone reorganization since 2000.  Information on current clinic services and profile therefore is not provided here.  Contact SART for current information about this clinic.,,,,,,,
BAYLOR CENTER FOR REPRODUCTIVE HEALTH,,DALLAS,TEXAS,100%,0%,0%,0%,77%,0%,6%,1%,<1%,5%,0%,18%,6%,4%,29%,30%,"Michael Putman, M.D.",55,34,33,8,43.6,41.2,18.2,0,38.2,29.4,15.2,0,-25.7,-30.6,-24.5,=,38.2,32.3,17.9,0,44.7,38.5,22.7,0,0,8.8,15.2,0.125,2.8,3.2,3.5,3.9,45.8,0.428571429,0.333333333,=,4.2,0,0.166666667,=,42.9,0.6,0.6,=,24,12,4,2,58.3,0.333333333,0.25,0,3.2,3.8,4.5,5,0,0,=,=,=,=,Baylor Center for Reproductive Health,No,No,No,No,Yes,Yes,Yes
"NATIONAL FERTILITY CENTER OF TEXAS, P.A.",,DALLAS,TEXAS,100%,0%,0%,0%,60%,0%,<1%,0%,0%,0%,0%,3%,4%,0%,42%,50%,"Brian M. Cohen, M.D.",47,22,21,4,34,36.4,23.8,0,29.8,27.3,19,0,-26.2,-37.2,-33.5,=,35,0.4,0.25,0,35,0.461538462,0.285714286,0,14.9,31.8,23.8,0.5,2.7,2.9,3.6,3,0.3125,0.125,0,=,0,0,0,=,0.285714286,0.166666667,0,=,3,2,2,0,0,0,0,=,4,1,4,=,3,1,0.666666667,0,2.3,2,"National Fertility Center of Texas, P.A.",Yes,Yes,No,No,Yes,Yes,Yes
PRESBYTERIAN HOSPITAL ARTS PROGRAM,,DALLAS,TEXAS,>99%,0%,<1%,0%,44%,0%,15%,2%,15%,9%,1%,26%,9%,7%,4%,12%,"James Madden, M.D.",406,224,178,75,47,37.1,28.1,14.7,41.6,31.7,22.5,10.7,-9.6,-12.2,-12.3,-14,47.2,38.2,27.4,15.4,48.8,39.7,28.4,17,11.8,17,18,30.7,2.2,2.3,2.5,2.7,41.9,42.2,30,0.272727273,3.1,1.2,4,0,46.7,47.9,35,0.25,26,12,8,2,38.5,0.416666667,0,0,1.8,1.9,1.6,2,111,3,68.5,0.333333333,2.1,2.3,Presbyterian Hospital Arts Program,Yes,No,No,Yes,Yes,Yes,Yes
"UNIVERSITY OF TEXAS, SOUTHWESTERN FERTILITY ASSOCIATES",,DALLAS,TEXAS,96%,0%,3%,1%,38%,0%,34%,5%,6%,3%,0%,13%,3%,5%,15%,16%,"George R. Attia, M.D.",61,17,11,2,21.3,0,0.181818182,0,21.3,0,0.090909091,0,-20.6,=,=,=,28.3,0,0.166666667,=,29.5,0,0.166666667,=,24.6,0.529411765,0.454545455,1,4,4.4,4.7,=,0.230769231,=,0.5,=,0.307692308,=,0,=,0.538461538,=,0,=,1,0,0,0,0,=,=,=,5,=,=,=,9,0,0.333333333,=,3.6,=,"University of Texas, Southwestern Fertility Associates",Yes,No,Yes,No,Yes,Yes,Yes
THE WOMEN'S PLACE,,DALLAS,TEXAS,100%,0%,0%,0%,11%,0%,60%,0%,0%,0%,0%,5%,0%,0%,10%,25%,"Lisa A. King, M.D.",6,8,2,3,0.5,0.25,0.5,0.333333333,0.5,0.25,0.5,0.333333333,=,=,=,=,0.6,0.285714286,0.5,0.5,0.6,0.333333333,0.5,0.5,0.166666667,0.125,0,0.333333333,2.2,2.3,2.5,3,0.333333333,0,0,0,0,0,0,0,0.333333333,0,0,0,0,1,0,0,=,0,=,=,=,1,=,=,0,0,=,=,=,=,The Women's Place,Yes,No,Yes,No,Yes,Yes,Yes
BAYLOR ASSISTED REPRODUCTIVE TECHNOLOGY,,HOUSTON,TEXAS,100%,0%,0%,0%,64%,0%,17%,2%,3%,5%,0%,45%,6%,5%,5%,12%,"Sandra A. Carson, M.D.",126,60,48,15,37.3,26.7,35.4,0.066666667,33.3,21.7,18.8,0,-16.5,-20.9,-22.1,=,35.9,26,22,0,37.5,26.5,22.5,0,7.1,16.7,14.6,0.2,4.7,4.5,4.8,4.1,34,0.4375,0.235294118,0,19.1,0.1875,0.117647059,0,50,0.384615385,0.333333333,=,25,11,6,6,16,0,0.166666667,0,3.4,3.4,4.2,2,37,11,37.8,0,5.8,4.7,Baylor Assisted Reproductive Technology,Yes,Yes,Yes,No,Yes,Yes,Yes
CENTER FOR WOMEN'S HEALTH,,HOUSTON,TEXAS,100%,0%,0%,0%,48%,0%,12%,5%,7%,36%,5%,0%,0%,0%,28%,7%,"James M. Wheeler, M.D.",12,3,10,6,0.333333333,0,0.1,0,0.166666667,0,0.1,0,=,=,=,=,0.2,0,0.166666667,0,0.222222222,0,0.166666667,0,0.166666667,0,0.4,0.333333333,4.3,3.3,3.8,3.3,0,=,0,=,0.25,=,0,=,0.5,=,0,=,0,0,0,0,=,=,=,=,=,=,=,=,4,1,0,0,3.5,3,Center for Women's Health,Yes,Yes,Yes,Yes,Yes,Yes,Yes
COOPER INSTITUTE FOR ADVANCED REPRODUCTIVE MEDICINE,,HOUSTON,TEXAS,100%,0%,0%,0%,83%,0%,0%,0%,5%,5%,0%,10%,5%,5%,5%,65%,"C. James Chuong, M.D.",5,5,6,1,0.2,0.2,0,0,0.2,0.2,0,0,=,=,=,=,0.2,0.2,0,0,0.2,0.2,0,0,0,0,0.166666667,0,5,4.2,4,5,0,0,=,=,1,0,=,=,1,0,=,=,1,0,0,0,0,=,=,=,3,=,=,=,0,0,=,=,=,=,Cooper Institute for Advanced Reproductive Medicine,Yes,Yes,Yes,Yes,Yes,Yes,Yes
"NORTH HOUSTON CENTER FOR REPRODUCTIVE MEDICINE, P.A.",,HOUSTON,TEXAS,100%,0%,0%,0%,51%,0%,14%,9%,2%,11%,0%,18%,0%,9%,12%,25%,"Dorothy J. Roach, M.D.",32,16,15,3,43.8,0.3125,0.333333333,0.333333333,40.6,0.25,0.266666667,0.333333333,-34,=,=,=,41.9,0.285714286,0.307692308,0.5,43.3,0.307692308,0.307692308,0.5,3.1,0.125,0.133333333,0.333333333,3.3,3.3,4,4.5,0.214285714,0.4,0.4,0,0.142857143,0,0,0,0.384615385,0.5,0.5,0,9,0,0,0,0.111111111,=,=,=,2.6,=,=,=,0,0,=,=,=,=,"North Houston Center for Reproductive Medicine, P.A.",No,No,Yes,No,Yes,Yes,Yes
OBSTETRICAL & GYNECOLOGICAL ASSOCIATES,,HOUSTON,TEXAS,100%,0%,0%,0%,58%,<1%,8%,2%,2%,7%,<1%,15%,15%,1%,12%,37%,"George M. Grunert, M.D.",235,132,116,46,41.7,25,19.8,13,35.3,16.7,12.9,2.2,-12.2,-12.7,-12.2,-6.4,37.6,20.8,17.9,2.4,38.6,22,18.8,2.4,6,19.7,27.6,8.7,2.5,2.9,2.9,3.3,34.7,18.2,13,0,1,6.1,8.7,0,30.1,22.7,0.266666667,0,48,16,9,2,16.7,0.125,0.222222222,0,2.6,2.1,2.7,4.5,48,28,35.4,7.1,2.4,2.4,Obstetrical & Gynecological Associates,Yes,Yes,Yes,Yes,Yes,Yes,Yes
ADVANCED REPRODUCTIVE CARE CENTER OF IRVING,,IRVING,TEXAS,100%,0%,0%,0%,23%,0%,25%,4%,3%,5%,2%,14%,9%,11%,9%,18%,"Sy Q. Le, M.D.",56,27,34,2,30.4,33.3,14.7,0,26.8,29.6,8.8,0,-23.2,-34.5,-18.4,=,32.6,40,15,=,34.9,40,0.157894737,=,17.9,25.9,41.2,1,2.3,2.5,2.5,=,0.470588235,0.333333333,0.2,=,0,0.222222222,0,=,0.466666667,0.5,0.333333333,=,23,3,1,0,4.3,0,0,=,2.4,3,1,=,4,1,0.25,0,2,3,Advanced Reproductive Care Center of Irving,Yes,No,Yes,Yes,Yes,Yes,Yes
WILFORD HALL MEDICAL CENTER,,LACKLAND AFB ,TEXAS,100%,0%,0%,0%,26%,0%,42%,2%,1%,5%,1%,25%,1%,1%,13%,9%,"Randal D. Robinson, M.D.",59,28,13,0,44.1,46.4,0.307692308,=,40.7,32.1,0.307692308,=,-25.1,-34.6,=,=,42.9,37.5,0.363636364,=,43.6,37.5,0.363636364,=,5.1,14.3,0.153846154,=,3,3.4,3.7,=,26.9,0.230769231,0.25,=,7.7,0.076923077,0.25,=,37.5,0.333333333,0.5,=,0,0,0,0,=,=,=,=,=,=,=,=,0,0,=,=,=,=,Wilford Hall Medical Center,No,No,No,No,Yes,Yes,Yes
THE CENTRE FOR REPRODUCTIVE MEDICINE,,LUBBOCK,TEXAS,100%,0%,0%,0%,9%,0%,21%,5%,0%,14%,0%,6%,5%,2%,30%,17%,"Janelle Dorsett, M.D.",76,24,26,5,42.1,20.8,7.7,0.4,42.1,20.8,7.7,0.4,-22.2,-32.5,-17.9,=,48.5,23.8,0.133333333,0.4,56.1,0.277777778,0.25,0.5,13.2,12.5,42.3,0,1.8,1.8,1.9,2,46.9,0.4,0,1,3.1,0,0.5,0,40.6,0.4,0.5,1,7,1,1,0,0.142857143,0,0,=,2,1,1,=,5,5,0.4,0,2.2,3,The Centre for Reproductive Medicine,Yes,Yes,Yes,Yes,Yes,Yes,Yes
FERTILITY CENTER OF SAN ANTONIO,,SAN ANTONIO,TEXAS,100%,0%,0%,0%,36%,0%,20%,2%,<1%,6%,2%,16%,18%,7%,15%,14%,"Joseph E. Martin, M.D.",112,49,50,28,55.4,40.8,36,35.7,45.5,32.7,28,17.9,-18.5,-26.3,-24.8,-28.3,46.4,36.4,30.4,20.8,48.1,37.2,30.4,21.7,1.8,10.2,8,14.3,2.9,3.1,3.4,3.7,24.2,25,0.222222222,0,8.1,15,0.055555556,0.1,29.4,0.4375,0.285714286,0.2,36,17,10,1,30.6,0.294117647,0.1,0,2.4,2.1,2.4,3,12,3,0.5,0.333333333,2.8,2.3,Fertility Center of San Antonio,Yes,No,Yes,Yes,Yes,Yes,Yes
FERTILITY CONCEPTS,,SAN ANTONIO,TEXAS,100%,0%,0%,0%,65%,0%,4%,20%,0%,12%,0%,4%,16%,0%,28%,16%,"Linda R. Ellsworth, M.D., Ph.D.",12,6,4,1,0.416666667,0.166666667,0,1,0.333333333,0.166666667,0,1,=,=,=,=,0.333333333,0.25,0,1,0.333333333,0.25,0,1,0,0.333333333,0.25,0,3.6,3.3,2.3,2,0.2,0,=,0,0.2,0,=,0,0.25,0,=,0,0,1,0,0,=,0,=,=,=,4,=,=,0,1,=,0,=,2,Fertility Concepts,Yes,Yes,Yes,Yes,Yes,Yes,Pending
INSTITUTE FOR WOMEN'S HEALTH,ADVANCED FERTILITY LABORATORY,SAN ANTONIO,TEXAS,100%,0%,0%,0%,65%,0%,11%,5%,8%,9%,0%,16%,1%,1%,18%,31%,"Joseph R. Garza, M.D.",33,11,11,1,33.3,0.454545455,0,0,24.2,0.272727273,0,0,-29.3,=,=,=,32,0.375,0,0,32,0.375,0,0,24.2,0.272727273,0.636363636,0,3.8,3.9,3.8,3,0.272727273,0.2,=,=,0.090909091,0,=,=,0.5,0,=,=,2,0,0,0,0.5,=,=,=,4,=,=,=,10,1,0.4,0,3.4,2,"Institute for Women's Health, Advanced Fertility Laboratory",Yes,Yes,Yes,Yes,Yes,Yes,Pending
SOUTH TEXAS FERTILITY CENTER,"UNIVERSITY OF TEXAS HEALTH SCIENCE CENTER, SAN ANTONIO",SAN ANTONIO,TEXAS,100%,0%,0%,0%,5%,0%,13%,4%,2%,3%,4%,6%,4%,19%,25%,20%,"Robert G. Brzyski, M.D., Ph.D.",36,19,24,15,33.3,0.368421053,29.2,0,33.3,0.368421053,20.8,0,-30.8,=,-32.5,=,38.7,0.466666667,0.294117647,0,38.7,0.5,0.3125,0,13.9,0.210526316,29.2,0.266666667,3,3,3.5,3.4,0.166666667,0.142857143,0.142857143,=,0.083333333,0.142857143,0,=,0.166666667,0.142857143,0,=,13,3,0,2,0.076923077,0,=,0,2.8,2.7,=,2.5,17,5,0.352941176,0.4,3.2,2.2,"South Texas Fertility Center, University of Texas Health Science Center, San Antonio",Yes,Yes,Yes,Yes,Yes,Yes,Yes
CENTER OF REPRODUCTIVE MEDICINE,,WEBSTER,TEXAS,100%,0%,0%,0%,59%,0%,5%,3%,7%,4%,1%,0%,11%,3%,55%,11%,"Vicki L. Schnell, M.D.",54,19,22,16,25.9,0.210526316,13.6,0.125,20.4,0.210526316,13.6,0.125,-21.5,=,-28,=,22,0.25,0.157894737,0.166666667,22.4,0.25,0.166666667,0.166666667,7.4,0.157894737,13.6,0.25,3,3.4,2.7,3.1,0.142857143,0,0,0,0.142857143,0,0,0,0.272727273,0,0,0,7,6,2,0,0,0,0,=,3.1,2.8,2,=,15,2,0.666666667,0,3.1,3.5,Center of Reproductive Medicine,Yes,No,No,Yes,Yes,Yes,Yes
REPRODUCTIVE CARE CENTER,,SALT LAKE CITY,UTAH,100%,0%,0%,0%,25%,0%,27%,15%,<1%,15%,3%,14%,3%,3%,4%,15%,"James S. Heiner, M.D.",52,12,8,5,23.1,0.083333333,0.25,0.2,23.1,0.083333333,0.25,0,-22.9,=,=,=,25.5,0.090909091,0.25,0,30.8,0.1,0.25,0,9.6,0.083333333,0,0,2.7,3.2,3.6,7.3,0.5,0,0.5,0,0.083333333,0,0,0,0.416666667,0,0,=,27,5,3,2,40.7,0.2,0,0,3.4,3.4,3.7,2,0,0,=,=,=,=,Reproductive Care Center,No,No,No,No,Yes,Yes,Yes
UTAH CENTER FOR REPRODUCTIVE MEDICINE,,SALT LAKE CITY,UTAH,100%,0%,0%,0%,47%,0%,10%,3%,14%,4%,0%,20%,2%,6%,16%,25%,"Harry H. Hatasaka, M.D.",131,57,38,21,38.9,40.4,21.1,9.5,33.6,35.1,13.2,4.8,-16.2,-24.8,-21.5,-13.9,38.3,42.6,16.1,0.066666667,40.7,42.6,16.1,0.066666667,12.2,17.5,18.4,28.6,2.4,2.6,2.6,2.9,33.3,17.4,0,0,2,4.3,0,0,29.5,25,0,0,18,8,1,0,0.277777778,0.25,0,=,2.9,2.9,4,=,37,7,43.2,0.285714286,2.3,3,Utah Center for Reproductive Medicine,Yes,Yes,Yes,No,Yes,Yes,Yes
