OrderID,PrevClinName1,PrevClinName2,ClinCityCode,ClinStateCode,IVF_Rate,GIFT_Rate,ZIFT_Rate,Combo_Rate,ICSI_Rate,Unstimulated_Rate,Gest_Rate,Diag_TubalRate,Diag_OvulatoryRate,Diag_DORRate,Diag_EndometriosisRate,Diag_UterineRate,Diag_MaleRate,Diag_OtherRate,Diag_UnknownRate,Diag_ComboNoMaleRate,Diag_ComboMaleRate,MedicalDirector,FshNDCycle1,FshNDCycle2,FshNDCycle3,FshNDCycle4,FshNDPregRate1,FshNDPregRate2,FshNDPregRate3,FshNDPregRate4,FshNDLvBirthsRate1,FshNDLvBirthsRate2,FshNDLvBirthsRate3,FshNDLvBirthsRate4,FshCI1,FshCI2,FshCI3,FshCI4,FshNDRetsRate1,FshNDRetsRate2,FshNDRetsRate3,FshNDRetsRate4,FshNDTransRate1,FshNDTransRate2,FshNDTransRate3,FshNDTransRate4,FshNDSnglLB_TransRate1,FshNDSnglLB_TransRate2,FshNDSnglLB_TransRate3,FshNDSnglLB_TransRate4,FshNDCansRate1,FshNDCansRate2,FshNDCansRate3,FshNDCansRate4,FshNDEmbryosRate1,FshNDEmbryosRate2,FshNDEmbryosRate3,FshNDEmbryosRate4,FshNDTwinPregsRate1,FshNDTwinPregsRate2,FshNDTwinPregsRate3,FshNDTwinPregsRate4,FshNDTripPregsRate1,FshNDTripPregsRate2,FshNDTripPregsRate3,FshNDTripPregsRate4,FshNDMultInfsRate1,FshNDMultInfsRate2,FshNDMultInfsRate3,FshNDMultInfsRate4,ThwNDTransfers1,ThwNDTransfers2,ThwNDTransfers3,ThwNDTransfers4,ThwNDLvBirthsRate1,ThwNDLvBirthsRate2,ThwNDLvBirthsRate3,ThwNDLvBirthsRate4,ThwNDEmbryosRate1,ThwNDEmbryosRate2,ThwNDEmbryosRate3,ThwNDEmbryosRate4,FshDnrTransfers,ThwDnrTransfers,FshDnrLvBirthsRate,ThwDnrLvBirthsRate,FshDnrEmbryosRate,ThwDnrEmbryosRate,CurrClinNameAll,DonorEgg,DonorEmbryo,SingleWomen,Surrogates,Cryopreservation,SART_Member,Accreditation,state_code
352,"UNIVERSITY MEDICAL GROUP, DEPARTMENT OF OBSTETRICS AND GYNECOLOGY",REPRODUCTIVE ENDOCRINOLOGY AND INFERTILITY,GREENVILLE,SOUTH CAROLINA,100%,0%,0%,0%,70%,0%,<1%,7%,21%,<1%,17%,0%,17%,3%,2%,21%,12%,"Bruce A. Lessey, MD, PhD",65,23,14,2,53.8,43.5,0.357142857,0.5,40,30.4,0.357142857,0.5,(28.0Ð52.9),(13.2Ð52.9),,,43.3,0.368421053,0.384615385,0.5,48.1,0.388888889,0.454545455,0.5,29.6,0.277777778,0.363636364,0.5,7.7,17.4,0.071428571,0,2,2.3,2.5,3,28.6,0.2,0,0,2.9,0.1,0.2,0,38.5,0.285714286,0.2,0,22,10,3,0,36.4,0.3,0.333333333,=,2.2,2.2,2,=,9,4,0.666666667,0.25,2.1,2.8,"University Medical Group, Department of Obstetrics and Gynecology, Reproductive Endocrinology and Infertility",Yes,No,Yes,Yes,Yes,Yes,Yes,SC
353,"SOUTHEASTERN FERTILITY CENTER, PA",,MOUNT PLEASANT,SOUTH CAROLINA,100%,0%,0%,0%,53%,0%,<1%,14%,4%,19%,5%,<1%,16%,3%,8%,16%,15%,"Grant W. Patton, MD",159,70,31,12,45.3,42.9,29,0.166666667,38.4,37.1,19.4,0.166666667,(30.8Ð46.4),(25.9Ð49.5),(7.5Ð37.5),,41.2,38.2,22.2,0.285714286,42.7,39.4,25,0.333333333,26.6,25.8,16.7,0.333333333,6.9,2.9,12.9,0.416666667,2.1,2.2,2.5,3.2,38.9,36.7,0.222222222,0,2.8,3.3,0,0,37.7,34.6,0.333333333,0,41,15,6,1,46.3,0.533333333,0.333333333,0,2,2,2,3,62,21,64.5,42.9,2,2,"Southeastern Fertility Center, PA",Yes,Yes,Yes,Yes,Yes,Yes,Yes,SC
354,ADVANCED FERTILITY & REPRODUCTIVE ENDOCRINOLOGY,,WEST COLUMBIA,SOUTH CAROLINA,100%,0%,0%,0%,98%,0%,0%,4%,4%,7%,2%,0%,21%,2%,2%,3%,55%,"Gail F. Whitman-Elia, MD",96,34,28,13,60.4,47.1,35.7,0.307692308,52.1,29.4,28.6,0.230769231,(41.6Ð62.4),(15.1Ð47.5),(13.2Ð48.7),,52.1,29.4,29.6,0.25,54.3,29.4,30.8,0.272727273,35.9,20.6,26.9,0.181818182,0,0,3.6,0.076923077,2.4,2.7,3.3,3.7,32.8,0.1875,0.1,0.25,6.9,0.0625,0,0,34,0.3,0.125,0.333333333,18,0,6,0,0.222222222,=,0.166666667,=,2.2,=,2.3,=,9,3,0.222222222,0,2,2.7,Advanced Fertility & Reproductive Endocrinology,Yes,Yes,Yes,Yes,Yes,Yes,Yes,SC
355,"SIOUX VALLEY CLINIC OB-GYN, LTD.",,SIOUX FALLS,SOUTH DAKOTA,100%,0%,0%,0%,62%,0%,0%,12%,8%,9%,7%,0%,22%,4%,3%,6%,30%,"Keith A. Hansen, MD",99,21,15,5,44.4,38.1,0.333333333,0,39.4,33.3,0.2,0,(29.7Ð49.7),(14.6Ð57.0),,,41.1,35,0.230769231,0,42.4,35,0.230769231,0,26.1,25,0.230769231,0,4,4.8,0.133333333,0.2,2.2,2.8,2.4,1.5,31.8,0.5,0,=,4.5,0,0,=,38.5,0.285714286,0,=,35,12,3,0,8.6,0.25,0,=,3,2.9,2,=,5,5,0.2,0,1.8,2.6,"Sioux Valley Clinic OB-GYN, Ltd.",Yes,Yes,Yes,Yes,Yes,Yes,Yes,SD
356,"FERTILITY CENTER, LLC",,CHATTANOOGA,TENNESSEE,100%,0%,0%,0%,76%,0%,<1%,15%,4%,8%,7%,1%,19%,7%,11%,12%,16%,"Barry W. Donesky, MD",61,33,14,7,26.2,21.2,0.142857143,0,24.6,15.2,0.071428571,0,(14.5Ð37.3),(5.1Ð31.9),,,26.8,20.8,0.083333333,0,33.3,23.8,0.142857143,0,15.6,19,0.142857143,0,8.2,27.3,0.142857143,0.285714286,2,2.3,2.1,2.5,0.4375,0.285714286,0,=,0.125,0,0,=,0.533333333,0.2,0,=,20,3,3,0,45,0.333333333,0.333333333,=,2,1.7,2.3,=,18,2,0.722222222,0.5,2,2.5,"Fertility Center, LLC",Yes,Yes,No,Yes,Yes,Yes,Yes,TN
357,CENTER FOR APPLIED REPRODUCTIVE SCIENCE,,JOHNSON CITY,TENNESSEE,100%,0%,0%,0%,28%,0%,0%,12%,17%,4%,5%,0%,5%,<1%,<1%,28%,29%,"Samuel S. Thatcher, MD, PhD",95,45,31,9,43.2,28.9,25.8,0.111111111,38.9,24.4,22.6,0.111111111,(29.1Ð49.5),(12.9Ð39.5),(9.6Ð41.1),,43.5,29.7,29.2,0.125,48.1,32.4,0.388888889,0.142857143,36.4,23.5,0.333333333,0.142857143,10.5,17.8,22.6,0.111111111,1.9,1.9,1.8,1.9,22,0.230769231,0,0,2.4,0,0.125,0,24.3,0.272727273,0.142857143,0,12,5,3,1,0.666666667,0.2,0.333333333,0,2,1.8,2,2,2,9,1,0.222222222,2,1.7,Center for Applied Reproductive Science,Yes,Yes,Yes,No,Yes,No,No,TN
358,"EAST TENNESSEE IVF, FERTILITY, AND ANDROLOGY CENTER",,KNOXVILLE,TENNESSEE,100%,0%,0%,0%,30%,0%,0%,12%,8%,4%,19%,8%,15%,0%,0%,0%,35%,"Gayla S. Harris, MD",15,1,5,2,0.466666667,0,0.4,0,0.466666667,0,0.4,0,,,,,0.466666667,0,0.4,0,0.466666667,0,0.4,0,0.333333333,0,0.4,0,0,0,0,0,2.2,3,2.4,3,0.285714286,=,0,=,0,=,0,=,0.285714286,=,0,=,0,0,0,0,=,=,=,=,=,=,=,=,3,0,0.666666667,=,2,=,"East Tennessee IVF, Fertility, and Andrology Center",Yes,Yes,No,Yes,Yes,Yes,Pending,TN
359,SOUTHEASTERN FERTILITY CENTER,,KNOXVILLE,TENNESSEE,100%,0%,0%,0%,50%,0%,0%,4%,0%,4%,4%,0%,44%,3%,5%,12%,24%,"Jeffrey A. Keenan, MD",14,3,5,0,0.571428571,0.666666667,0.2,=,0.571428571,0.666666667,0.2,=,,,,,0.571428571,0.666666667,0.2,=,0.615384615,0.666666667,0.25,=,0.461538462,0.333333333,0.25,=,0,0,0,=,2.5,2,3.8,=,0.375,0.5,0,=,0,0,0,=,0.25,0.5,0,=,5,1,2,0,0.2,0,0.5,=,2.6,3,3.5,=,1,39,1,48.7,2,2.8,Southeastern Fertility Center,Yes,Yes,No,No,Yes,Yes,No,TN
360,"KUTTEH KE FERTILITY ASSOCIATES OF MEMPHIS, PLLC",,MEMPHIS,TENNESSEE,100%,0%,0%,0%,48%,0%,0%,7%,8%,8%,8%,<1%,10%,1%,4%,24%,30%,"Raymond W. Ke, MD",133,42,28,14,50.4,33.3,25,0.071428571,45.1,31,25,0.071428571,(36.5Ð54.0),(17.6Ð47.1),(10.7Ð44.9),,48,35.1,26.9,0.1,50,36.1,30.4,0.111111111,30.8,27.8,26.1,0.111111111,6,11.9,7.1,0.285714286,2.2,2.5,2.6,2.3,37.3,0.285714286,0.142857143,0,4.5,0.071428571,0,0,38.3,0.230769231,0.142857143,0,12,6,5,1,0.833333333,0.5,0.4,1,2,1.3,2.4,2,10,2,0.5,0,2.1,2.5,"Kutteh Ke Fertility Associates of Memphis, PLLC",Yes,Yes,No,No,Yes,Yes,Yes,TN
361,THE CENTER FOR REPRODUCTIVE HEALTH,,NASHVILLE,TENNESSEE,100%,0%,0%,0%,74%,0%,0%,2%,12%,4%,3%,0%,11%,3%,0%,14%,53%,"Jaime M. Vasquez, MD",42,17,6,0,50,0.529411765,0.333333333,=,40.5,0.470588235,0.333333333,=,(25.6Ð56.7),,,,42.5,0.571428571,0.333333333,=,43.6,0.571428571,0.4,=,25.6,0.357142857,0.4,=,4.8,0.176470588,0,=,3.2,3.5,3.4,=,19,0.111111111,0,=,28.6,0.222222222,0,=,0.411764706,0.375,0,=,9,0,1,0,0.111111111,=,1,=,3.2,=,4,=,16,6,0.625,0.166666667,3.5,3.5,The Center for Reproductive Health,Yes,Yes,Yes,Yes,Yes,Yes,Yes,TN
362,NASHVILLE FERTILITY CENTER,,NASHVILLE,TENNESSEE,100%,0%,0%,0%,66%,0%,0%,7%,4%,8%,6%,<1%,14%,2%,4%,31%,25%,"George A. Hill, MD",198,72,58,17,46,34.7,24.1,0,38.9,31.9,17.2,0,(32.1Ð46.1),(21.4Ð44.0),(8.6Ð29.4),,43.5,41.8,24.4,0,46.1,45.1,25.6,0,26.3,29.4,20.5,0,10.6,23.6,29.3,0.294117647,2.2,2.4,3,3.5,36.3,32,0.357142857,=,5.5,4,0.071428571,=,42.9,34.8,0.2,=,71,33,9,2,32.4,39.4,0.111111111,0,2.6,2.3,2.7,2,28,41,67.9,41.5,2.3,2.6,Nashville Fertility Center,Yes,Yes,Yes,Yes,Yes,Yes,Yes,TN
363,TEXAS FERTILITY CENTER,"DRS. VAUGHN, SILVERBERG AND HANSARD",AUSTIN,TEXAS,100%,0%,0%,0%,36%,0%,<1%,11%,5%,12%,15%,<1%,12%,10%,6%,17%,12%,"Kaylen Silverberg, MD",177,126,87,34,56.5,38.1,29.9,29.4,52.5,31.7,19.5,8.8,(44.9Ð60.1),(23.7Ð40.6),(11.8Ð29.4),(1.9Ð23.7),58.5,38.8,25,10.7,59.6,40.8,26.2,11.5,34,24.5,20,11.5,10.2,18.3,21.8,17.6,2.2,2.5,2.9,3.1,42,41.7,19.2,0.1,4,6.3,0,0,43,40,0.235294118,0,55,43,16,5,36.4,16.3,0.4375,0.4,1.8,1.8,2,1.8,49,15,67.3,0.133333333,2.1,1.9,"Texas Fertility Center, Drs. Vaughn, Silverberg and Hansard",Yes,No,Yes,Yes,Yes,Yes,Yes,TX
364,"JEFFREY T. YOUNGKIN, MD",AUSTIN FERTILITY CENTER,AUSTIN,TEXAS,100%,0%,0%,0%,43%,0%,0%,18%,18%,0%,6%,0%,6%,18%,6%,24%,6%,"Jeffrey T. Youngkin, MD",7,2,4,1,0.714285714,0.5,0.5,0,0.428571429,0.5,0.5,0,,,,,0.428571429,0.5,0.5,0,0.428571429,0.5,0.5,0,0.428571429,0.5,0.5,0,0,0,0,0,2.1,1.5,3.8,4,0.2,0,0.5,=,0,0,0,=,0,0,0,=,1,2,0,0,0,0.5,=,=,2,2,=,=,0,0,=,=,=,=,"Jeffrey T. Youngkin, MD, Austin Fertility Center",No,No,No,No,Yes,Yes,Yes,TX
365,CENTER FOR ASSISTED REPRODUCTION,,BEDFORD,TEXAS,100%,0%,0%,0%,64%,<1%,3%,10%,7%,3%,3%,3%,20%,14%,10%,8%,22%,"Kevin J. Doody, MD",202,81,44,23,41.1,37,36.4,13,33.7,29.6,31.8,8.7,(27.2Ð40.6),(20.0Ð40.8),(18.6Ð47.6),(1.1Ð28.0),34.7,30.8,34.1,8.7,36.2,33.8,40,0.142857143,22.3,29.6,37.1,0.142857143,3,3.7,6.8,0,1.9,1.9,2,2.1,32.5,10,0.125,0,2.4,0,0,0,38.2,12.5,0.071428571,0,102,38,20,9,40.2,36.8,20,0.333333333,2,2,2,2.2,38,49,52.6,30.6,1.9,1.9,Center for Assisted Reproduction,Yes,Yes,Yes,Yes,Yes,Yes,Yes,TX
366,TRINITY INVITRO FERTILIZATION PROGRAM,,CARROLLTON,TEXAS,100%,0%,0%,0%,33%,0%,11%,0%,0%,6%,0%,0%,0%,19%,0%,13%,63%,"W. F. Howard, MD",6,3,0,0,0.333333333,0.333333333,=,=,0.333333333,0,=,=,,,,,0.333333333,0,=,=,0.333333333,0,=,=,0.166666667,0,=,=,0,0.666666667,=,=,1.8,2,=,=,0.5,1,=,=,0.5,0,=,=,0.5,=,=,=,2,1,1,0,0.5,0,0,=,1.5,2,2,=,2,0,1,=,2,=,Trinity InVitro Fertilization Program,Yes,No,Yes,Yes,Yes,Yes,Yes,TX
367,DALLAS-FORT WORTH FERTILITY ASSOCIATES,,DALLAS,TEXAS,100%,0%,0%,0%,40%,0%,<1%,3%,7%,21%,1%,<1%,10%,4%,2%,18%,35%,"Samuel J. Chantilis, MD",140,92,69,35,60,51.1,44.9,37.1,52.1,47.8,33.3,22.9,(43.5Ð60.7),(37.3Ð58.5),(22.4Ð45.7),(10.4Ð40.1),58.4,52.4,41.1,28.6,59.3,55,41.8,33.3,40.7,41.3,34.5,33.3,10.7,8.7,18.8,20,2,2.4,2.5,3,36.9,23.4,12.9,0.230769231,1.2,4.3,6.5,0,31.5,25,17.4,0,17,12,5,0,0.647058824,0.416666667,0.2,=,1.7,1.8,2,=,66,13,68.2,0.538461538,1.9,1.7,Dallas-Fort Worth Fertility Associates,Yes,Yes,No,Yes,Yes,Yes,Yes,TX
368,"FERTILITY SPECIALISTS OF DALLAS, PA",,DALLAS,TEXAS,100%,0%,0%,0%,32%,0%,0%,14%,12%,16%,4%,0%,14%,0%,4%,12%,25%,"Jerald S. Goldstein, MD",37,5,5,3,45.9,0.6,0,0,45.9,0.4,0,0,(29.5Ð63.1),,,,50,0.4,0,0,51.5,0.4,0,0,27.3,0.2,0,0,8.1,0,0.4,0.666666667,2.1,2.6,3.7,2,0.470588235,0,=,=,0.058823529,0.333333333,=,=,0.470588235,0.5,=,=,2,2,0,0,0.5,0.5,=,=,2,2,=,=,3,0,0.666666667,=,2,=,"Fertility Specialists of Dallas, PA",Yes,Yes,No,Yes,Yes,Yes,Yes,TX
369,SHER INSTITUTE FOR REPRODUCTIVE MEDICINEÐDALLAS,,DALLAS,TEXAS,100%,0%,0%,0%,86%,0%,4%,9%,8%,14%,4%,3%,3%,26%,6%,8%,18%,"Walid Saleh, MD",46,28,22,4,41.3,42.9,22.7,0,37,35.7,13.6,0,(23.2Ð52.5),(18.6Ð55.9),(2.9Ð34.9),,40.5,37,0.176470588,0,53.1,0.526315789,0.2,0,25,0.315789474,0.066666667,0,8.7,3.6,22.7,0.25,2.3,2.1,2.5,2.3,0.526315789,0.333333333,0.6,=,0.052631579,0,0,=,0.529411765,0.4,0.666666667,=,6,0,2,1,0.666666667,=,0,0,2.3,=,2.5,3,8,8,0.375,0.125,2.4,2.8,Sher Institute for Reproductive MedicineÐDallas,Yes,No,Yes,Yes,Yes,Yes,Yes,TX
370,TEXAS CENTER FOR REPRODUCTIVE HEALTH,,DALLAS,TEXAS,100%,0%,0%,0%,83%,0%,<1%,9%,4%,8%,10%,<1%,23%,3%,2%,18%,23%,"Michael Putman, MD",64,27,14,7,56.3,48.1,0.071428571,0,48.4,37,0.071428571,0,(35.8Ð61.3),(19.4Ð57.6),,,50,37,0.076923077,0,52.5,40,0.1,0,33.9,20,0.1,0,3.1,0,0.071428571,0.142857143,2.2,2.8,3.2,2.2,36.1,0.230769231,0,=,2.8,0.153846154,0,=,35.5,0.5,0,=,29,11,2,2,51.7,0.545454545,0,0.5,2.2,2.1,3,4.5,10,4,0.6,0.5,2,2.5,Texas Center for Reproductive Health,Yes,Yes,Yes,Yes,Yes,Yes,Yes,TX
371,THE WOMEN'S PLACE,,DALLAS,TEXAS,100%,0%,0%,0%,46%,0%,0%,20%,16%,0%,0%,0%,4%,0%,12%,12%,36%,"Lisa A. King-Hatley, MD",11,5,5,1,0.090909091,0.2,0.2,0,0.090909091,0.2,0.2,0,,,,,0.090909091,0.2,0.333333333,=,0.090909091,0.2,0.333333333,=,0.090909091,0.2,0.333333333,=,0,0,0.4,1,2.5,2.4,1.3,=,0,0,0,=,0,0,0,=,0,0,0,=,3,0,0,0,0.333333333,=,=,=,2.3,=,=,=,0,0,=,=,=,=,The Women's Place,No,No,No,Yes,Yes,Yes,Yes,TX
372,"SOUTHWEST CENTER FOR REPRODUCTIVE HEALTH, PA",,EL PASO,TEXAS,99%,0%,0%,1%,75%,0%,33%,18%,4%,4%,8%,3%,8%,7%,8%,16%,23%,"Luis S. Noble, MD",35,26,16,3,54.3,42.3,0.4375,0.333333333,45.7,26.9,0.25,0.333333333,(28.8Ð63.4),(11.6Ð47.8),,,45.7,33.3,0.266666667,0.333333333,48.5,0.368421053,0.285714286,0.333333333,39.4,0.210526316,0.142857143,0.333333333,0,19.2,0.0625,0,1.9,2.3,2.6,3,0.210526316,0.363636364,0.285714286,0,0,0,0.142857143,0,0.1875,0.428571429,0.5,0,9,8,4,0,0.555555556,0.25,0.5,=,1.9,2,2,=,14,2,0.285714286,0,2,2,"Southwest Center for Reproductive Health, PA",Yes,Yes,Yes,Yes,Yes,Yes,No,TX
373,CENTER FOR WOMEN'S MEDICINE,,HOUSTON,TEXAS,100%,0%,0%,0%,92%,0%,2%,14%,11%,3%,7%,1%,9%,3%,<1%,25%,26%,"Michael A. Allon, MD",58,37,17,4,44.8,43.2,0.294117647,0,39.7,32.4,0.294117647,0,(27.0Ð53.4),(18.0Ð49.8),,,41.1,34.3,0.3125,0,45.1,36.4,0.357142857,0,25.5,27.3,0.285714286,0,3.4,5.4,0.058823529,0.25,2.9,2.8,3.1,2.7,42.3,0.1875,0.2,=,3.8,0,0,=,43.5,0.25,0.2,=,15,3,2,0,0.333333333,0,0,=,2.9,3,3,=,16,5,0.25,0.6,3.1,3,Center for Women's Medicine,Yes,Yes,Yes,Yes,Yes,Yes,Yes,TX
374,COOPER INSTITUTE FOR ADVANCED REPRODUCTIVE MEDICINE,,HOUSTON,TEXAS,100%,0%,0%,0%,85%,0%,4%,22%,1%,8%,5%,0%,16%,4%,0%,7%,37%,"C. James Chuong, MD",21,6,7,4,28.6,0.166666667,0.285714286,0,19,0.166666667,0.285714286,0,(5.4Ð41.9),,,,20,0.166666667,0.285714286,0,0.222222222,0.166666667,0.333333333,0,0.166666667,0.166666667,0.333333333,0,4.8,0,0,0.25,3.7,4.2,3.3,3.3,0.333333333,0,0,=,0,0,0,=,0.25,0,0,=,5,2,2,0,0.2,0.5,0,=,3,3.5,4.5,=,15,2,0.4,0.5,4.3,5,Cooper Institute for Advanced Reproductive Medicine,Yes,Yes,Yes,Yes,Yes,Yes,No,TX
375,FERTILITY SPECIALISTS OF HOUSTON,,HOUSTON,TEXAS,100%,0%,0%,0%,76%,0%,1%,4%,3%,1%,7%,1%,13%,14%,<1%,13%,43%,"George M. Grunert, MD",246,153,119,43,41.9,34.6,17.6,11.6,32.9,23.5,12.6,7,(27.1Ð39.2),(17.1Ð31.1),(7.2Ð19.9),(1.5Ð19.1),37.9,29.3,16.9,9.7,40.9,32.7,19.2,12.5,24.7,20.9,12.8,8.3,13,19.6,25.2,27.9,2.1,2.3,2.3,2,35.9,28.3,33.3,0.2,2.9,1.9,4.8,0,39.5,36.1,0.333333333,0.333333333,46,28,13,7,19.6,10.7,0.153846154,0.285714286,2,2,1.8,1.7,61,26,49.2,38.5,2,2.5,Fertility Specialists of Houston,Yes,Yes,Yes,Yes,Yes,Yes,Yes,TX
376,HOUSTON INFERTILITY CLINIC,"SONJA KRISTIANSEN, MD",HOUSTON,TEXAS,100%,0%,0%,0%,91%,0%,5%,9%,3%,8%,1%,2%,39%,14%,12%,2%,8%,"Sonja B. Kristiansen, MD",31,13,18,4,58.1,0.384615385,0.333333333,0.25,51.6,0.230769231,0.277777778,0.25,(33.1Ð69.8),,,,53.3,0.230769231,0.294117647,0.25,53.3,0.3,0.294117647,0.5,43.3,0.2,0.235294118,0.5,3.2,0,0.055555556,0,2.2,2.1,2.2,3,0.055555556,0.2,0.166666667,0,0.111111111,0,0,0,0.1875,0.333333333,0.2,0,7,8,2,1,0.428571429,0.375,0,0,1.9,1.9,1,1,3,6,0.666666667,0.166666667,2.3,3.8,"Houston Infertility Clinic, Sonja Kristiansen, MD",Yes,Yes,Yes,Yes,Yes,Yes,Yes,TX
377,HOUSTON IVF,,HOUSTON,TEXAS,100%,0%,0%,0%,97%,0%,2%,6%,9%,16%,9%,2%,8%,8%,25%,12%,6%,"Timothy N. Hickman, MD",132,76,42,27,54.5,52.6,33.3,25.9,50.8,47.4,28.6,14.8,(41.9Ð59.6),(35.8Ð59.2),(15.7Ð44.6),(4.2Ð33.7),51.5,48,29.3,14.8,51.5,48.6,29.3,14.8,26.9,35.1,19.5,7.4,1.5,1.3,2.4,0,2.2,2.5,3.4,3.9,44.4,22.5,0.142857143,0.428571429,1.4,5,0.142857143,0,47.8,27.8,0.333333333,0.5,14,4,1,2,0.428571429,0.5,0,0,2.6,2.5,3,2.5,50,5,64,0.8,2,2.6,Houston IVF,Yes,Yes,Yes,Yes,Yes,Yes,Yes,TX
378,"NORTH HOUSTON CENTER FOR REPRODUCTIVE MEDICINE, PA",(NHCRM),HOUSTON,TEXAS,100%,0%,0%,0%,89%,0%,0%,1%,3%,0%,1%,0%,10%,4%,9%,12%,60%,"Dorothy J. Roach, MD",32,13,14,4,78.1,0.615384615,0.357142857,0.5,65.6,0.538461538,0.285714286,0.25,(46.8Ð81.4),,,,65.6,0.538461538,0.307692308,0.25,67.7,0.538461538,0.333333333,0.25,25.8,0.307692308,0.166666667,0.25,0,0,0.071428571,0,2.5,2.7,2.3,2.8,44,0.375,0.4,0,12,0,0,0,61.9,0.428571429,0.5,0,4,1,2,0,0.25,0,1,=,3.5,2,3.5,=,4,1,0.5,0,2,1,"North Houston Center for Reproductive Medicine, PA, (NHCRM)",Yes,No,Yes,No,Yes,Yes,Yes,TX
379,THE WOMEN'S SPECIALISTS OF HOUSTON,,HOUSTON,TEXAS,100%,0%,0%,0%,82%,0%,12%,4%,0%,0%,0%,13%,0%,0%,0%,9%,74%,"Michael J. Heard, MD",6,1,5,4,1,1,0.2,0.25,0.833333333,1,0.2,0.25,,,,,0.833333333,1,0.2,0.25,0.833333333,1,0.2,0.333333333,0.5,1,0,0,0,0,0,0,2.3,3,2.6,3.7,0.333333333,0,1,1,0,0,0,0,0.4,0,1,1,0,0,0,0,=,=,=,=,=,=,=,=,6,0,0.5,=,2.5,=,The Women's Specialists of Houston,Yes,Yes,Yes,Yes,Yes,Yes,Yes,TX
380,ADVANCED REPRODUCTIVE CARE CENTER OF IRVING,,IRVING,TEXAS,100%,0%,0%,0%,55%,0%,1%,15%,3%,10%,3%,2%,12%,9%,11%,14%,21%,"Sy Q. Le, MD",140,55,34,12,49.3,40,41.2,0.25,43.6,36.4,32.4,0.25,(35.2Ð52.2),(23.8Ð50.4),(17.4Ð50.5),,46.9,41.7,33.3,0.3,48.8,43.5,35.5,0.3,33.6,19.6,35.5,0.3,7.1,12.7,2.9,0.166666667,2,2.2,2.3,2.1,27.5,50,0,0.333333333,1.4,4.5,0,0,31.1,55,0,0,39,17,9,2,28.2,0.117647059,0.111111111,1,2,2.1,2,2.5,23,11,73.9,0.272727273,2,1.9,Advanced Reproductive Care Center of Irving,Yes,Yes,Yes,Yes,Yes,Yes,Yes,TX
381,WILFORD HALL MEDICAL CENTER,,LACKLAND AFB,TEXAS,100%,0%,0%,0%,42%,0%,0%,25%,3%,3%,4%,<1%,20%,2%,0%,20%,23%,"Anthony M. Propst, MD",93,42,15,0,54.8,47.6,0.533333333,=,46.2,45.2,0.333333333,=,(35.8Ð56.9),(29.8Ð61.3),,,49.4,45.2,0.384615385,=,50,45.2,0.384615385,=,34.9,33.3,0.384615385,=,6.5,0,0.133333333,=,2.2,2.4,2.7,=,33.3,50,0.125,=,0,0,0,=,30.2,0.263157895,0,=,0,0,0,0,=,=,=,=,=,=,=,=,0,0,=,=,=,=,Wilford Hall Medical Center,No,No,No,No,Yes,Yes,Yes,TX
382,TEXAS FERTILITY,,LEWISVILLE,TEXAS,100%,0%,0%,0%,65%,0%,0%,12%,0%,0%,0%,0%,0%,4%,0%,12%,72%,"Barry R. Jacobs, MD",17,2,1,0,0.294117647,0.5,0,=,0.294117647,0.5,0,=,,,,,0.384615385,0.5,0,=,0.384615385,0.5,0,=,0.230769231,0.5,0,=,0.235294118,0,0,=,2.1,2,2,=,0.4,0,=,=,0,0,=,=,0.4,0,=,=,2,0,0,0,0.5,=,=,=,2,=,=,=,2,1,0,1,2,2,Texas Fertility,Yes,Yes,Yes,Yes,Yes,Yes,Yes,TX
383,CENTER FOR FERTILITY & REPRODUCTIVE SURGERY,TEXAS TECH UNIVERSITY HEALTH SCIENCES CENTER,LUBBOCK,TEXAS,100%,0%,0%,0%,47%,0%,0%,28%,0%,0%,22%,0%,39%,0%,6%,0%,6%,"Sami I. Jabara, MD",10,2,2,1,0.6,0,0.5,0,0.6,0,0,0,,,,,0.6,0,0,0,0.6,0,0,0,0.3,0,0,0,0,0,0,0,2.2,3,3,4,0.5,=,0,=,0,=,0,=,0.5,=,=,=,2,0,1,0,0,=,0,=,1,=,1,=,0,0,=,=,=,=,"Center for Fertility & Reproductive Surgery, Texas Tech University Health Sciences Center",No,No,Yes,No,Yes,No,Yes,TX
384,THE CENTRE FOR REPRODUCTIVE MEDICINE,,LUBBOCK,TEXAS,100%,0%,0%,0%,14%,0%,0%,10%,4%,4%,9%,0%,12%,4%,2%,28%,27%,"Janelle O. Dorsett, MD",56,19,10,4,58.9,0.421052632,0.7,0.25,58.9,0.368421053,0.7,0,(45.0Ð71.9),,,,63.5,0.411764706,0.7,0,70.2,0.466666667,0.875,0,51.1,0.4,0.875,0,7.1,0.105263158,0,0,1.7,1.9,1.9,2,30.3,0.125,0,0,0,0,0,1,27.3,0.142857143,0,=,7,4,3,0,0.142857143,0.25,0,=,1.7,1.3,2,=,6,4,0.5,0.75,1.7,3,The Centre for Reproductive Medicine,Yes,Yes,Yes,Yes,Yes,Yes,Yes,TX
