OrderID,PrevClinName1,PrevClinName2,ClinCityCode,ClinStateCode,IVF_Rate,GIFT_Rate,ZIFT_Rate,Combo_Rate,ICSI_Rate,Unstimulated_Rate,Gest_Rate,PGD_Rate,Diag_TubalRate,Diag_OvulatoryRate,Diag_DORRate,Diag_EndometriosisRate,Diag_UterineRate,Diag_MaleRate,Diag_OtherRate,Diag_UnknownRate,Diag_ComboNoMaleRate,Diag_ComboMaleRate,MedicalDirector,FshNDCycle1,FshNDCycle2,FshNDCycle3,FshNDCycle4,FshNDCycle5,FshNDPregRate1,FshNDPregRate2,FshNDPregRate3,FshNDPregRate4,FshNDPregRate5,FshNDLvBirthsRate1,FshNDLvBirthsRate2,FshNDLvBirthsRate3,FshNDLvBirthsRate4,FshNDLvBirthsRate5,FshCI1,FshCI2,FshCI3,FshCI4,FshCI5,FshNDRetsRate1,FshNDRetsRate2,FshNDRetsRate3,FshNDRetsRate4,FshNDRetsRate5,FshNDTransRate1,FshNDTransRate2,FshNDTransRate3,FshNDTransRate4,FshNDTransRate5,FshNDSnglLB_TransRate1,FshNDSnglLB_TransRate2,FshNDSnglLB_TransRate3,FshNDSnglLB_TransRate4,FshNDSnglLB_TransRate5,FshNDCansRate1,FshNDCansRate2,FshNDCansRate3,FshNDCansRate4,FshNDCansRate5,FshNDEmbryosRate1,FshNDEmbryosRate2,FshNDEmbryosRate3,FshNDEmbryosRate4,FshNDEmbryosRate5,FshNDTwinPregsRate1,FshNDTwinPregsRate2,FshNDTwinPregsRate3,FshNDTwinPregsRate4,FshNDTwinPregsRate5,FshNDTripPregsRate1,FshNDTripPregsRate2,FshNDTripPregsRate3,FshNDTripPregsRate4,FshNDTripPregsRate5,FshNDMultInfsRate1,FshNDMultInfsRate2,FshNDMultInfsRate3,FshNDMultInfsRate4,FshNDMultInfsRate5,ThwNDTransfers1,ThwNDTransfers2,ThwNDTransfers3,ThwNDTransfers4,ThwNDTransfers5,ThwNDLvBirthsRate1,ThwNDLvBirthsRate2,ThwNDLvBirthsRate3,ThwNDLvBirthsRate4,ThwNDLvBirthsRate5,ThwNDEmbryosRate1,ThwNDEmbryosRate2,ThwNDEmbryosRate3,ThwNDEmbryosRate4,ThwNDEmbryosRate5,FshDnrTransfers,ThwDnrTransfers,FshDnrLvBirthsRate,ThwDnrLvBirthsRate,FshDnrEmbryosRate,ThwDnrEmbryosRate,CurrClinNameAll,DonorEgg,DonorEmbryo,SingleWomen,Surrogates,Cryopreservation,SART_Member,Accreditation,state_code
355,ADVANCED FERTILITY & REPRODUCTIVE ENDOCRINOLOGY,,WEST COLUMBIA,SOUTH CAROLINA,100%,0%,0%,0%,97%,0%,<1%,1%,6%,10%,16%,4%,<1%,18%,4%,2%,7%,32%,"Gail F. Whitman-Elia, MD",80,30,28,5,0,55,50,46.4,0.4,=,47.5,46.7,28.6,0,=,(36.2Ð59.0),(28.3Ð65.7),(13.2Ð48.7),,,47.5,46.7,29.6,0,=,52.1,48.3,32,0,=,37,37.9,12,0,=,0,0,3.6,0.4,=,2.5,3.1,3.6,3.7,=,25,0.333333333,0.153846154,0.5,=,4.5,0,0.230769231,0,=,28.9,0.214285714,0.625,=,=,16,4,1,0,2,0.0625,0.25,1,=,0,2.8,2.8,2,=,1.5,12,3,0.583333333,0.333333333,2,2.3,Advanced Fertility & Reproductive Endocrinology,Yes,Yes,Yes,Yes,Yes,Yes,Yes,SC
356,"SIOUX VALLEY CLINIC OB-GYN, LTD.",,SIOUX FALLS,SOUTH DAKOTA,100%,0%,0%,0%,60%,0%,0%,0%,11%,10%,14%,4%,<1%,14%,9%,5%,9%,24%,"Keith A. Hansen, MD",91,18,11,2,3,54.9,0.5,0.363636364,0,0,51.6,0.444444444,0.272727273,0,0,(40.9Ð62.3),,,,,54,0.5,0.333333333,0,0,57.3,0.5,0.428571429,0,0,35.4,0.4375,0.428571429,0,0,4.4,0.111111111,0.181818182,0.5,0,2.1,2.1,2.7,2,1.3,40,0.222222222,0,=,=,0,0,0,=,=,38.3,0.125,0,=,=,32,5,1,1,0,21.9,0,0,0,=,2.1,2.2,1,3,=,3,4,0.333333333,0.25,2.7,3,"Sioux Valley Clinic OB-GYN, Ltd.",Yes,Yes,Yes,Yes,Yes,Yes,Yes,SD
357,"FERTILITY CENTER, LLC",,CHATTANOOGA,TENNESSEE,100%,0%,0%,0%,88%,0%,2%,11%,11%,4%,9%,3%,0%,28%,10%,5%,8%,22%,"Barry W. Donesky, MD",60,20,29,3,2,38.3,15,20.7,0.333333333,0,31.7,15,13.8,0.333333333,0,(20.3Ð45.0),(3.2Ð37.9),(3.9Ð31.7),,,32.8,0.166666667,18.2,0.5,0,51.4,0.272727273,0.235294118,0.5,0,27,0.181818182,0.117647059,0.5,0,3.3,10,24.1,0.333333333,0,1.9,1.9,2.1,2.5,3,47.8,0.333333333,0.333333333,0,=,4.3,0,0,0,=,0.473684211,0.333333333,0.5,0,=,40,11,4,0,0,40,0.363636364,0.5,=,=,1.9,2.2,2,=,=,17,20,0.529411765,65,2,2,"Fertility Center, LLC",Yes,Yes,No,Yes,Yes,Yes,Yes,TN
358,CENTER FOR APPLIED REPRODUCTIVE SCIENCE,,JOHNSON CITY,TENNESSEE,100%,0%,0%,0%,29%,0%,0%,0%,12%,16%,4%,5%,0%,5%,0%,3%,15%,40%,"Samuel S. Thatcher, MD, PhD",114,48,34,8,3,40.4,39.6,5.9,0.25,0,33.3,37.5,5.9,0.125,0,(24.8Ð42.8),(24.0Ð52.6),(0.7Ð19.7),,,37.6,40.9,7.4,0.166666667,0,43.7,50,9.5,0.166666667,0,33.3,44.4,9.5,0.166666667,0,11.4,8.3,20.6,0.25,0,1.8,1.8,1.7,1.8,1,32.6,0.157894737,0,0,=,0,0,0,0,=,23.7,0.111111111,0,0,=,7,7,3,0,0,0.142857143,0.714285714,0,=,=,1.7,2,2,=,=,3,4,0.333333333,0.25,2,1.8,Center for Applied Reproductive Science,Yes,Yes,Yes,No,Yes,No,No,TN
359,ETSU PHYSICIANS ASSOCIATES,,JOHNSON CITY,TENNESSEE,100%,0%,0%,0%,100%,0%,0%,0%,0%,17%,17%,0%,0%,0%,0%,0%,0%,67%,"Norman A. Assad, MD",3,0,2,0,0,0.333333333,=,0,=,=,0.333333333,=,0,=,=,,,,,,0.333333333,=,0,=,=,0.5,=,0,=,=,0.5,=,0,=,=,0,=,0,=,=,2,=,1,=,=,0,=,=,=,=,0,=,=,=,=,0,=,=,=,=,1,0,0,0,0,0,=,=,=,=,1,=,=,=,=,0,0,=,=,=,=,ETSU Physicians Associates,Yes,No,Yes,Yes,Yes,Yes,Yes,TN
360,"EAST TENNESSEE IVF, FERTILITY, AND ANDROLOGY CENTER",,KNOXVILLE,TENNESSEE,100%,0%,0%,0%,45%,0%,0%,0%,4%,13%,4%,4%,0%,9%,0%,0%,22%,44%,"Gayla S. Harris, MD",11,7,2,0,0,0.545454545,0.714285714,1,=,=,0.454545455,0.428571429,0,=,=,,,,,,0.454545455,0.428571429,0,=,=,0.454545455,0.428571429,0,=,=,0.363636364,0.285714286,0,=,=,0,0,0,=,=,2.4,2.4,3,=,=,0,0.2,0,=,=,0.166666667,0,0,=,=,0.2,0.333333333,=,=,=,1,0,0,0,0,0,=,=,=,=,3,=,=,=,=,2,0,0.5,=,2,=,"East Tennessee IVF, Fertility, and Andrology Center",Yes,Yes,No,Yes,Yes,Yes,No,TN
361,SOUTHEASTERN FERTILITY CENTER,,KNOXVILLE,TENNESSEE,100%,0%,0%,0%,55%,0%,0%,0%,9%,6%,6%,5%,<1%,33%,4%,8%,11%,18%,"Jeffrey A. Keenan, MD",13,5,3,0,1,0.538461538,0,0.333333333,=,0,0.461538462,0,0,=,0,,,,,,0.5,0,0,=,0,0.5,0,0,=,0,0.333333333,0,0,=,0,0.076923077,0.4,0,=,0,2.3,2,3,=,6,0.285714286,=,0,=,=,0,=,0,=,=,0.333333333,=,=,=,=,6,0,3,0,0,0.5,=,0,=,=,2.2,=,2,=,=,3,70,0.333333333,40,1.7,2.9,Southeastern Fertility Center,Yes,Yes,No,No,Yes,Yes,No,TN
362,"KUTTEH KE FERTILITY ASSOCIATES OF MEMPHIS, PLLC",,MEMPHIS,TENNESSEE,100%,0%,0%,0%,54%,0%,<1%,0%,6%,6%,10%,4%,<1%,10%,2%,1%,31%,31%,"Raymond W. Ke, MD",123,41,21,17,1,53.7,41.5,28.6,0.176470588,1,47.2,34.1,23.8,0.058823529,1,(38.1Ð56.4),(20.1Ð50.6),(8.2Ð47.2),,,50.4,35.9,0.263157895,0.0625,1,54.2,37.8,0.263157895,0.0625,1,31.8,27,0.210526316,0.0625,1,6.5,4.9,9.5,0.058823529,0,2.2,2.5,2.6,3.3,3,43.9,0.294117647,0.333333333,0,1,6.1,0,0,0,0,41.4,0.285714286,0.2,0,0,16,3,3,0,0,0.5,0.666666667,0.333333333,=,=,2,2,2,=,=,17,2,0.823529412,0.5,1.9,2.5,"Kutteh Ke Fertility Associates of Memphis, PLLC",Yes,Yes,No,Yes,Yes,Yes,Yes,TN
363,THE CENTER FOR REPRODUCTIVE HEALTH,,NASHVILLE,TENNESSEE,100%,0%,0%,0%,85%,0%,0%,0%,1%,1%,10%,1%,0%,3%,0%,0%,21%,63%,"Jaime M. Vasquez, MD",31,10,3,0,2,41.9,0.2,0.333333333,=,0,19.4,0.2,0,=,0,(7.5Ð37.5),,,,,19.4,0.2,0,=,0,20,0.2,0,=,0,13.3,0.1,0,=,0,0,0,0,=,0.5,3,2.5,3,=,1,0.230769231,0.5,0,=,=,0,0,0,=,=,0.333333333,0.5,=,=,=,3,2,1,0,0,0,0,0,=,=,3.3,1.5,3,=,=,15,3,0.2,0.666666667,3.2,4.3,The Center for Reproductive Health,Yes,Yes,Yes,Yes,Yes,Yes,Yes,TN
364,NASHVILLE FERTILITY CENTER,,NASHVILLE,TENNESSEE,100%,0%,0%,0%,61%,0%,<1%,19%,4%,3%,11%,6%,<1%,10%,2%,5%,31%,28%,"George A. Hill, MD",156,84,52,16,3,52.6,36.9,25,0.125,0,50.6,33.3,21.2,0.125,0,(42.5Ð58.7),(23.4Ð44.5),(11.1Ð34.7),,,59.4,44.4,30.6,0.25,0,63.7,47.5,34.4,0.333333333,0,37.1,27.1,18.8,0,0,14.7,25,30.8,0.5,0.666666667,2.3,2.5,2.8,2.8,3,45.1,41.9,0.230769231,1,=,4.9,3.2,0.230769231,0,=,41.8,42.9,0.454545455,1,=,58,21,19,5,1,39.7,23.8,0.157894737,0.4,0,2.3,2,2.5,2.4,1,17,41,0.588235294,39,2.1,2.3,Nashville Fertility Center,Yes,Yes,Yes,Yes,Yes,Yes,Yes,TN
365,TEXAS FERTILITY CENTER,"DRS. VAUGHN, SILVERBERG AND HANSARD",AUSTIN,TEXAS,100%,0%,0%,0%,44%,<1%,<1%,4%,7%,4%,8%,9%,2%,10%,9%,7%,28%,17%,"Kaylen Silverberg, MD",197,103,107,47,19,54.8,46.6,35.5,21.3,0.210526316,48.7,37.9,27.1,8.5,0.105263158,(41.6Ð55.9),(28.5Ð48.0),(19.0Ð36.6),(2.4Ð20.4),,53,43.8,33.3,10,0.117647059,55.5,44.3,35.8,10.8,0.133333333,37,29.5,28.4,8.1,0.133333333,8.1,13.6,18.7,14.9,0.105263158,2.1,2.3,2.8,3.2,3.1,38,35.4,26.3,0.1,0,3.7,4.2,0,0,0,33.3,33.3,20.7,0.25,0,67,39,24,5,0,28.4,33.3,12.5,0.2,=,2.1,1.8,1.9,1.4,=,62,11,75.8,0.181818182,2,1.6,"Texas Fertility Center, Drs. Vaughn, Silverberg and Hansard",Yes,No,Yes,Yes,Yes,Yes,Yes,TX
366,"JEFFREY YOUNGKIN, MD",AUSTIN FERTILITY CENTER,AUSTIN,TEXAS,100%,0%,0%,0%,47%,0%,0%,0%,5%,5%,0%,21%,0%,32%,0%,21%,5%,11%,"Jeffrey T. Youngkin, MD",6,6,3,0,0,0.333333333,0.666666667,0.333333333,=,=,0.333333333,0.5,0,=,=,,,,,,0.4,0.5,0,=,=,0.4,0.5,0,=,=,0,0.333333333,0,=,=,0.166666667,0,0,=,=,2.2,2.8,3.5,=,=,1,0,0,=,=,0,0.5,0,=,=,1,0.333333333,=,=,=,0,2,2,0,0,=,0.5,0,=,=,=,2.5,1.5,=,=,0,0,=,=,=,=,"Jeffrey Youngkin, MD, Austin Fertility Center",No,No,No,No,Yes,Yes,Yes,TX
367,CENTER FOR ASSISTED REPRODUCTION,,BEDFORD,TEXAS,100%,0%,0%,0%,65%,0%,<1%,5%,12%,7%,3%,6%,<1%,24%,18%,9%,7%,15%,"Kevin J. Doody, MD",177,72,44,18,9,41.8,43.1,43.2,0.111111111,0.111111111,36.7,34.7,36.4,0.055555556,0,(29.6Ð44.3),(23.9Ð46.9),(22.4Ð52.2),,,38,37.3,37.2,0.058823529,0,40.9,41,41,0.083333333,0,27,27.9,28.2,0.083333333,0,3.4,6.9,2.3,0.055555556,0,1.9,2,2.3,2,2,37.8,45.2,0.210526316,0,0,0,0,0.052631579,0,0,33.8,32,0.3125,0,=,72,45,16,8,4,44.4,37.8,0.25,0.375,0,1.8,2,2.2,1.9,2.3,33,23,63.6,52.2,1.9,1.9,Center for Assisted Reproduction,Yes,Yes,Yes,Yes,Yes,Yes,Yes,TX
368,TRINITY INVITRO FERTILIZATION PROGRAM,,CARROLLTON,TEXAS,100%,0%,0%,0%,73%,9%,0%,0%,0%,0%,0%,0%,0%,4%,8%,0%,0%,88%,"W. F. Howard, MD",9,1,0,0,0,0.222222222,0,=,=,=,0.222222222,0,=,=,=,,,,,,0.25,0,=,=,=,0.4,=,=,=,=,0.4,=,=,=,=,0.111111111,0,=,=,=,1.8,=,=,=,=,0.5,=,=,=,=,0,=,=,=,=,0,=,=,=,=,6,1,0,0,0,0.5,0,=,=,=,1.8,2,=,=,=,2,2,0.5,0,1.5,2,Trinity InVitro Fertilization Program,Yes,Yes,Yes,Yes,Yes,Yes,Yes,TX
369,DALLAS-FORT WORTH FERTILITY ASSOCIATES,,DALLAS,TEXAS,100%,0%,0%,0%,41%,0%,1%,1%,5%,8%,20%,3%,<1%,9%,3%,4%,17%,33%,"Samuel J. Chantilis, MD",229,130,87,49,8,62.9,51.5,40.2,20.4,0.125,56.8,42.3,31,10.2,0,(50.1Ð63.3),(33.7Ð51.3),(21.5Ð41.9),(3.4Ð22.2),,60.7,47.4,35.1,11.9,0,61.9,48.2,36.5,12.5,0,38.1,34.2,27,10,0,6.6,10.8,11.5,14.3,0,2,2.2,2.5,2.9,3.5,36.8,23.9,20,0.1,0,4.2,1.5,0,0,0,38.5,29.1,25.9,0.2,=,30,16,8,1,1,60,0.5,0.5,0,0,1.7,1.4,1.6,2,1,65,19,76.9,0.368421053,1.8,1.7,Dallas-Fort Worth Fertility Associates,Yes,Yes,No,Yes,Yes,Yes,Yes,TX
370,"FERTILITY SPECIALISTS OF DALLAS, PA",,DALLAS,TEXAS,100%,0%,0%,0%,32%,0%,0%,0%,15%,10%,17%,0%,<1%,20%,2%,12%,4%,20%,"Jerald S. Goldstein, MD",54,35,13,3,2,48.1,48.6,0.230769231,0.333333333,0.5,46.3,40,0.230769231,0.333333333,0,(32.6Ð60.4),(23.9Ð57.9),,,,49,53.8,0.428571429,1,0,50,56,0.5,1,0,26,40,0.5,1,0,5.6,25.7,0.461538462,0.666666667,0,2,2.6,2,4,3,53.8,0.294117647,0.333333333,0,0,7.7,0.058823529,0,0,0,48,0.285714286,0,0,=,7,0,3,0,0,0.285714286,=,0.333333333,=,=,1.4,=,1.7,=,=,3,0,0.666666667,=,1.7,=,"Fertility Specialists of Dallas, PA",Yes,Yes,No,Yes,Yes,Yes,Yes,TX
371,REPROMED FERTILITY CENTER,,DALLAS,TEXAS,100%,0%,0%,0%,100%,0%,0%,0%,2%,7%,3%,0%,0%,10%,5%,0%,7%,67%,"Anil B. Pinto, MD",31,8,1,0,1,51.6,0.375,0,=,0,45.2,0.375,0,=,0,(27.3Ð64.0),,,,,45.2,0.375,0,=,0,45.2,0.375,0,=,0,35.5,0.25,0,=,0,0,0,0,=,0,2.1,2.4,2,=,3,0.4375,0.333333333,=,=,=,0,0,=,=,=,0.214285714,0.333333333,=,=,=,11,1,4,0,0,0.363636364,0,0,=,=,2.2,2,2,=,=,0,2,=,1,=,2.5,ReproMed Fertility Center,Yes,Yes,Yes,Yes,Yes,Yes,Yes,TX
372,SHER INSTITUTE FOR REPRODUCTIVE MEDICINEÐDALLAS,,DALLAS,TEXAS,100%,0%,0%,0%,83%,0%,3%,15%,7%,6%,16%,3%,5%,7%,26%,6%,11%,11%,"Walid Saleh, MD",85,33,36,20,10,44.7,30.3,19.4,10,0.1,38.8,27.3,8.3,5,0.1,(28.4Ð50.0),(13.3Ð45.5),(1.8Ð22.5),(0.1Ð24.9),,42.9,31,12,0.0625,0.142857143,55,0.473684211,0.2,0.125,0.5,31.7,0.473684211,0.133333333,0.125,0.5,9.4,12.1,30.6,20,0.3,2.2,2.3,1.9,2.6,2.5,42.1,0.1,0.285714286,0,0,2.6,0,0,0,0,42.4,0,0.333333333,0,0,14,6,6,0,0,0.071428571,0.5,0,=,=,2.6,2.7,2.2,=,=,14,2,0.642857143,0,2.1,3,Sher Institute for Reproductive MedicineÐDallas,Yes,No,Yes,Yes,Yes,Yes,Yes,TX
373,TEXAS CENTER FOR REPRODUCTIVE HEALTH,,DALLAS,TEXAS,100%,0%,0%,0%,80%,0%,0%,1%,11%,3%,7%,4%,<1%,22%,4%,4%,16%,28%,"Michael Putman, MD",41,22,15,6,4,61,40.9,0.266666667,0,0,53.7,36.4,0.2,0,0,(37.4Ð69.3),(17.2Ð59.3),,,,56.4,40,0.230769231,0,0,59.5,40,0.272727273,0,0,37.8,30,0.272727273,0,0,4.9,9.1,0.133333333,0.166666667,0,2.2,2.7,3.5,2.8,3.7,32,0.444444444,0.25,=,=,0,0,0,=,=,36.4,0.25,0,=,=,21,9,3,2,0,52.4,0.333333333,0.333333333,0,=,2.2,2,3.3,4,=,9,5,0.666666667,0.4,2.1,2.4,Texas Center for Reproductive Health,Yes,Yes,Yes,Yes,Yes,Yes,Yes,TX
374,THE WOMEN'S PLACE,,DALLAS,TEXAS,100%,0%,0%,0%,19%,0%,0%,0%,44%,26%,0%,0%,0%,0%,4%,0%,22%,4%,"Lisa A. King, MD",9,5,1,1,0,0.444444444,0,1,1,=,0.222222222,0,0,1,=,,,,,,0.222222222,0,0,1,=,0.285714286,0,0,1,=,0.285714286,0,0,1,=,0,0,0,0,=,2,2.3,2,3,=,0.5,=,1,0,=,0,=,0,0,=,0,=,=,0,=,1,2,2,0,0,1,0,0.5,=,=,1,1.5,1,=,=,1,1,0,0,2,2,The Women's Place,Yes,Yes,No,Yes,Yes,Yes,Yes,TX
375,"SOUTHWEST CENTER FOR REPRODUCTIVE HEALTH, PA",,EL PASO,TEXAS,100%,0%,0%,0%,83%,0%,1%,0%,15%,20%,2%,9%,<1%,9%,2%,4%,23%,15%,"Luis S. Noble, MD",38,18,18,8,0,65.8,0.555555556,0.222222222,0.375,=,55.3,0.555555556,0.166666667,0.375,=,(38.3Ð71.4),,,,,56.8,0.555555556,0.176470588,0.375,=,63.6,0.555555556,0.176470588,0.428571429,=,33.3,0.444444444,0.176470588,0.428571429,=,2.6,0,0.055555556,0,=,1.9,2.1,2.8,2.9,=,48,0.3,0,0,=,0,0,0,0,=,47.6,0.2,0,0,=,19,8,1,2,1,0.421052632,0.625,0,0.5,0,1.8,1.8,2,1.5,2,7,2,1,1,1.4,2,"Southwest Center for Reproductive Health, PA",Yes,Yes,Yes,Yes,Yes,Yes,No,TX
376,CENTER FOR WOMEN'S MEDICINE,,HOUSTON,TEXAS,100%,0%,0%,0%,90%,0%,<1%,3%,8%,6%,<1%,3%,<1%,4%,4%,0%,29%,45%,"Michael A. Allon, MD",65,24,25,10,1,50.8,37.5,32,0.1,0,46.2,37.5,32,0.1,0,(33.7Ð59.0),(18.8Ð59.4),(14.9Ð53.5),,,50.8,42.9,36.4,0.111111111,0,55.6,45,40,0.111111111,0,37,35,30,0.111111111,0,9.2,12.5,12,0.1,0,2.4,2.9,2.7,2.9,3,33.3,0.222222222,0.125,0,=,6.1,0,0.125,0,=,33.3,0.222222222,0.25,0,=,12,7,3,0,0,0.25,0.428571429,0.666666667,=,=,2.5,2.9,3,=,=,10,3,0.5,0,2.3,3,Center for Women's Medicine,Yes,No,Yes,Yes,Yes,Yes,Yes,TX
377,FERTILITY SPECIALISTS OF HOUSTON,,HOUSTON,TEXAS,100%,0%,0%,0%,80%,0%,<1%,19%,6%,3%,2%,4%,<1%,14%,17%,<1%,18%,35%,"George M. Grunert, MD",311,158,158,51,27,38.3,27.2,18.4,11.8,11.1,33.1,23.4,15.2,7.8,3.7,(27.9Ð38.7),(17.1Ð30.8),(10.0Ð21.8),(2.2Ð18.9),(0.1Ð19.0),38.6,30.1,18.9,10,4.3,43.1,33.6,22.2,13.3,0.058823529,29.3,22.7,17.6,10,0.058823529,14.1,22.2,19.6,21.6,14.8,2.2,2.3,2.4,2.6,2.1,30.3,23.3,31,0.333333333,0,1.7,7,0,0,0,32,32.4,20.8,0.25,0,94,42,21,9,9,30.9,19,19,0.222222222,0.333333333,2.2,2.2,1.9,2,1.8,75,14,61.3,0.071428571,2,2.2,Fertility Specialists of Houston,Yes,Yes,Yes,Yes,Yes,Yes,Yes,TX
378,HOUSTON INFERTILITY CLINIC,"SONJA KRISTIANSEN, MD",HOUSTON,TEXAS,100%,0%,0%,0%,61%,0%,0%,2%,8%,<1%,8%,2%,3%,41%,11%,3%,4%,18%,"Sonja B. Kristiansen, MD",50,20,18,2,7,58,40,0.444444444,0.5,0.142857143,46,40,0.333333333,0,0.142857143,(31.8Ð60.7),(19.1Ð63.9),,,,50,0.421052632,0.352941176,0,0.166666667,54.8,0.470588235,0.375,0,0.166666667,31,0.294117647,0.3125,0,0.166666667,8,5,0.055555556,0,0.142857143,2.7,3,2.3,2,2.8,37.9,0.25,0.375,0,0,6.9,0.125,0,0,0,43.5,0.375,0.166666667,=,0,14,2,6,3,0,0.214285714,0.5,0,0.333333333,=,2.7,3,1.7,2,=,8,4,0.75,0.5,2.4,3,"Houston Infertility Clinic, Sonja Kristiansen, MD",Yes,Yes,Yes,Yes,Yes,Yes,Yes,TX
379,HOUSTON IVF,,HOUSTON,TEXAS,100%,0%,0%,0%,96%,0%,1%,2%,8%,4%,13%,3%,<1%,27%,4%,15%,7%,19%,"Timothy N. Hickman, MD",125,71,53,19,7,61.6,66.2,49.1,0.157894737,0.428571429,53.6,56.3,37.7,0.052631579,0.142857143,(44.5Ð62.6),(44.0Ð68.1),(24.8Ð52.1),,,53.6,56.3,40.8,0.055555556,0.166666667,53.6,56.3,41.7,0.055555556,0.166666667,25.6,26.8,31.3,0.055555556,0.166666667,0,0,7.5,0.052631579,0.142857143,2.2,2.4,3.2,3.7,4.7,50.6,38.3,19.2,0,0.333333333,2.6,6.4,0,0,0,52.2,52.5,25,0,0,14,9,7,1,0,0.571428571,0.555555556,0.857142857,0,=,2.5,2.6,1.9,1,=,49,9,61.2,0.222222222,2,2.3,Houston IVF,Yes,Yes,Yes,Yes,Yes,Yes,Yes,TX
380,"NORTH HOUSTON CENTER FOR REPRODUCTIVE MEDICINE, PA",(NHCRM),HOUSTON,TEXAS,100%,0%,0%,0%,84%,0%,0%,0%,1%,8%,1%,1%,0%,7%,5%,14%,16%,47%,"Dorothy J. Roach, MD",43,12,10,4,0,53.5,0.333333333,0.4,0,=,46.5,0.166666667,0.4,0,=,(31.2Ð62.3),,,,,48.8,0.181818182,0.444444444,0,=,50,0.181818182,0.571428571,0,=,20,0.181818182,0.428571429,0,=,4.7,0.083333333,0.1,0.5,=,2.3,2.6,2.3,1,=,60.9,0.25,0.25,=,=,0,0,0,=,=,60,0,0.25,=,=,5,3,2,1,0,1,0,0.5,0,=,2.2,1.7,3,1,=,4,0,1,=,2,=,"North Houston Center for Reproductive Medicine, PA, (NHCRM)",Yes,No,Yes,No,Yes,Yes,Yes,TX
381,THE WOMEN'S SPECIALISTS OF HOUSTON,,HOUSTON,TEXAS,100%,0%,0%,0%,61%,0%,0%,4%,0%,0%,0%,0%,0%,9%,0%,0%,0%,91%,"Michael J. Heard, MD",13,5,4,4,2,0.461538462,0.2,0.25,0.5,0,0.307692308,0.2,0.25,0.25,0,,,,,,0.307692308,0.2,0.25,0.333333333,0,0.363636364,0.2,0.25,0.333333333,0,0.181818182,0.2,0.25,0.333333333,0,0,0,0,0.25,0,2.3,3,2.8,3,1,0.333333333,0,0,0.5,=,0,0,0,0,=,0.5,0,0,0,=,0,0,0,0,0,=,=,=,=,=,=,=,=,=,=,4,1,0.25,0,2.3,2,The Women's Specialists of Houston,Yes,Yes,Yes,Yes,Yes,Yes,Yes,TX
382,ADVANCED REPRODUCTIVE CARE CENTER OF IRVING,,IRVING,TEXAS,100%,0%,0%,0%,60%,0%,<1%,<1%,6%,3%,6%,2%,0%,9%,6%,6%,35%,27%,"Sy Q. Le, MD",146,43,22,9,6,63,55.8,31.8,0.222222222,0.166666667,51.4,39.5,13.6,0.222222222,0.166666667,(43.0Ð59.7),(25.0Ð55.6),(2.9Ð34.9),,,54.3,43.6,0.157894737,0.25,0.25,55.6,47.2,0.157894737,0.25,0.333333333,38.5,30.6,0.105263158,0.125,0.333333333,5.5,9.3,13.6,0.111111111,0.333333333,2,2,2.3,2.4,2,26.1,29.2,0.285714286,0.5,0,1.1,0,0.142857143,0,0,30.7,0.352941176,0.333333333,0.5,0,38,20,9,0,0,23.7,30,0.111111111,=,=,1.9,2.2,1.9,=,=,23,20,39.1,35,1.9,1.8,Advanced Reproductive Care Center of Irving,Yes,Yes,Yes,Yes,Yes,Yes,Yes,TX
383,WILFORD HALL MEDICAL CENTER,,LACKLAND AFB,TEXAS,100%,0%,0%,0%,36%,0%,0%,0%,27%,1%,2%,2%,4%,18%,<1%,3%,22%,20%,"Matthew G. Retzloff, MD",77,43,29,0,0,61,37.2,34.5,=,=,55.8,34.9,31,=,=,(44.1Ð67.2),(21.0Ð50.9),(15.3Ð50.8),,,59.7,36.6,33.3,=,=,60.6,36.6,34.6,=,=,35.2,26.8,23.1,=,=,6.5,4.7,6.9,=,=,2.2,2.3,2.6,=,=,40.4,0.25,0.3,=,=,0,0,0,=,=,41.9,0.266666667,0.333333333,=,=,0,0,0,0,0,=,=,=,=,=,=,=,=,=,=,0,0,=,=,=,=,Wilford Hall Medical Center,No,No,No,No,Yes,Yes,Yes,TX
384,TEXAS FERTILITY,,LEWISVILLE,TEXAS,100%,0%,0%,0%,74%,0%,4%,4%,0%,0%,8%,0%,0%,0%,0%,0%,4%,89%,"Barry R. Jacobs, MD",13,2,8,0,0,0.307692308,0.5,0.125,=,=,0.307692308,0.5,0.125,=,=,,,,,,0.5,0.5,0.125,=,=,0.571428571,0.5,0.142857143,=,=,0.428571429,0.5,0.142857143,=,=,0.384615385,0,0,=,=,2,2,2,=,=,0.25,0,0,=,=,0,0,0,=,=,0.25,0,0,=,=,1,0,0,0,0,0,=,=,=,=,3,=,=,=,=,2,0,0.5,=,2,=,Texas Fertility,Yes,Yes,Yes,Yes,Yes,Yes,Yes,TX
