PrevClinName1,PrevClinName2,ClinCityCode,ClinStateCode,IVF_Rate,GIFT_Rate,ZIFT_Rate,Combo_Rate,ICSI_Rate,Unstimulated_Rate,Diag_TubalRate,Diag_OvulatoryRate,Diag_DORRate,Diag_EndometriosisRate,Diag_UterineRate,Diag_MaleRate,Diag_OtherRate,Diag_UnknownRate,Diag_ComboNoMaleRate,Diag_ComboMaleRate,Medicaldirector,FshNDCycle1,FshNDCycle2,FshNDCycle3,FshNDCycle4,FshNDPregRate1,FshNDPregRate2,FshNDPregRate3,FshNDPregRate4,FshNDLvBirthsRate1,FshNDLvBirthsRate2,FshNDLvBirthsRate3,FshNDLvBirthsRate4,FshCI1,FshCI2,FshCI3,FshCI4,FshNDRetsRate1,FshNDRetsRate2,FshNDRetsRate3,FshNDRetsRate4,FshNDTransRate1,FshNDTransRate2,FshNDTransRate3,FshNDTransRate4,FshNDCansRate1,FshNDCansRate2,FshNDCansRate3,FshNDCansRate4,FshNDEmbryosRate1,FshNDEmbryosRate2,FshNDEmbryosRate3,FshNDEmbryosRate4,FshNDTwinPregsRate1,FshNDTwinPregsRate2,FshNDTwinPregsRate3,FshNDTwinPregsRate4,FshNDTripPregsRate1,FshNDTripPregsRate2,FshNDTripPregsRate3,FshNDTripPregsRate4,FshNDMultInfsRate1,FshNDMultInfsRate2,FshNDMultInfsRate3,FshNDMultInfsRate4,ThwNDTransfers1,ThwNDTransfers2,ThwNDTransfers3,ThwNDTransfers4,ThwNDLvBirthsRate1,ThwNDLvBirthsRate2,ThwNDLvBirthsRate3,ThwNDLvBirthsRate4,ThwNDEmbryosRate1,ThwNDEmbryosRate2,ThwNDEmbryosRate3,ThwNDEmbryosRate4,FshDnrTransfers,ThwDnrTransfers,FshDnrLvBirthsRate,ThwDnrLvBirthsRate,FshDnrEmbryosRate,ThwDnrEmbryosRate,CurrClinicNameAll,DonorEgg,DonorEmbryo,SingleWomen,Surrogates,Cryopreservation,SART_Member,Accreditation
GREFI,"GYNECOLOGY, REPRODUCTIVE ENDOCRINOLOGY & FERTILITY INSTITUTE",SANTURCE,PUERTO RICO,100%,0%,0%,0%,53%,0%,13%,5%,11%,8%,0%,22%,0%,3%,14%,24%,"Rosa I. Cruz, M.D.",17,9,6,2,0.352941176,0.333333333,0.166666667,0,0.352941176,0.333333333,0.166666667,0,=,=,=,=,0.352941176,0.375,0.166666667,0,0.4,0.428571429,0.166666667,0,0,0.111111111,0,0,2.8,2.9,3.2,3.5,0.166666667,0.333333333,1,=,0,0,0,=,0.166666667,0.333333333,1,=,0,0,1,0,=,=,0,=,=,=,4,=,1,0,0,=,4,=,"GREFI Ð Gynecology, Reproductive Endocrinology & Fertility Institute",Yes,Yes,Yes,No,Yes,Yes,No
WOMEN & INFANTS' IVF PROGRAM,,PROVIDENCE,RHODE ISLAND,>99%,<1%,0%,0%,41%,0%,17%,3%,<1%,5%,<1%,28%,11%,21%,5%,10%,"David L. Keefe, M.D.",386,196,172,41,22.8,18.4,14.5,4.9,20.5,15.3,12.8,2.4,-8.1,-10,-10,-7.2,21,16.5,13.8,2.6,22.7,17.2,14.7,3,2.6,7.1,7,7.3,2.5,2.7,2.9,3.3,27.3,38.9,24,0.5,11.4,2.8,8,0,40.5,43.3,27.3,0,64,26,26,5,3.1,0,0,0,2.8,3.2,2.8,4,35,15,8.6,0,2.4,3.3,Women & Infants' IVF Program,Yes,Yes,Yes,Yes,Yes,Yes,Yes
REPRODUCTIVE ENDOCRINOLOGY AND INFERTILITY,,GREENVILLE,SOUTH CAROLINA,100%,0%,0%,0%,46%,0%,18%,13%,0%,14%,1%,10%,7%,<1%,18%,18%,"Thomas M. Price, M.D.",87,27,18,5,50.6,22.2,0.111111111,0,46,22.2,0.111111111,0,-20.9,-31.4,=,=,51.9,28.6,0.133333333,0,53.3,0.315789474,0.133333333,0,11.5,22.2,0.166666667,0.4,2.9,3.1,3.5,3.7,47.7,0.333333333,0.5,=,6.8,0.166666667,0,=,50,0.5,0,=,11,2,1,0,0.272727273,1,0,=,3.4,4,4,=,8,4,0.125,1,3.9,3.8,Reproductive Endocrinology and Infertility,Yes,Yes,Yes,Yes,Yes,Yes,Yes
"SOUTHEASTERN FERTILITY CENTER, P.A.",,MT. PLEASANT,SOUTH CAROLINA,100%,0%,0%,0%,35%,0%,26%,29%,0%,4%,<1%,21%,2%,11%,4%,2%,"Grant W. Patton, M.D.",98,27,30,10,26.5,18.5,30,0.1,18.4,14.8,23.3,0.1,-15.3,-26.8,-30.3,=,23.1,18.2,28,0.142857143,23.7,19,28,0.142857143,20.4,18.5,16.7,0.3,2.5,2.7,3.4,3.4,34.6,0.2,0.222222222,1,0,0,0,0,0.277777778,0.25,0.142857143,0,14,5,5,0,0.071428571,0,0,=,2.6,2.8,4,=,37,18,32.4,0.166666667,2.3,3.3,"Southeastern Fertility Center, P.A.",Yes,Yes,Yes,Yes,Yes,Yes,Yes
UNIVERSITY PHYSICIANS FERTILITY SPECIALISTS,,SIOUX FALLS,SOUTH DAKOTA,100%,0%,0%,0%,29%,2%,29%,2%,5%,0%,1%,17%,14%,2%,19%,11%,"Donald O. Kreger, M.D.",35,13,5,5,25.7,0.307692308,0.2,0.2,17.1,0.230769231,0.2,0.2,-24.9,=,=,=,20.7,0.3,0.25,0.2,23.1,0.3,0.25,0.2,17.1,0.230769231,0.2,0,3,3.4,3,3.8,0.555555556,0,0,0,0.222222222,0,0,1,1,0,0,1,20,6,1,0,0,0,0,=,3.4,3.3,4,=,1,4,0,0.25,3,3.8,University Physicians Fertility Specialists,Yes,Yes,Yes,Yes,Yes,Yes,Yes
CENTER FOR REPRODUCTIVE MEDICINE AND FERTILITY,,CHATTANOOGA,TENNESSEE,95%,3%,2%,0%,15%,0%,8%,21%,10%,2%,5%,5%,0%,18%,20%,11%,"Barry W. Donesky, M.D.",37,14,6,1,37.8,0.357142857,0.333333333,1,32.4,0.357142857,0.333333333,0,-30.2,=,=,=,32.4,0.357142857,0.4,0,34.3,0.357142857,0.4,0,0,0,0.166666667,0,3.1,3.7,3.8,5,0.285714286,0.2,0,0,0.071428571,0,0,0,0.416666667,0.2,0,=,5,3,1,0,0,0.333333333,1,=,3.6,3,4,=,8,0,0.375,=,3.9,=,Center for Reproductive Medicine and Fertility,Yes,Yes,No,Yes,Yes,Yes,Pending
APPALACHIAN FERTILITY AND ENDOCRINOLOGY CENTER,,KINGSPORT,TENNESSEE,61%,21%,8%,10%,27%,0%,31%,17%,0%,6%,0%,15%,9%,8%,11%,3%,"Pickens A. Gantt, M.D.",28,12,5,2,14.3,0.083333333,0,0,14.3,0.083333333,0,0,-25.9,=,=,=,16.7,0.142857143,0,0,17.4,0.166666667,0,0,14.3,0.416666667,0,0,4,4.3,5.8,4.5,0,0,=,=,0,0,=,=,0,0,=,=,5,1,0,1,0.2,1,=,0,1.8,3,=,3,4,4,0,0,2,4.3,Appalachian Fertility and Endocrinology Center,Yes,Yes,Yes,Yes,Yes,Yes,Yes
"EAST TENNESSEE IVF, FERTILITY AND ANDROLOGY CENTER",,KNOXVILLE,TENNESSEE,100%,0%,0%,0%,9%,0%,32%,12%,4%,12%,0%,16%,4%,4%,8%,8%,"Gayla S. Harris, M.D.",14,2,6,0,0.785714286,0,0.166666667,=,0.571428571,0,0.166666667,=,=,=,=,=,0.571428571,0,0.2,=,0.571428571,0,0.25,=,0,0.5,0.166666667,=,3.2,2,3.3,=,0.272727273,=,0,=,0.181818182,=,0,=,0.5,=,0,=,0,0,0,0,=,=,=,=,=,=,=,=,0,2,=,0.5,=,3,"East Tennessee IVF, Fertility, and Andrology Center",Yes,Yes,No,No,Yes,Yes,No
THE CENTER FOR REPRODUCTIVE HEALTH,,NASHVILLE,TENNESSEE,100%,0%,0%,0%,39%,0%,10%,8%,3%,9%,0%,20%,1%,5%,11%,33%,"Jaime M. Vasquez, M.D.",63,21,3,1,54,38.1,0.333333333,0,44.4,33.3,0.333333333,0,-24.5,-40.3,=,=,48.3,35,0.333333333,0,49.1,35,0.333333333,0,7.9,4.8,0,0,3.7,4.1,4.3,4,41.2,0.25,1,=,14.7,0,0,=,60.7,0.285714286,1,=,2,0,0,0,0.5,=,=,=,3,=,=,=,5,0,0.4,=,3.8,=,The Center for Reproductive Health,Yes,No,Yes,Yes,Yes,Yes,Yes
NASHVILLE FERTILITY CENTER,,NASHVILLE,TENNESSEE,100%,0%,0%,0%,58%,0%,11%,<1%,8%,8%,<1%,13%,2%,0%,26%,30%,"George A. Hill, M.D.",131,58,52,13,48.9,48.3,30.8,0.230769231,43.5,39.7,21.2,0.230769231,-17,-25.1,-22.2,=,46.7,46,25.6,0.428571429,49.6,46.9,26.8,0.428571429,6.9,13.8,17.3,0.461538462,2.6,3,3,3.1,39.1,28.6,0.125,0.666666667,6.3,10.7,0,0.333333333,40.4,39.1,0.181818182,1,20,9,6,1,50,0.444444444,0.333333333,0,3.1,2.3,3,2,43,7,65.1,0.285714286,2.3,2,Nashville Fertility Center,Yes,Yes,No,Yes,Yes,Yes,Yes
DR. HAROLD BRUMLEY,,AUSTIN,TEXAS,100%,0%,0%,0%,9%,0%,18%,7%,7%,0%,0%,11%,0%,7%,32%,18%,"Harold W. Brumley, M.D.",9,2,8,4,0.555555556,1,0.375,0.5,0.444444444,1,0.25,0.25,=,=,=,=,0.5,1,0.333333333,0.25,0.5,1,0.4,0.25,0.111111111,0,0.25,0,3.1,3.5,4.4,4.3,0.4,0.5,0,0,0.2,0,0,0,0.75,0.5,0,0,4,1,0,0,0.25,0,=,=,2.5,2,=,=,0,0,=,=,=,=,Dr. Harold Brumley,No,No,No,No,Yes,Yes,Yes
DR. JEFFREY YOUNGKIN,AUSTIN FERTILITY CENTER,AUSTIN,TEXAS,100%,0%,0%,0%,16%,0%,39%,0%,0%,13%,0%,9%,0%,10%,13%,16%,"Jeffrey T. Youngkin, M.D.",17,6,0,2,0.294117647,0.666666667,=,0.5,0.235294118,0.666666667,=,0,=,=,=,=,0.333333333,0.666666667,=,0,0.363636364,0.666666667,=,0,0.294117647,0,=,0,2.6,2.8,=,5,0.6,0.5,=,0,0.2,0,=,0,0.75,0.5,=,=,2,1,1,0,0,0,0,=,3.5,1,2,=,0,0,=,=,=,=,"Dr. Jeffrey Youngkin, Austin Fertility Center",No,No,No,No,Yes,Yes,Yes
TEXAS FERTILITY CENTER,"DRS. VAUGHN, SILVERBERG AND HANSARD",AUSTIN,TEXAS,100%,0%,0%,0%,20%,0%,20%,2%,5%,10%,<1%,11%,<1%,8%,20%,24%,"Kaylen Silverberg, M.D.",141,75,91,21,55.3,38.7,38.5,19,46.1,30.7,28.6,14.3,-16.4,-20.9,-18.6,-29.3,48.9,34.8,37.7,0.214285714,49.6,34.8,38.8,0.214285714,5.7,12,24.2,33.3,2.6,3.2,3.4,3.8,34.6,20.7,17.1,0,6.4,0,11.4,0,40,17.4,26.9,0,39,18,8,2,15.4,0.277777778,0.125,0,2.8,2.7,3,1.5,0,0,=,=,=,=,"Texas Fertility Center, Drs. Vaughn, Silverberg and Hansard",No,No,No,No,Yes,Yes,Yes
CENTER FOR ASSISTED REPRODUCTION,,BEDFORD,TEXAS,100%,0%,0%,0%,63%,0%,16%,9%,0%,3%,<1%,28%,19%,15%,2%,7%,"Kevin J. Doody, M.D.",203,75,54,14,32,37.3,20.4,0.142857143,26.6,30.7,16.7,0.142857143,-12.2,-20.9,-19.9,=,27.6,34.3,18.4,0.166666667,30.3,38.3,21.4,0.333333333,3.4,10.7,9.3,0.142857143,1.9,2.2,2.4,2.7,40,28.6,0.363636364,0,1.5,3.6,0,0,38.9,39.1,0.222222222,0,54,19,11,3,22.2,0.315789474,0.272727273,0.333333333,2.1,2.1,2.2,2.7,59,31,50.8,38.7,1.9,2,Center for Assisted Reproduction,Yes,Yes,Yes,Yes,Yes,Yes,Yes
TRINITY IN VITRO FERTILIZATION PROGRAM,,CARROLLTON,TEXAS,100%,0%,0%,0%,54%,2%,14%,1%,6%,4%,0%,8%,0%,1%,22%,44%,"W.F. Howard, M.D.",31,11,5,5,9.7,0.272727273,0,0.4,6.5,0.181818182,0,0.2,-15.1,=,=,=,7.1,0.25,0,0.333333333,8,0.333333333,0,0.333333333,9.7,0.272727273,0.2,0.4,2.2,2.3,3,3,0.666666667,0,=,0,0,0,=,0,1,0,=,0,9,3,3,0,0.111111111,0,0,=,2.2,2,2.3,=,10,7,0.2,0.142857143,2.1,2.1,Trinity In Vitro Fertilization Program,Yes,Yes,Yes,Yes,Yes,Yes,Yes
BAYLOR CENTER FOR REPRODUCTIVE HEALTH,,DALLAS,TEXAS,100%,0%,0%,0%,80%,0%,16%,3%,0%,16%,2%,38%,16%,7%,1%,1%,"Michael Putman, M.D.",52,36,30,9,40.4,47.2,26.7,0.444444444,30.8,33.3,16.7,0,-25.1,-30.8,-26.7,=,31.4,34.3,18.5,0,33.3,35.3,20.8,0,1.9,2.8,10,0,3.1,4,3.2,4.1,23.8,0.176470588,0.125,0,9.5,0.117647059,0,0,0.375,0.333333333,0.2,=,18,3,5,4,0.611111111,0.333333333,0.2,0.5,3.7,4.3,3,4.5,0,0,=,=,=,=,Baylor Center for Reproductive Health,No,No,No,No,Yes,Yes,Yes
DALLAS IN VITRO ASSOCIATES,,DALLAS,TEXAS,>99%,0%,<1%,0%,38%,0%,17%,12%,11%,11%,<1%,25%,3%,7%,5%,9%,"James Madden, M.D.",362,200,157,60,48.6,39,29.9,15,42.3,31.5,24.8,6.7,-10.2,-12.8,-13.5,-12.6,47.8,37.5,33.9,10.5,50.5,40.4,35.8,12.1,11.6,16,26.8,36.7,2.3,2.4,2.6,2.5,44.9,32.1,21.3,0.333333333,5.1,7.7,4.3,0,51,34.9,28.2,0.25,21,9,8,4,14.3,0.111111111,0.125,0.75,2.1,2,2.4,3.3,80,0,60,=,2.3,=,Dallas In Vitro Associates,Yes,No,No,Yes,Yes,Yes,Yes
"NATIONAL FERTILITY CENTER OF TEXAS, P.A.",,DALLAS,TEXAS,100%,0%,0%,0%,40%,0%,8%,0%,2%,3%,0%,0%,23%,0%,34%,30%,"Brian M. Cohen, M.D.",34,22,17,7,47.1,18.2,0.411764706,0.142857143,38.2,18.2,0.352941176,0.142857143,-32.7,-32.2,=,=,46.4,0.285714286,0.428571429,0.2,52,0.363636364,0.428571429,0.333333333,17.6,36.4,0.176470588,0.285714286,2.9,2.5,2.9,3,0.3125,0.5,0.714285714,1,0.25,0.25,0,0,0.538461538,0.75,0.333333333,0,5,2,2,0,0.2,0,0,=,2.8,3,2,=,6,2,0.5,0,2.8,2.5,"National Fertility Center of Texas, P.A.",Yes,Yes,Yes,Yes,Yes,Yes,Yes
"UNIVERSITY OF TEXAS, SOUTHWESTERN FERTILITY ASSOCIATES",,DALLAS,TEXAS,98%,0%,2%,0%,36%,0%,27%,8%,15%,11%,0%,17%,3%,8%,1%,10%,"Deborah L. Smith, M.D.",37,9,9,0,8.1,0.555555556,0,=,8.1,0.444444444,0,=,-16.9,=,=,=,9.4,0.444444444,0,=,11.1,0.5,0,=,13.5,0,0,=,3.6,3.4,3.2,=,0.666666667,0,=,=,0,0,=,=,0.666666667,0,=,=,0,1,0,0,=,0,=,=,=,4,=,=,12,1,0.083333333,0,3.5,3,"University of Texas, Southwestern Fertility Associates",Yes,No,Yes,No,Yes,Yes,Yes
BAYLOR ASSISTED REPRODUCTIVE TECHNOLOGY,,HOUSTON,TEXAS,100%,0%,0%,0%,62%,0%,20%,2%,4%,9%,0%,37%,4%,6%,6%,12%,"Sandra A. Carson, M.D.",128,66,46,16,42.2,33.3,32.6,0.1875,35.9,31.8,23.9,0.125,-16.6,-22.5,-24.6,=,37.1,31.8,28.2,0.153846154,37.1,33.9,29.7,0.166666667,3.1,0,15.2,0.1875,4.9,4.5,4.5,4.9,20.4,13.6,0.2,0,18.5,22.7,0.066666667,0,37,33.3,0.363636364,0,23,11,12,1,17.4,0,0,0,3.9,3.8,2.4,2,29,8,51.7,0.125,5.3,3.9,Baylor Assisted Reproductive Technology,Yes,Yes,Yes,No,Yes,Yes,Yes
CENTER FOR WOMEN'S HEALTH,,HOUSTON,TEXAS,100%,0%,0%,0%,39%,0%,23%,5%,2%,13%,0%,0%,15%,0%,22%,20%,"James M. Wheeler, M.D.",13,2,5,2,0.076923077,0,0,0,0,0,0,0,=,=,=,=,0,0,0,0,0,0,0,0,0.230769231,0,0.4,0,4.4,3.5,5.7,2.5,0,=,=,=,0,=,=,=,=,=,=,=,3,1,0,0,0,0,=,=,2,3,=,=,5,0,0.4,=,4.4,=,Center for Women's Health,Yes,No,Yes,Yes,Yes,Yes,Yes
COOPER INSTITUTE FOR ADVANCED REPRODUCTIVE MEDICINE,,HOUSTON,TEXAS,100%,0%,0%,0%,65%,0%,5%,0%,0%,5%,0%,0%,0%,0%,28%,62%,"C. James Chuong, M.D.",7,2,5,0,0.285714286,0,0,=,0.285714286,0,0,=,=,=,=,=,0.285714286,0,0,=,0.333333333,0,0,=,0,0,0.2,=,4.8,6,5,=,0,=,=,=,0,=,=,=,0,=,=,=,1,0,0,0,0,=,=,=,6,=,=,=,1,1,1,1,5,3,Cooper Institute for Advanced Reproductive Medicine,Yes,Yes,Yes,Yes,Yes,Yes,Yes
THE GEORGE WASHINGTON UNIVERSITY,MEDICAL FACULTY ASSOCIATES,WASHINGTON,DISTRICT OF COLUMBIA,100%,0%,0%,0%,59%,<1%,17%,2%,4%,6%,<1%,10%,4%,30%,4%,23%,"Paul R. Gindoff, M.D.",82,63,60,34,28,11.1,11.7,17.6,24.4,9.5,8.3,14.7,-18.6,-14.5,-14,-23.8,27,10.7,10.9,16.1,29,11.8,11.9,17.9,9.8,11.1,23.3,8.8,3,3.2,3.2,3.2,21.7,0.285714286,0.142857143,0,8.7,0.142857143,0,0,25,0.333333333,0.2,0,13,3,2,2,0.153846154,0,0.5,0,2.8,4,3,3,25,2,20,0.5,3.6,2,The George Washington University Medical Faculty Associates,Yes,No,Yes,Yes,Yes,Yes,Yes
REPRODUCTIVE SCIENCE CENTER,WALTER REED ARMY MEDICAL CENTER,WASHINGTON,DISTRICT OF COLUMBIA,>99%,<1%,0%,0%,19%,0%,36%,6%,<1%,8%,1%,21%,<1%,23%,1%,4%,"James Segars, M.D.",199,72,79,40,51.8,41.7,34.2,15,44.2,33.3,24.1,10,-13.8,-21.8,-18.9,-18.6,48.9,40.7,33.9,13.3,49.7,41.4,35.2,13.3,9.5,18.1,29.1,25,2.4,2.8,3.4,4.1,39.8,23.3,25.9,0.166666667,1.9,6.7,0,0,42,33.3,0.157894737,0.25,20,13,5,1,25,0.230769231,0.2,0,2.4,2.3,2.4,2,0,0,=,=,=,=,"Reproductive Science Center, Walter Reed Army Medical Center",No,No,Yes,No,Yes,Yes,Yes
BOCA FERTILITY,,BOCA RATON,FLORIDA,100%,0%,0%,0%,15%,0%,23%,11%,10%,3%,3%,13%,2%,0%,17%,18%,"Maurice R. Peress, M.D.",30,26,27,7,46.7,46.2,7.4,0,40,34.6,7.4,0,-35,-36.6,-17.3,=,42.9,39.1,0.105263158,0,46.2,40.9,0.125,0,6.7,11.5,29.6,0,3.4,3.7,3.4,4.1,0.357142857,0.083333333,1,=,0,0.333333333,0,=,0.416666667,0.555555556,0.5,=,1,6,3,0,0,0.333333333,0,=,4,2.8,2,=,0,0,=,=,=,=,Boca Fertility,Yes,Yes,Yes,Yes,Yes,Yes,Pending
PALM BEACH FERTILITY CENTER,,BOCA RATON,FLORIDA,100%,0%,0%,0%,18%,0%,18%,0%,2%,2%,<1%,7%,6%,9%,26%,29%,"Mark S. Denker, M.D.",42,32,24,11,38.1,21.9,25,0.181818182,33.3,21.9,25,0.181818182,-28.5,-28.6,-34.6,=,38.9,29.2,0.352941176,0.2,38.9,29.2,0.375,0.222222222,14.3,25,29.2,0.090909091,2.9,3.8,3.8,3.7,0.3125,0.142857143,0,0,0.125,0,0,0,0.357142857,0.142857143,0,0,2,0,0,0,0.5,=,=,=,3.5,=,=,=,7,4,0.428571429,0.5,4,3.8,Palm Beach Fertility Center,Yes,Yes,Yes,Yes,Yes,Yes,Pending
"ADVANCED REPRODUCTIVE CARE CENTER, P.A.",,BOYNTON BEACH,FLORIDA,30%,70%,0%,0%,10%,0%,33%,0%,0%,0%,0%,16%,17%,0%,17%,17%,"Tibor E. Polcz, M.D.",5,2,2,1,0.2,0,0.5,0,0.2,0,0.5,0,=,=,=,=,0.2,0,0.5,0,0.2,0,0.5,0,0,0,0,0,4.2,3.5,4.5,2,1,=,0,=,0,=,1,=,1,=,1,=,2,0,0,0,0,=,=,=,3.5,=,=,=,0,0,=,=,=,=,"Advanced Reproductive Care Center, P.A.",Yes,Yes,Yes,Yes,Yes,Yes,Yes
THE CENTER FOR HUMAN REPRODUCTION,"EDWARD ZBELLA,  M.D., P.A.",CLEARWATER,FLORIDA,100%,0%,0%,0%,46%,0%,23%,<1%,5%,9%,<1%,18%,7%,8%,12%,17%,"Edward Zbella, M.D.",88,39,49,13,31.8,20.5,14.3,0.076923077,27.3,17.9,12.2,0.076923077,-18.6,-24.1,-18.3,=,29.3,18.9,14.6,0.1,30.8,19.4,16.7,0.125,6.8,5.1,16.3,0.230769231,3,3.3,3.6,3.1,28.6,0.25,0.142857143,1,10.7,0.125,0,0,33.3,0.428571429,0,0,3,1,0,1,0,0,=,0,1.7,2,=,4,18,0,0.277777778,=,2.8,=,"Edward Zbella, M.D., P.A.",Yes,No,Yes,Yes,Yes,Yes,No
REPRODUCTIVE HEALTH ASSOCIATES,"CATHERINE L. COWART, M.D.",CLEARWATER,FLORIDA,100%,0%,0%,0%,30%,0%,25%,19%,6%,6%,0%,13%,0%,16%,9%,6%,"Catherine L. Cowart, M.D.",7,7,8,1,0.428571429,0.428571429,0.375,0,0.285714286,0.285714286,0.25,0,=,=,=,=,0.285714286,0.4,0.285714286,0,0.285714286,0.4,0.285714286,=,0,0.285714286,0.125,0,3.7,4.4,4,=,0.333333333,0,0.666666667,=,0,0,0.333333333,=,0.5,0,1,=,1,3,1,0,0,0,0,=,5,3,3,=,0,0,=,=,=,=,"Reproductive Health Associates, Catherine L. Cowart, M.D.",Yes,Yes,Yes,Yes,Yes,Yes,Pending
F.I.R.S.T.,FLORIDA INSTITUTE FOR REPRODUCTIVE SCIENCES AND TECHNOLOGIES,COOPER CITY,FLORIDA,100%,0%,0%,0%,35%,0%,12%,0%,26%,4%,0%,12%,2%,2%,14%,28%,"Minna R. Selub, M.D.",12,6,11,3,0.083333333,0.166666667,0.090909091,0,0.083333333,0.166666667,0,0,=,=,=,=,0.083333333,0.2,0,0,0.1,0.2,0,0,0,0.166666667,0,0,3.5,3.8,4,4,0,0,0,=,0,0,0,=,0,0,=,=,1,0,2,0,0,=,0,=,4,=,5,=,19,0,0.210526316,=,4.2,=,F.I.R.S.T. Florida Institute for Reproductive Sciences and Technologies,Yes,No,Yes,Yes,Yes,Yes,Yes
"SPECIALISTS IN REPRODUCTIVE MEDICINE & SURGERY, P.A.",,FORT MYERS,FLORIDA,100%,0%,0%,0%,34%,0%,19%,1%,7%,12%,1%,6%,0%,7%,22%,25%,"Craig R. Sweet, M.D.",24,16,14,4,54.2,0.3125,0.285714286,0,50,0.25,0.285714286,0,-40,=,=,=,54.5,0.285714286,0.307692308,0,54.5,0.307692308,0.307692308,0,8.3,0.125,0.071428571,0.25,2.6,2.7,2.8,3,0.307692308,0.6,0.5,=,0.076923077,0,0,=,0.333333333,0.75,0.5,=,8,5,2,1,0,0.2,0,0,3.6,2.6,2.5,3,5,3,0.6,0.333333333,2.6,4,"Specialists In Reproductive Medicine & Surgery, P.A.",Yes,Yes,Yes,Yes,Yes,Yes,Yes
UNIVERSITY OF FLORIDA/PARK AVENUE WOMEN'S CENTER,,GAINESVILLE,FLORIDA,100%,0%,0%,0%,42%,0%,25%,7%,19%,14%,0%,10%,2%,2%,9%,12%,"R. Stan Williams, M.D.",38,22,20,3,57.9,31.8,20,0,50,22.7,15,0,-31.8,-35,-30.6,=,51.4,23.8,0.176470588,0,51.4,23.8,0.1875,0,2.6,4.5,15,0.333333333,2.8,2.7,2.4,1.5,40.9,0.285714286,0,=,4.5,0.142857143,0,=,0.421052632,0.6,0,=,3,1,0,0,0,0,=,=,2.3,2,=,=,22,4,9.1,0.5,2.8,2,University of Florida/Park Avenue Women's Center,Yes,Yes,No,Yes,Yes,Yes,Yes
FERTILITY INSTITUTE OF NORTHWEST FLORIDA,,GULF BREEZE,FLORIDA,100%,0%,0%,0%,74%,0%,9%,0%,5%,0%,0%,3%,14%,0%,5%,64%,"Robert C. Pyle, M.D.",10,11,1,1,0.1,0.181818182,1,0,0,0.181818182,1,0,=,=,=,=,0,0.222222222,1,=,0,0.222222222,1,=,0.1,0.181818182,0,1,2.5,3.7,4,=,0,0.5,0,=,0,0,0,=,=,0.5,0,=,11,2,1,1,0,0.5,0,0,3.5,4.5,4,5,2,10,0.5,0.2,3.5,3.3,Fertility Institute of Northwest Florida,Yes,Yes,No,Yes,Yes,Yes,Yes
VALLEY CENTER FOR REPRODUCTIVE HEALTH,,SHERMAN OAKS,CALIFORNIA,100%,0%,0%,0%,48%,0%,19%,0%,8%,0%,2%,11%,0%,3%,30%,27%,"Tina B. Koopersmith, M.D.",10,8,5,0,0.6,0.125,0.6,=,0.6,0,0.4,=,=,=,=,=,0.6,0,0.4,=,0.6,0,0.4,=,0,0.125,0,=,3.2,3.8,4.2,=,0.166666667,0,0,=,0,0,0.333333333,=,0.166666667,=,0,=,2,1,3,2,0.5,0,0.333333333,0,2,4,1.7,2.5,3,0,0.666666667,=,2.7,=,Valley Center for Reproductive Health,Yes,No,Yes,Yes,Yes,Yes,Yes
STANFORD UNIVERSITY IVF/ART PROGRAM,,STANFORD,CALIFORNIA,>99%,<1%,0%,0%,30%,<1%,13%,1%,3%,8%,4%,10%,4%,26%,17%,14%,"Amin Milki, M.D.",145,128,182,95,29,30.5,19.8,11.6,25.5,24.2,13.7,7.4,-14.2,-14.8,-10,-10.5,26.1,25.6,14.7,8,27.6,26.5,15.4,8.3,2.1,5.5,6.6,7.4,2.9,2.8,3.4,3.6,23.8,20.5,16.7,0.181818182,0,10.3,5.6,0,21.6,32.3,16,0.142857143,10,15,12,3,0.1,0.066666667,0.25,0,2.7,2.3,3,1.3,39,1,41,0,3.3,2,Stanford University IVF/ART Program,Yes,No,Yes,No,Yes,Yes,Yes
THE CENTER FOR FERTILITY AND GYNECOLOGY,VERMESH / BEN-OZER CENTER FOR FERTILITY,TARZANA,CALIFORNIA,89%,2%,<1%,8%,47%,0%,12%,6%,10%,2%,8%,16%,3%,20%,13%,10%,"Michael Vermesh, M.D.",95,48,51,40,51.6,56.3,45.1,27.5,43.2,50,33.3,15,-19.9,-28.2,-25.9,-22.2,43.2,50,34,15.8,43.2,50,37,17.6,0,0,2,5,3.5,4.1,4.3,3.7,36.7,55.6,8.7,0.090909091,6.1,7.4,0,0,34.1,54.2,0.117647059,0.166666667,8,3,4,0,0.25,0.333333333,0.25,=,3.4,3.7,4,=,47,13,63.8,0.230769231,3.2,3.1,"The Center for Fertility and Gynecology, Vermesh/ Ben-Ozer Center for Fertility",Yes,Yes,Yes,Yes,Yes,Yes,No
