PrevClinName1,PrevClinName2,ClinCityCode,ClinStateCode,IVF_Rate,GIFT_Rate,ZIFT_Rate,Combo_Rate,ICSI_Rate,Unstimulated_Rate,Gest_Rate,Diag_TubalRate,Diag_OvulatoryRate,Diag_DORRate,Diag_EndometriosisRate,Diag_UterineRate,Diag_MaleRate,Diag_OtherRate,Diag_UnknownRate,Diag_ComboNoMaleRate,Diag_ComboMaleRate,MedicalDirector,FshNDCycle1,FshNDCycle2,FshNDCycle3,FshNDCycle4,FshNDPregRate1,FshNDPregRate2,FshNDPregRate3,FshNDPregRate4,FshNDLvBirthsRate1,FshNDLvBirthsRate2,FshNDLvBirthsRate3,FshNDLvBirthsRate4,FshCI1,FshCI2,FshCI3,FshCI4,FshNDRetsRate1,FshNDRetsRate2,FshNDRetsRate3,FshNDRetsRate4,FshNDTransRate1,FshNDTransRate2,FshNDTransRate3,FshNDTransRate4,FshNDSnglLB_TransRate1,FshNDSnglLB_TransRate2,FshNDSnglLB_TransRate3,FshNDSnglLB_TransRate4,FshNDCansRate1,FshNDCansRate2,FshNDCansRate3,FshNDCansRate4,FshNDEmbryosRate1,FshNDEmbryosRate2,FshNDEmbryosRate3,FshNDEmbryosRate4,FshNDTwinPregsRate1,FshNDTwinPregsRate2,FshNDTwinPregsRate3,FshNDTwinPregsRate4,FshNDTripPregsRate1,FshNDTripPregsRate2,FshNDTripPregsRate3,FshNDTripPregsRate4,FshNDMultInfsRate1,FshNDMultInfsRate2,FshNDMultInfsRate3,FshNDMultInfsRate4,ThwNDTransfers1,ThwNDTransfers2,ThwNDTransfers3,ThwNDTransfers4,ThwNDLvBirthsRate1,ThwNDLvBirthsRate2,ThwNDLvBirthsRate3,ThwNDLvBirthsRate4,ThwNDEmbryosRate1,ThwNDEmbryosRate2,ThwNDEmbryosRate3,ThwNDEmbryosRate4,FshDnrTransfers,ThwDnrTransfers,FshDnrLvBirthsRate,ThwDnrLvBirthsRate,FshDnrEmbryosRate,ThwDnrEmbryosRate,CurrClinNameAll,DonorEgg,DonorEmbryo,SingleWomen,Surrogates,Cryopreservation,SART_Member,Accreditation
UNIVERSITY PHYSICIANS FERTILITY SPECIALISTS,,SIOUX FALLS,SOUTH DAKOTA,100%,0%,0%,0%,33%,0%,0%,35%,4%,3%,4%,2%,14%,13%,5%,8%,12%,"Keith A. Hansen, M.D.",75,14,19,2,26.7,0.142857143,0.263157895,0,25.3,0.142857143,0.210526316,0,-19.7,=,=,=,31.7,0.166666667,0.285714286,0,32.8,0.181818182,0.285714286,0,17.2,0.090909091,0.214285714,0,20,0.142857143,0.263157895,0,3.3,3.5,3.4,2.5,35,0.5,0.2,=,10,0,0,=,0.473684211,0.5,0.25,=,8,1,5,0,0,0,0.2,=,4.9,2,3.8,=,0,0,=,=,=,=,University Physicians Fertility Specialists,Yes,Yes,Yes,Yes,Yes,Yes,Yes
CENTER FOR REPRODUCTIVE MEDICINE AND FERTILITY,,CHATTANOOGA,TENNESSEE,97%,<1%,2%,0%,63%,0%,2%,12%,7%,16%,9%,1%,20%,1%,6%,4%,24%,"Barry W. Donesky, M.D.",73,26,16,3,34.2,11.5,0.375,0,31.5,11.5,0.3125,0,-21.3,-23.8,=,=,34.3,12,0.333333333,0,35.4,12,0.333333333,0,18.5,12,0.266666667,0,8.2,3.8,0.0625,0,3.3,3.3,3.5,3.3,36,0,0.166666667,=,12,0,0,=,47.8,0,0.2,=,9,4,2,0,0.111111111,0.25,0,=,3.3,3,2.5,=,16,2,0.4375,0,3.3,4,Fertility Center of Chattanooga,Yes,Yes,No,Yes,Yes,Yes,Yes
APPALACHIAN FERTILITY AND ENDOCRINOLOGY CENTER,,KINGSPORT,TENNESSEE,58%,21%,13%,8%,17%,0%,0%,27%,25%,13%,4%,0%,9%,7%,7%,4%,4%,"Pickens A. Gantt, M.D.",13,2,8,1,0.153846154,0,0.25,0,0.076923077,0,0.125,0,=,=,=,=,0.1,0,0.2,=,0.111111111,0,0.2,=,0.111111111,0,0.2,=,0.230769231,0,0.375,1,4.2,5.5,3.8,=,0,=,0,=,0,=,0,=,0,=,0,=,1,1,1,0,0,0,0,=,2,4,2,=,9,4,0.333333333,0,3.1,1.8,Appalachian Fertility and Endocrinology Center,Yes,Yes,Yes,Yes,Yes,Yes,Yes
EAST TENNESSEE IVF,FERTILITY AND ANDROLOGY CENTER,KNOXVILLE,TENNESSEE,100%,0%,0%,0%,28%,0%,0%,5%,13%,8%,16%,0%,11%,0%,3%,5%,39%,"Gayla S. Harris, M.D.",20,8,2,2,50,0.25,0.5,0,45,0.25,0,0,-43.6,=,=,=,0.473684211,0.333333333,0,0,0.473684211,0.333333333,0,0,0.368421053,0.166666667,0,0,5,0.25,0,0,3,3.2,4.5,3,0.1,0.5,0,=,0.1,0,0,=,0.222222222,0.5,=,=,1,0,0,0,0,=,=,=,3,=,=,=,5,0,0.6,=,2,=,"East Tennessee IVF, Fertility and Andrology Center",Yes,Yes,No,No,Yes,Yes,Pending
SOUTHEASTERN FERTILITY CENTER,,KNOXVILLE,TENNESSEE,100%,0%,0%,0%,44%,0%,4%,30%,3%,12%,3%,0%,34%,0%,3%,3%,12%,"Jeffrey A. Keenan, M.D.",12,6,7,2,0.416666667,0.166666667,0.142857143,0,0.25,0.166666667,0.142857143,0,=,=,=,=,0.272727273,0.2,0.142857143,0,0.272727273,0.25,0.142857143,0,0,0.25,0.142857143,0,0.083333333,0.166666667,0,0,2.9,3.5,3.1,2.5,0.6,0,0,=,0.4,0,0,=,1,0,0,=,3,1,0,0,0,0,=,=,2,3,=,=,0,1,=,0,=,3,Southeastern Fertility Center,No,Yes,No,No,Yes,Yes,None
UNIVERSITY FERTILITY ASSOCIATES,,MEMPHIS,TENNESSEE,100%,0%,0%,0%,20%,0%,0%,15%,5%,2%,7%,0%,11%,4%,16%,24%,16%,"Raymond W. Ke, M.D.",69,27,10,6,33.3,40.7,0.2,0.666666667,29,33.3,0.1,0.5,-21.4,-35.5,=,=,29.9,36,0.111111111,0.6,30.3,36,0.125,0.6,12.1,16,0.125,0.2,2.9,7.4,0.1,0.166666667,3.5,3.4,3.6,4,52.2,0.363636364,0,0.25,8.7,0.363636364,0,0.25,60,0.555555556,0,0.666666667,12,3,4,1,0.166666667,0.333333333,0.25,0,3.1,3.3,3,3,5,2,0.6,0,3.4,2.5,University Fertility Associates,Yes,Yes,No,No,Yes,Yes,Yes
THE CENTER FOR REPRODUCTIVE HEALTH,,NASHVILLE,TENNESSEE,100%,0%,0%,0%,41%,0%,<1%,6%,11%,11%,7%,<1%,20%,0%,6%,11%,27%,"Jaime M. Vasquez, M.D.",88,24,10,3,55.7,29.2,0.3,0,50,29.2,0.3,0,-20.8,-36.4,=,=,56.4,35,0.333333333,0,56.4,0.368421053,0.333333333,0,19.2,0.210526316,0.333333333,0,11.4,16.7,0.1,0,4.5,4.9,5.7,6,44.9,0,0,=,22.4,0.428571429,0,=,65.9,0.428571429,0,=,10,0,2,0,0.1,=,0,=,2.7,=,3.5,=,20,2,45,0,5,2.5,The Center for Reproductive Health,Yes,No,Yes,Yes,Yes,Yes,Yes
NASHVILLE FERTILITY CENTER,,NASHVILLE,TENNESSEE,100%,0%,0%,0%,59%,<1%,0%,10%,2%,8%,4%,<1%,15%,<1%,2%,33%,25%,"George A. Hill, M.D.",158,75,34,4,39.2,44,32.4,0.25,33.5,34.7,26.5,0,-14.7,-21.5,-29.7,=,39.3,43.3,34.6,0,43.4,51,40.9,0,26.2,43.1,27.3,0,14.6,20,23.5,0,2.3,2.8,3,2.5,37.1,18.2,0.363636364,1,1.6,3,0,0,39.6,15.4,0.333333333,=,32,11,6,2,40.6,0.363636364,0.666666667,0.5,2.4,2.7,3.3,3.5,48,21,50,42.9,2.2,2.9,Nashville Fertility Center,Yes,Yes,Yes,Yes,Yes,Yes,Yes
DR. HAROLD W. BRUMLEY,,AUSTIN,TEXAS,97%,3%,0%,0%,3%,0%,0%,13%,3%,3%,14%,0%,5%,0%,3%,16%,43%,"Harold W. Brumley, M.D.",16,8,2,3,0.5,0.5,1,0,0.4375,0.5,1,0,=,=,=,=,0.583333333,0.571428571,1,0,0.583333333,0.571428571,1,0,0.333333333,0.285714286,1,0,0.25,0.125,0,0,2.8,2.3,3,3.7,0.25,0.5,0,=,0.125,0,0,=,0.428571429,0.5,0,=,2,1,0,0,0,0,=,=,3.5,3,=,=,0,0,=,=,=,=,Dr. Harold W. Brumley,No,No,No,No,Yes,Yes,Yes
TEXAS FERTILITY CENTER,"DRS. VAUGHN, SILVERBERG AND HANSARD",AUSTIN,TEXAS,100%,0%,0%,0%,18%,0%,0%,15%,1%,6%,7%,<1%,13%,<1%,15%,14%,29%,"Kaylen Silverberg, M.D.",168,100,106,46,41.7,42,26.4,21.7,37.5,37,18.9,13,-14.6,-19,-14.9,-19.5,40.1,42.5,25.3,15.8,40.6,43,26,17.1,22.6,24.4,20.8,14.3,6.5,13,25.5,17.4,2.7,3.3,3.5,3.5,41.4,40.5,28.6,0.2,7.1,11.9,3.6,0,44.4,43.2,20,0.166666667,62,18,18,8,25.8,0.055555556,0.111111111,0.125,3,2.8,2.4,3.1,0,0,=,=,=,=,"Texas Fertility Center, Drs. Vaughn, Silverberg and Hansard",No,No,No,No,Yes,Yes,Yes
DR. JEFFREY YOUNGKIN,AUSTIN FERTILITY CENTER,AUSTIN,TEXAS,100%,0%,0%,0%,23%,0%,0%,27%,0%,6%,0%,0%,17%,0%,6%,11%,33%,"Jeffrey T. Youngkin, M.D.",20,4,8,6,35,0.25,0.125,0.166666667,35,0.25,0.125,0,-41.8,=,=,=,0.368421053,0.25,0.142857143,0,0.388888889,0.25,0.142857143,0,0.388888889,0,0.142857143,0,5,0,0.125,0.333333333,2.9,3.3,4.3,4.7,0.142857143,1,0,0,0,0,0,0,0,1,0,=,3,6,2,1,0,0,0,0,2.3,2.7,2.5,8,0,0,=,=,=,=,"Dr. Jeffrey Youngkin, Austin Fertility Center",No,No,No,No,Yes,Yes,Yes
CENTER FOR ASSISTED REPRODUCTION,,BEDFORD,TEXAS,100%,0%,0%,0%,55%,0%,<1%,15%,15%,0%,2%,1%,25%,15%,12%,5%,10%,"Kevin J. Doody, M.D.",181,78,78,22,47,39.7,20.5,4.5,40.9,34.6,14.1,0,-14.3,-21.1,-15.4,-100,43,37.5,16.4,0,44,40.3,18.6,0,27.4,20.9,18.6,0,5,7.7,14.1,22.7,1.9,2,2,2.2,34.1,45.2,0.0625,0,5.9,0,0,0,37.8,48.1,0,=,50,25,17,0,30,28,0.058823529,=,1.8,1.8,2.2,=,55,38,56.4,21.1,2,1.9,Center for Assisted Reproduction,Yes,Yes,Yes,Yes,Yes,Yes,Yes
TRINITY INVITRO FERTILIZATION PROGRAM,,CARROLLTON,TEXAS,100%,0%,0%,0%,56%,0%,6%,8%,5%,5%,3%,2%,8%,5%,2%,23%,39%,"W.F. Howard, M.D.",21,8,4,1,47.6,0.25,0.25,0,33.3,0.125,0.25,0,-40.3,=,=,=,35,0.142857143,0.25,0,0.411764706,0.142857143,0.5,0,0.176470588,0,0.5,0,4.8,0.125,0,0,1.9,1.9,2.5,2,0.5,0.5,0,=,0,0,0,=,0.571428571,1,0,=,9,3,1,0,0.111111111,0.333333333,1,=,2.1,1.7,2,=,5,3,0.6,0.666666667,1.8,2,Trinity InVitro Fertilization Program,Yes,Yes,Yes,Yes,Yes,Yes,Yes
BAYLOR CENTER FOR REPRODUCTIVE HEALTH,,DALLAS,TEXAS,100%,0%,0%,0%,68%,0%,0%,13%,<1%,3%,4%,0%,13%,12%,6%,21%,27%,"Michael Putman, M.D.",54,32,34,9,55.6,18.8,29.4,0,44.4,15.6,20.6,0,-26.5,-25.2,-27.2,=,46.2,18.5,21.9,0,50,19.2,22.6,0,18.8,11.5,12.9,0,3.7,15.6,5.9,0.222222222,2.7,4.1,4.1,2.4,46.7,0.333333333,0.3,=,10,0.166666667,0,=,62.5,0.4,0.428571429,=,24,10,6,0,45.8,0.4,0.333333333,=,3.2,3.7,4.5,=,0,0,=,=,=,=,Baylor Center for Reproductive Health,No,No,No,No,Yes,Yes,Yes
"NATIONAL FERTILITY CENTER OF TEXAS, P.A.",,DALLAS,TEXAS,100%,0%,0%,0%,67%,0%,0%,1%,1%,0%,0%,1%,4%,5%,0%,43%,45%,"Brian M. Cohen, M.D.",34,14,12,2,38.2,0.285714286,0.25,0,32.4,0.285714286,0.166666667,0,-31.5,=,=,=,37.9,0.4,0.333333333,=,39.3,0.444444444,0.4,=,32.1,0.222222222,0.4,=,14.7,0.285714286,0.5,1,2.7,2.7,2.8,=,0.153846154,0.25,0,=,0,0.25,0,=,0.181818182,0.5,0,=,7,3,0,0,0.285714286,0.333333333,=,=,3.1,2.7,=,=,5,2,0.6,0.5,2.6,2.5,"National Fertility Center of Texas, P.A.",Yes,Yes,No,No,Yes,Yes,Yes
PRESBYTERIAN HOSPITAL ARTS PROGRAM,,DALLAS,TEXAS,100%,0%,0%,0%,42%,<1%,<1%,9%,6%,14%,7%,<1%,18%,2%,6%,13%,24%,"James Madden, M.D.",488,208,199,80,44.9,37.5,33.2,17.5,41.2,33.7,27.6,10,-8.8,-12.9,-12.5,-13.2,47.5,42.7,36.9,14.8,49.4,42.7,38.2,16,26.5,28.7,28.5,12,13.3,21.2,25.1,32.5,2.2,2.5,2.7,2.4,46.1,39.7,25.8,0.285714286,4.1,1.3,3,0,46.3,32.9,25.5,0.25,49,18,9,0,36.7,0.166666667,0.111111111,=,1.9,2.1,1.8,=,130,19,57.7,0.526315789,2.1,2.4,Presbyterian Hospital Arts Program,Yes,No,No,Yes,Yes,Yes,Yes
UNIVERSITY OF TEXAS,SOUTHWESTERN FERTILITY ASSOCIATES,DALLAS,TEXAS,100%,0%,0%,0%,55%,0%,0%,27%,4%,17%,5%,0%,15%,2%,17%,9%,4%,"George Attia, M.D.",36,16,8,0,41.7,0.25,0.25,=,30.6,0.1875,0.125,=,-30.1,=,=,=,33.3,0.25,0.2,=,34.4,0.25,0.2,=,18.8,0.166666667,0.2,=,8.3,0.25,0.375,=,3.3,2.9,3,=,0.4,0.25,0.5,=,0.066666667,0,0,=,0.454545455,0.333333333,0,=,2,1,0,0,0,1,=,=,2.5,1,=,=,10,1,0.4,0,3.5,2,"University of Texas, Southwestern Fertility Associates",Yes,No,Yes,No,Yes,Yes,Yes
THE WOMEN'S PLACE,,DALLAS,TEXAS,100%,0%,0%,0%,7%,0%,0%,63%,0%,5%,6%,0%,0%,0%,5%,5%,16%,"Lisa A. King, M.D.",7,5,1,1,0,0.2,0,0,0,0.2,0,0,=,=,=,=,0,0.2,0,=,0,0.2,0,=,0,0.2,0,=,0.285714286,0,0,1,2,2.4,3,=,=,0,=,=,=,0,=,=,=,0,=,=,4,0,0,0,0.25,=,=,=,2,=,=,=,0,0,=,=,=,=,The Women's Place,Yes,No,Yes,No,Yes,Yes,Yes
"OFFICES OF FRANK D. DE LEON, M.D.",,FORT WORTH,TEXAS,100%,0%,0%,0%,21%,0%,0%,28%,2%,5%,5%,0%,3%,10%,12%,10%,25%,"Frank D. De Leon, M.D.",10,10,9,2,0.4,0.5,0.333333333,0,0.2,0.5,0.222222222,0,=,=,=,=,0.2,0.5,0.333333333,=,0.2,0.5,0.333333333,=,0.2,0.4,0.166666667,=,0,0,0.333333333,1,1.9,2.3,2.3,=,0,0.4,0.666666667,=,0,0,0,=,0,0.2,0.5,=,2,1,0,0,0,0,=,=,2,3,=,=,0,3,=,0.333333333,=,3.3,"Offices of Frank D. De Leon, M.D.",Yes,Yes,Yes,No,No,No,Yes
BAYLOR ASSISTED REPRODUCTIVE TECHNOLOGY,,HOUSTON,TEXAS,100%,0%,0%,0%,68%,0%,0%,16%,1%,4%,4%,0%,48%,5%,6%,3%,13%,"Sandra A. Carson, M.D.",132,63,67,15,40.2,33.3,26.9,0.066666667,37.9,30.2,20.9,0.066666667,-16.6,-22.7,-19.4,=,39.4,32.2,23.3,0.076923077,41.3,32.2,23.7,0.076923077,17.4,18.6,15.3,0.076923077,3.8,6.3,10.4,0.133333333,4.3,3.8,3.7,3.9,32.1,28.6,0.222222222,0,30.2,14.3,0.055555556,0,58,0.421052632,0.357142857,0,26,9,9,6,30.8,0.111111111,0.222222222,0,3.8,4.3,4.3,3.2,26,10,34.6,0.3,4.8,3.3,Baylor Assisted Reproductive Technology,Yes,Yes,Yes,No,Yes,Yes,Yes
CENTER FOR WOMEN'S HEALTH,,HOUSTON,TEXAS,100%,0%,0%,0%,53%,0%,0%,14%,0%,10%,28%,0%,0%,4%,0%,8%,36%,"James M. Wheeler, M.D.",20,6,6,1,35,0.333333333,0,0,15,0.333333333,0,0,-30.6,=,=,=,0.230769231,0.666666667,0,=,0.230769231,0.666666667,0,=,0.076923077,0.666666667,0,=,35,0.5,0.333333333,1,3.9,2.7,3,=,0.285714286,0,=,=,0,0,=,=,0.666666667,0,=,=,0,1,2,0,=,0,0,=,=,1,4,=,5,4,0,0.25,3.4,3,Center for Women's Health,Yes,Yes,Yes,Yes,Yes,Yes,Yes
COOPER INSTITUTE FOR ADVANCED REPRODUCTIVE MEDICINE,,HOUSTON,TEXAS,100%,0%,0%,0%,56%,0%,6%,18%,0%,0%,0%,0%,9%,0%,0%,14%,59%,"C. James Chuong, M.D.",10,3,2,2,0.3,0,0.5,0,0.3,0,0,0,=,=,=,=,0.333333333,0,0,0,0.333333333,0,0,0,0.111111111,0,0,0,0.1,0.333333333,0,0,4.7,4,4,3.5,0.333333333,=,0,=,0.333333333,=,0,=,0.666666667,=,=,=,0,0,0,0,=,=,=,=,=,=,=,=,3,0,0,=,4,=,Cooper Institute for Advanced Reproductive Medicine,Yes,Yes,Yes,Yes,Yes,Yes,Yes
"NORTH HOUSTON CENTER FOR REPRODUCTIVE MEDICINE, P.A.",,HOUSTON,TEXAS,100%,0%,0%,0%,46%,0%,0%,17%,7%,0%,9%,0%,23%,0%,6%,16%,22%,"Dorothy J. Roach, M.D.",38,17,15,4,47.4,0.411764706,0.333333333,0,36.8,0.352941176,0.2,0,-30.7,=,=,=,40,0.352941176,0.25,0,41.2,0.375,0.3,0,23.5,0.125,0.1,0,7.9,0,0.2,0.25,2.5,2.9,3.2,4.5,0.333333333,0.571428571,0.2,=,0,0,0.4,=,0.428571429,0.666666667,0.666666667,=,6,3,0,0,0.166666667,0,=,=,3,2.7,=,=,0,0,=,=,=,=,"North Houston Center for Reproductive Medicine, P.A.",No,No,Yes,No,Yes,Yes,Yes
OBSTETRICAL & GYNECOLOGICAL ASSOCIATES,,HOUSTON,TEXAS,100%,0%,0%,0%,60%,0%,1%,6%,2%,1%,6%,<1%,17%,10%,<1%,15%,42%,"George M. Grunert, M.D.",301,133,155,42,36.5,35.3,18.1,16.7,30.2,30.1,14.2,7.1,-10.4,-15.6,-11,-14.9,34.3,34.8,20.8,9.4,35.7,37.7,21.8,10.3,20.8,22.6,17.8,6.9,12,13.5,31.6,23.8,2.7,3,3.2,3.6,29.1,25.5,14.3,0.142857143,9.1,12.8,3.6,0,41.8,40,18.2,0.333333333,70,29,15,6,21.4,24.1,0.133333333,0,2.6,2.4,2.5,2.7,61,29,36.1,27.6,2.7,2.6,Obstetrical & Gynecological Associates,Yes,Yes,Yes,Yes,Yes,Yes,Yes
ADVANCED REPRODUCTIVE CARE CENTER OF IRVING,,IRVING,TEXAS,100%,0%,0%,0%,38%,0%,<1%,19%,5%,3%,3%,2%,12%,14%,5%,18%,19%,"Sy Q. Le, M.D.",84,29,34,10,31,24.1,35.3,0.3,26.2,13.8,29.4,0.2,-18.8,-25.1,-30.6,=,29.7,14.8,35.7,0.285714286,32.8,14.8,35.7,0.333333333,25.4,11.1,21.4,0.333333333,11.9,6.9,17.6,0.3,2.2,2.3,2.5,2,23.1,0.285714286,0.333333333,0,3.8,0,0,0,22.7,0.25,0.4,0,16,4,2,0,0.0625,0.25,0,=,2.1,2.5,2.5,=,7,1,0.428571429,0,2,1,Advanced Reproductive Care Center of Irving,Yes,No,Yes,Yes,Yes,Yes,Yes
WILFORD HALL MEDICAL CENTER,,LACKLAND AFB,TEXAS,100%,0%,0%,0%,43%,0%,0%,36%,2%,2%,<1%,<1%,32%,7%,4%,7%,8%,"Randal D. Robinson, M.D.",68,32,24,0,44.1,50,20.8,=,44.1,46.9,20.8,=,-23.6,-34.6,-32.5,=,45.5,48.4,25,=,46.9,50,0.277777778,=,31.3,26.7,0.222222222,=,2.9,3.1,16.7,=,2.8,3.1,3.5,=,26.7,0.3125,0.2,=,10,0.125,0,=,33.3,0.466666667,0.2,=,0,0,0,0,=,=,=,=,=,=,=,=,0,0,=,=,=,=,Wilford Hall Medical Center,No,No,No,No,Yes,Yes,Yes
"TEXAS FERTILITY, P.A.",,LEWISVILLE,TEXAS,100%,0%,0%,0%,62%,0%,4%,2%,3%,3%,7%,0%,13%,2%,0%,12%,58%,"Barry R. Jacobs, M.D.",32,8,6,4,6.3,0.125,0,0,3.1,0.125,0,0,-9.2,=,=,=,3.8,0.125,0,0,4.3,0.142857143,0,0,0,0,0,0,18.8,0,0.333333333,0.5,2.2,1.6,2.7,2.5,0.5,1,=,=,0,0,=,=,1,1,=,=,2,0,0,0,0,=,=,=,2.5,=,=,=,3,3,0.333333333,0,2,2,"Texas Fertility, P.A.",Yes,Yes,Yes,Yes,Yes,Yes,Pending
THE CENTRE FOR REPRODUCTIVE MEDICINE,,LUBBOCK,TEXAS,100%,0%,0%,0%,5%,0%,0%,9%,13%,0%,10%,0%,8%,<1%,<1%,31%,27%,"Janelle Dorsett, M.D.",56,9,15,6,46.4,0.111111111,0.333333333,0,42.9,0.111111111,0.333333333,0,-25.9,=,=,=,49,0.166666667,0.384615385,0,68.6,0.166666667,0.555555556,0,31.4,0.166666667,0.444444444,0,12.5,0.333333333,0.133333333,0.166666667,1.9,1.7,1.8,2,53.8,0,0.2,=,7.7,0,0,=,54.2,0,0.2,=,4,3,0,0,0,0.333333333,=,=,2,2.7,=,=,6,2,0.666666667,0.5,1.5,1.5,The Centre for Reproductive Medicine,Yes,Yes,Yes,Yes,Yes,Yes,Yes
FERTILITY CENTER OF SAN ANTONIO,,SAN ANTONIO,TEXAS,100%,0%,0%,0%,39%,0%,2%,20%,9%,8%,10%,3%,19%,4%,6%,5%,16%,"Joseph E. Martin, M.D.",124,47,67,26,55.6,42.6,26.9,38.5,50,38.3,20.9,7.7,-17.6,-27.8,-19.4,-17.9,53.9,41.9,28,10,54.4,41.9,28.6,10,30.7,23.3,18.4,10,7.3,8.5,25.4,23.1,2.6,3,3.4,3.6,30.4,25,0.333333333,0,13,15,0,0,43.5,0.444444444,0.357142857,0,35,19,13,7,22.9,0.473684211,0.538461538,0.142857143,2.6,2.2,3.4,2.4,15,8,0.466666667,0.25,2.5,2,Fertility Center of San Antonio,Yes,No,Yes,Yes,Yes,Yes,Yes
FERTILITY CONCEPTS,,SAN ANTONIO,TEXAS,100%,0%,0%,0%,67%,0%,0%,4%,4%,9%,26%,0%,0%,9%,0%,22%,26%,"Linda R. Ellsworth, M.D., Ph.D.",10,5,5,1,0.2,0.2,0,0,0.2,0.2,0,0,=,=,=,=,0.25,0.25,0,0,0.25,0.25,0,0,0.125,0.25,0,0,0.2,0.2,0.6,0,3.1,3.8,3.5,1,1,0,=,=,0,0,=,=,0.5,0,=,=,0,1,0,0,=,1,=,=,=,4,=,=,1,0,0,=,4,=,Fertility Concepts,Yes,Yes,Yes,Yes,Yes,Yes,Yes
INSTITUTE FOR WOMEN'S HEALTH,ADVANCED FERTILITY LABORATORY,SAN ANTONIO,TEXAS,100%,0%,0%,0%,63%,0%,0%,20%,12%,6%,3%,0%,15%,1%,6%,17%,20%,"Joseph R. Garza, M.D.",22,16,9,2,36.4,0.25,0.222222222,0,27.3,0.1875,0.111111111,0,-37.2,=,=,=,0.315789474,0.230769231,0.2,0,0.315789474,0.230769231,0.2,0,0.052631579,0.230769231,0.2,0,13.6,0.1875,0.444444444,0.5,3.6,3.9,3.8,2,0.375,0,0,=,0.25,0,0,=,0.833333333,0,0,=,4,0,0,0,0.25,=,=,=,3.5,=,=,=,8,1,0.125,1,3.4,3,"Institute for Women's Health, Advanced Fertility Laboratory",Yes,Yes,Yes,Yes,Yes,Yes,Yes
SOUTH TEXAS FERTILITY CENTER,UNIVERSITY OF TEXAS HEALTH SCIENCE CENTER--SAN ANTONIO,SAN ANTONIO,TEXAS,100%,0%,0%,0%,12%,0%,2%,9%,5%,8%,6%,3%,10%,7%,20%,26%,6%,"Robert G. Brzyski, M.D., Ph.D.",48,24,20,5,20.8,33.3,20,0,18.8,25,15,0,-22.1,-34.6,-30.6,=,24.3,0.333333333,0.230769231,0,25.7,0.375,0.230769231,0,11.4,0.25,0.230769231,0,22.9,25,35,0.2,2.9,3,2.4,4.3,0.4,0.25,0,=,0.2,0.125,0,=,0.555555556,0.333333333,0,=,6,3,0,1,0,0,=,0,2.5,2,=,4,15,10,0.4,0,2.9,2.4,"South Texas Fertility Center, University of Texas Health Science Center, San Antonio",Yes,Yes,Yes,Yes,Yes,Yes,Yes
CENTER OF REPRODUCTIVE MEDICINE,,WEBSTER,TEXAS,100%,0%,0%,0%,53%,0%,<1%,15%,2%,6%,4%,<1%,3%,22%,5%,31%,11%,"Vicki L. Schnell, M.D.",103,25,31,15,35,20,12.9,0,33,12,6.5,0,-18.2,-24.7,-15.1,=,35.1,12.5,7.4,0,35.8,12.5,8,0,26.3,8.3,8,0,5.8,4,12.9,0.466666667,3.2,3,2.5,3.9,22.2,0.4,0.25,=,5.6,0,0,=,26.5,0.333333333,0,=,6,1,1,1,0.166666667,0,0,0,3.3,4,3,3,12,0,0.75,=,3.4,=,Center of Reproductive Medicine,Yes,No,No,Yes,Yes,Yes,Yes
REPRODUCTIVE CARE CENTER,,SALT LAKE CITY,UTAH,100%,0%,0%,0%,34%,0%,0%,4%,<1%,2%,8%,0%,17%,0%,7%,28%,33%,"James S. Heiner, M.D.",49,8,11,2,40.8,0.125,0.363636364,0,38.8,0.125,0.181818182,0,-27.3,=,=,=,46.3,0.166666667,0.222222222,0,51.4,0.25,0.222222222,0,21.6,0,0,0,16.3,0.25,0.181818182,0,2.4,2.3,3.2,2.5,50,1,0.25,=,10,0,0.25,=,0.578947368,1,1,=,21,5,2,0,4.8,0.4,0.5,=,3,3.2,3,=,0,0,=,=,=,=,Reproductive Care Center,No,No,No,No,Yes,Yes,Yes
UTAH CENTER FOR REPRODUCTIVE MEDICINE,,SALT LAKE CITY,UTAH,100%,0%,0%,0%,55%,0%,0%,10%,2%,8%,4%,1%,24%,3%,7%,12%,29%,"Harry H. Hatasaka, M.D.",144,45,36,9,36.8,40,38.9,0.333333333,31.9,35.6,33.3,0.222222222,-15.3,-27.9,-30.8,=,35.9,39,34.3,0.285714286,36.5,40,34.3,0.285714286,27.8,25,25.7,0.285714286,11.1,8.9,2.8,0.222222222,2.3,2.6,2.8,2.7,24.5,0.333333333,0.142857143,0,0,0.055555556,0.214285714,0,23.9,0.375,0.25,0,30,6,7,3,30,0,0.142857143,0,3.2,2.7,3,2.7,24,11,20.8,0.090909091,2.3,2.6,Utah Center for Reproductive Medicine,Yes,Yes,Yes,No,Yes,Yes,Yes
