PrevClinName1,PrevClinName2,ClinCityCode,ClinStateCode,IVF_Rate,GIFT_Rate,ZIFT_Rate,Combo_Rate,ICSI_Rate,Unstimulated_Rate,Gest_Rate,Diag_TubalRate,Diag_OvulatoryRate,Diag_DORRate,Diag_EndometriosisRate,Diag_UterineRate,Diag_MaleRate,Diag_OtherRate,Diag_UnknownRate,Diag_ComboNoMaleRate,Diag_ComboMaleRate,MedicalDirector,FshNDCycle1,FshNDCycle2,FshNDCycle3,FshNDCycle4,FshNDPregRate1,FshNDPregRate2,FshNDPregRate3,FshNDPregRate4,FshNDLvBirthsRate1,FshNDLvBirthsRate2,FshNDLvBirthsRate3,FshNDLvBirthsRate4,FshCI1,FshCI2,FshCI3,FshCI4,FshNDRetsRate1,FshNDRetsRate2,FshNDRetsRate3,FshNDRetsRate4,FshNDTransRate1,FshNDTransRate2,FshNDTransRate3,FshNDTransRate4,FshNDSnglLB_TransRate1,FshNDSnglLB_TransRate2,FshNDSnglLB_TransRate3,FshNDSnglLB_TransRate4,FshNDCansRate1,FshNDCansRate2,FshNDCansRate3,FshNDCansRate4,FshNDEmbryosRate1,FshNDEmbryosRate2,FshNDEmbryosRate3,FshNDEmbryosRate4,FshNDTwinPregsRate1,FshNDTwinPregsRate2,FshNDTwinPregsRate3,FshNDTwinPregsRate4,FshNDTripPregsRate1,FshNDTripPregsRate2,FshNDTripPregsRate3,FshNDTripPregsRate4,FshNDMultInfsRate1,FshNDMultInfsRate2,FshNDMultInfsRate3,FshNDMultInfsRate4,ThwNDTransfers1,ThwNDTransfers2,ThwNDTransfers3,ThwNDTransfers4,ThwNDLvBirthsRate1,ThwNDLvBirthsRate2,ThwNDLvBirthsRate3,ThwNDLvBirthsRate4,ThwNDEmbryosRate1,ThwNDEmbryosRate2,ThwNDEmbryosRate3,ThwNDEmbryosRate4,FshDnrTransfers,ThwDnrTransfers,FshDnrLvBirthsRate,ThwDnrLvBirthsRate,FshDnrEmbryosRate,ThwDnrEmbryosRate,CurrClinNameAll,DonorEgg,DonorEmbryo,SingleWomen,Surrogates,Cryopreservation,SART_Member,Accreditation,state_code,
THE CENTER FOR REPRODUCTIVE HEALTH,,NASHVILLE,TENNESSEE,100%,0%,0%,0%,59%,0%,0%,4%,8%,14%,2%,0%,9%,1%,4%,11%,46%,"Jaime M. Vasquez, MD",34,9,6,3,41.2,0.555555556,0,0.333333333,38.2,0.444444444,0,0,(22.2Ð56.4),,,,39.4,0.444444444,0,0,40.6,0.444444444,0,0,34.4,0.111111111,0,0,2.9,0,0.166666667,0,4,3.4,3,3,0.214285714,0.4,=,0,0.071428571,0.2,=,0,0.153846154,0.75,=,=,8,1,0,0,0.25,0,=,=,3,3,=,=,19,7,0.368421053,0.285714286,3.8,4.4,The Center for Reproductive Health,Yes,Yes,Yes,Yes,Yes,Yes,Yes,TN,
NASHVILLE FERTILITY CENTER,,NASHVILLE,TENNESSEE,100%,0%,0%,0%,64%,0%,<1%,8%,4%,7%,9%,1%,16%,2%,3%,26%,25%,"George A. Hill, MD",172,61,51,9,45.3,44.3,31.4,0.333333333,39,37.7,27.5,0.111111111,(31.6Ð46.7),(25.6Ð51.0),(15.9Ð41.7),,44.7,43.4,37.8,0.125,46.5,46,37.8,0.125,28.5,28,32.4,0.125,12.8,13.1,27.5,0.111111111,2.3,2.8,3.2,3.6,33.3,29.6,0.125,0,3.8,3.7,0.0625,0,38.8,39.1,0.142857143,0,48,22,13,3,37.5,50,0.307692308,0,2.4,2.4,2.3,2.3,31,38,48.4,39.5,2.2,2.6,Nashville Fertility Center,Yes,Yes,Yes,Yes,Yes,Yes,Yes,TN,
DR. HAROLD BRUMLEY,,AUSTIN,TEXAS,100%,0%,0%,0%,72%,6%,0%,5%,0%,0%,30%,0%,0%,5%,50%,0%,10%,"Harold W. Brumley, MD",9,6,0,1,0.444444444,0.166666667,=,0,0.444444444,0.166666667,=,0,,,,,0.571428571,0.25,=,0,0.666666667,0.25,=,0,0.166666667,0.25,=,0,0.222222222,0.333333333,=,0,2.5,2.3,=,5,0.5,0,=,=,0.25,0,=,=,0.75,0,=,=,0,0,0,0,=,=,=,=,=,=,=,=,0,0,=,=,=,=,Dr. Harold Brumley,Yes,No,No,No,Yes,Yes,Pending,TX,
TEXAS FERTILITY CENTER,"DRS. VAUGHN, SILVERBERG AND HANSARD",AUSTIN,TEXAS,>99%,0%,<1%,0%,35%,0%,<1%,12%,5%,13%,14%,<1%,14%,5%,10%,13%,12%,"Kaylen M. Silverberg, MD",157,84,104,28,57.3,45.2,34.6,10.7,51.6,40.5,26.9,7.1,(43.5Ð59.6),(29.9Ð51.7),(18.7Ð36.5),(0.9Ð23.5),55.1,49.3,35.4,0.105263158,57.9,50.7,37.3,0.117647059,31.4,29.9,28,0.117647059,6.4,17.9,24,32.1,2.2,2.5,3,3.5,44.4,44.7,30.6,0,2.2,0,0,0,45.7,41.2,25,0,48,27,18,8,43.8,33.3,0.333333333,0,2.2,2.1,2.1,2,27,6,59.3,0.5,2.1,2.2,"Texas Fertility Center, Drs. Vaughn, Silverberg and Hansard",Yes,No,Yes,Yes,Yes,Yes,Yes,TX,
DR. JEFFREY YOUNGKIN,AUSTIN FERTILITY CENTER,AUSTIN,TEXAS,100%,0%,0%,0%,29%,0%,0%,15%,5%,5%,10%,0%,10%,0%,10%,25%,20%,"Jeffrey T. Youngkin, MD",7,5,5,0,0.571428571,0.2,0.2,=,0.571428571,0.2,0.2,=,,,,,0.571428571,0.25,0.25,=,0.571428571,0.25,0.333333333,=,0.428571429,0,0,=,0,0.2,0.2,=,2.4,2.5,2.7,=,0.25,0,1,=,0,1,0,=,0.25,1,1,=,0,1,1,0,=,0,0,=,=,1,1,=,0,0,=,=,=,=,"Dr. Jeffrey Youngkin, Austin Fertility Center",No,No,No,No,Yes,Yes,Pending,TX,
CENTER FOR ASSISTED REPRODUCTION,,BEDFORD,TEXAS,100%,0%,0%,0%,57%,0%,2%,20%,0%,16%,7%,2%,23%,22%,11%,0%,0%,"Kevin J. Doody, MD",229,98,78,23,44.1,22.4,26.9,4.3,38,21.4,19.2,4.3,(31.7Ð44.6),(13.8Ð30.9),(11.2Ð29.7),(0.1Ð21.9),38.5,23.1,20,4.8,39.4,26.6,22.4,0.066666667,21.7,19,17.9,0.066666667,1.3,7.1,3.8,8.7,1.9,1.9,1.9,2.1,41.6,36.4,19,0,2,4.5,0,0,44.8,28.6,0.2,0,80,39,20,5,37.5,38.5,10,0.2,1.9,1.9,2.1,1.8,31,37,61.3,32.4,1.9,1.8,Center for Assisted Reproduction,Yes,Yes,Yes,Yes,Yes,Yes,Yes,TX,
TRINITY INVITRO FERTILIZATION PROGRAM,,CARROLLTON,TEXAS,100%,0%,0%,0%,11%,0%,0%,7%,0%,4%,4%,0%,11%,30%,0%,7%,37%,"W. F. Howard, MD",6,0,1,1,0.166666667,=,0,0,0.166666667,=,0,0,,,,,1,=,=,=,1,=,=,=,1,=,=,=,0.833333333,=,1,1,2,=,=,=,0,=,=,=,0,=,=,=,0,=,=,=,3,0,1,0,0.333333333,=,0,=,2,=,2,=,6,7,0.333333333,0.428571429,2,1.6,Trinity InVitro Fertilization Program,Yes,Yes,Yes,Yes,Yes,Yes,Yes,TX,
"NATIONAL FERTILITY CENTER OF TEXAS, PA",,DALLAS,TEXAS,100%,0%,0%,0%,79%,0%,0%,4%,2%,2%,0%,0%,2%,0%,0%,55%,36%,"Brian M. Cohen, MD",18,14,9,0,0.5,0.071428571,0.222222222,=,0.444444444,0.071428571,0.111111111,=,,,,,0.571428571,0.083333333,0.125,=,0.615384615,0.111111111,0.125,=,0.230769231,0.111111111,0.125,=,0.222222222,0.142857143,0.111111111,=,2.5,2.8,2.5,=,0.555555556,0,0,=,0.111111111,0,0,=,0.625,0,0,=,2,4,0,0,0,0.75,=,=,2.5,3,=,=,6,1,0.666666667,0,2.5,2,This clinic has closed or reorganized since 2005.  Information on current clinic services and profile therefore is not provided here.  Contact the NASS Help Desk for current information about this clinic.,,,,,,,,TX,
PRESBYTERIAN HOSPITAL ARTS PROGRAM,,DALLAS,TEXAS,100%,0%,0%,0%,44%,0%,<1%,5%,6%,13%,3%,<1%,14%,2%,3%,19%,36%,"James Madden, MD",425,260,193,104,58.4,46.5,36.8,21.2,48.2,39.2,24.4,13.5,(43.4Ð53.1),(33.3Ð45.5),(18.5Ð31.0),(7.6Ð21.6),54.4,44.5,31.1,18.9,56.2,45.3,32.9,20,34.2,31.6,23.1,17.1,11.3,11.9,21.8,28.8,2,2.3,2.5,2.9,36.7,27.3,18.3,13.6,1.6,4.1,2.8,0,39,30.4,29.8,0.142857143,54,38,18,7,57.4,34.2,0.388888889,0.142857143,1.7,1.8,1.6,2,106,22,62.3,50,1.9,1.8,Presbyterian Hospital ARTS Program,Yes,Yes,No,Yes,Yes,Yes,Yes,TX,
TEXAS CENTER FOR REPRODUCTIVE HEALTH,,DALLAS,TEXAS,100%,0%,0%,0%,68%,0%,0%,7%,3%,4%,6%,<1%,20%,6%,2%,24%,27%,"Michael Putman, MD",67,43,28,7,52.2,44.2,50,0.142857143,46.3,34.9,32.1,0.142857143,(34.0Ð58.9),(21.0Ð50.9),(15.9Ð52.4),,47,39.5,37.5,0.2,54.4,45.5,42.9,0.2,33.3,30.3,33.3,0,1.5,11.6,14.3,0.285714286,2.2,2.6,3.1,2.4,34.3,0.263157895,0.071428571,0,8.6,0,0.071428571,1,38.7,0.333333333,0.222222222,1,23,13,5,1,56.5,0.230769231,0.4,0,2.2,2.7,3,2,14,6,0.571428571,0.5,1.9,2.2,Texas Center for Reproductive Health,Yes,Yes,No,Yes,Yes,Yes,Yes,TX,
THE WOMEN'S PLACE,,DALLAS,TEXAS,100%,0%,0%,0%,33%,0%,0%,38%,13%,3%,0%,0%,0%,0%,3%,13%,31%,"Lisa A. King, MD",11,12,1,3,0.090909091,0.166666667,0,0,0.090909091,0.166666667,0,0,,,,,0.1,0.181818182,0,0,0.1,0.181818182,0,0,0.1,0.090909091,0,0,0.090909091,0.083333333,0,0.666666667,2.2,2.6,1,4,0,0.5,=,=,0,0,=,=,0,0.5,=,=,3,1,0,0,0.333333333,0,=,=,3,1,=,=,0,1,=,1,=,3,The Women's Place,Yes,No,No,Yes,Yes,Yes,Yes,TX,
"SOUTHWEST CENTER FOR REPRODUCTIVE HEALTH, PA",,EL PASO,TEXAS,100%,0%,0%,0%,64%,0%,5%,25%,7%,7%,14%,2%,18%,0%,4%,8%,16%,"Luis S. Noble, MD",50,14,18,5,54,0.5,0.388888889,0.8,48,0.5,0.333333333,0.2,(33.7Ð62.6),,,,51.1,0.636363636,0.333333333,0.2,53.3,0.636363636,0.352941176,0.2,26.7,0.636363636,0.235294118,0.2,6,0.214285714,0,0,2.2,2.7,2.9,3.2,48.1,0.142857143,0.571428571,0.25,0,0,0,0,50,0,0.333333333,0,10,3,0,0,0.2,0.333333333,=,=,2.1,2.3,=,=,2,0,0.5,=,2,=,"Southwest Center for Reproductive Health, PA",Yes,Yes,Yes,Yes,Yes,Yes,No,TX,
BAYLOR ASSISTED REPRODUCTIVE TECHNOLOGY,,HOUSTON,TEXAS,100%,0%,0%,0%,62%,0%,0%,9%,2%,4%,5%,0%,39%,4%,7%,2%,29%,"Sandra A. Carson, MD",92,43,38,21,33.7,23.3,26.3,9.5,27.2,16.3,13.2,4.8,(18.4Ð37.4),(6.8Ð30.7),(4.4Ð28.1),(0.1Ð23.8),29.8,18.4,15.2,0.0625,32.1,21.2,16.1,0.066666667,20.5,12.1,3.2,0.066666667,8.7,11.6,13.2,23.8,3.1,2.8,3.4,3.1,32.3,0.2,0.3,0,6.5,0.1,0.3,0,36,0.428571429,0.8,0,18,14,7,1,0.277777778,0.071428571,0,0,3.1,3,2.3,3,16,12,0.3125,0.25,3.1,3.8,Baylor Assisted Reproductive Technology,Yes,Yes,Yes,No,Yes,Yes,Yes,TX,
CENTER FOR WOMEN'S HEALTH,,HOUSTON,TEXAS,100%,0%,0%,0%,70%,0%,0%,8%,0%,0%,42%,0%,0%,0%,0%,8%,42%,"James M. Wheeler, MD",5,2,3,0,0.4,0,0,=,0.4,0,0,=,,,,,0.666666667,0,0,=,0.666666667,0,0,=,0.666666667,0,0,=,0.4,0.5,0,=,3,3,3.3,=,0,=,=,=,0,=,=,=,0,=,=,=,2,0,0,0,0.5,=,=,=,2.5,=,=,=,0,0,=,=,=,=,Center for Women's Health,No,No,Yes,No,Yes,Yes,Yes,TX,
COOPER INSTITUTE FOR ADVANCED REPRODUCTIVE MEDICINE,,HOUSTON,TEXAS,100%,0%,0%,0%,66%,0%,0%,12%,1%,7%,1%,0%,10%,4%,0%,6%,59%,"C. James Chuong, MD",26,15,16,13,42.3,0.2,0.1875,0,30.8,0.133333333,0.0625,0,(14.3Ð51.8),,,,33.3,0.166666667,0.076923077,0,0.421052632,0.222222222,0.1,0,0.263157895,0.222222222,0.1,0,7.7,0.2,0.1875,0.384615385,3.5,3.4,4.5,2.1,0.454545455,0,0,=,0,0,0,=,0.375,0,0,=,6,0,1,0,0,=,0,=,3.5,=,6,=,12,0,0.5,=,3.4,=,Cooper Institute for Advanced Reproductive Medicine,Yes,Yes,Yes,Yes,Yes,Yes,Pending,TX,
HOUSTON INFERTILITY CLINIC,"SONJA KRISTIANSEN, MD",HOUSTON,TEXAS,100%,0%,0%,0%,82%,0%,0%,6%,1%,17%,2%,1%,35%,24%,8%,1%,5%,"Sonja B. Kristiansen, MD",37,18,11,2,43.2,0.333333333,0.545454545,0.5,32.4,0.277777778,0.272727273,0,(18.0Ð49.8),,,,35.3,0.294117647,0.3,0,40,0.357142857,0.333333333,0,20,0.357142857,0.333333333,0,8.1,0.055555556,0.090909091,0.5,2.3,2.3,2.2,1,0.4375,0.166666667,0.333333333,0,0,0.166666667,0,0,0.5,0,0,=,10,3,3,0,0.6,0,0,=,2.2,1.7,3.3,=,6,2,0.833333333,0.5,2,2,"Houston Infertility Clinic, Sonja Kristiansen, MD",Yes,Yes,Yes,Yes,Yes,Yes,Yes,TX,
HOUSTON IVF,,HOUSTON,TEXAS,100%,0%,0%,0%,95%,0%,1%,<1%,2%,3%,<1%,<1%,56%,1%,4%,<1%,30%,"Timothy N. Hickman, MD",119,62,39,23,52.1,46.8,51.3,30.4,47.1,38.7,38.5,21.7,(37.8Ð56.4),(26.6Ð51.9),(23.4Ð55.4),(7.5Ð43.7),47.5,41.4,39.5,23.8,47.9,42.9,40.5,23.8,32.5,25,21.6,23.8,0.8,6.5,2.6,8.7,2.3,2.9,3.5,3.5,33.9,31,35,0.285714286,6.5,13.8,5,0,32.1,41.7,0.466666667,0,10,6,2,3,0.6,0.666666667,0,0.333333333,2.7,2.3,2.5,2,30,1,66.7,1,2.1,3,Houston IVF,Yes,Yes,Yes,Yes,Yes,Yes,Yes,TX,
"NORTH HOUSTON CENTER FOR REPRODUCTIVE MEDICINE, PA",(NHCRM),HOUSTON,TEXAS,100%,0%,0%,0%,87%,0%,0%,9%,3%,0%,3%,0%,6%,3%,11%,9%,57%,"Dorothy J. Roach, MD",22,16,8,6,77.3,0.6875,0.5,0.5,68.2,0.6875,0.375,0.333333333,(45.1Ð86.1),,,,71.4,0.6875,0.375,0.4,71.4,0.6875,0.375,0.4,28.6,0.3125,0.375,0.4,4.5,0,0,0.166666667,2.1,2.4,2.9,3.2,0.529411765,0.545454545,0,0,0.058823529,0,0,0,0.6,0.545454545,0,0,7,2,3,0,0.428571429,1,0,=,1.9,2.5,3,=,4,0,0.75,=,2.5,=,"North Houston Center for Reproductive Medicine, PA, (NHCRM)",Yes,No,Yes,No,Yes,Yes,Yes,TX,
OBSTETRICAL & GYNECOLOGICAL ASSOCIATES,,HOUSTON,TEXAS,100%,0%,0%,0%,71%,0%,2%,8%,5%,2%,4%,<1%,11%,13%,2%,15%,39%,"George M. Grunert, MD",199,121,113,44,41.2,29.8,31,18.2,36.2,20.7,24.8,9.1,(29.5Ð43.3),(13.8Ð29.0),(17.1Ð33.8),(2.5Ð21.7),43.6,26.3,30.4,11.4,46.2,28.4,33.7,13.3,28.2,19.3,27.7,6.7,17.1,21.5,18.6,20.5,2.3,2.5,2.6,2.6,37.8,27.8,25.7,0.25,3.7,0,0,0,38.9,32,17.9,0.5,67,23,12,6,28.4,26.1,0.25,0,2.2,2,2.3,2.2,59,38,61,28.9,2,2.1,"Fertility Specialists of Houston, Obstetrical & Gynecological Associates",Yes,Yes,Yes,Yes,Yes,Yes,Yes,TX,
ADVANCED REPRODUCTIVE CARE CENTER OF IRVING,,IRVING,TEXAS,100%,0%,0%,0%,51%,0%,2%,14%,5%,13%,5%,2%,15%,4%,18%,11%,13%,"Sy Q. Le, MD",150,70,40,12,54.7,42.9,50,0.166666667,50.7,34.3,40,0.166666667,(42.4Ð58.9),(23.3Ð46.6),(24.9Ð56.7),,52.8,35.3,42.1,0.2,54.3,38.1,44.4,0.25,32.1,17.5,30.6,0.25,4,2.9,5,0.166666667,2.1,2.3,2.6,2.8,37.8,33.3,25,0,3.7,10,5,0,40.8,54.2,0.3125,0,37,17,7,3,32.4,0.411764706,0.285714286,0.666666667,2,2.4,2,3,20,9,50,0.222222222,2,2.1,Advanced Reproductive Care Center of Irving,Yes,Yes,Yes,Yes,Yes,Yes,Yes,TX,
WILFORD HALL MEDICAL CENTER,,LACKLAND AFB,TEXAS,100%,0%,0%,0%,42%,0%,0%,23%,<1%,1%,2%,<1%,24%,1%,2%,23%,22%,"Anthony M. Propst, MD",84,37,35,0,58.3,40.5,40,=,58.3,35.1,31.4,=,(47.1Ð69.0),(20.2Ð52.5),(16.9Ð49.3),,61.3,37.1,33.3,=,61.3,37.1,33.3,=,38.8,28.6,33.3,=,4.8,5.4,5.7,=,2.1,2.3,2.5,=,38.8,0.266666667,0.071428571,=,2,0,0,=,36.7,0.230769231,0,=,0,0,0,0,=,=,=,=,=,=,=,=,0,0,=,=,=,=,Wilford Hall Medical Center,No,No,No,No,Yes,Yes,Yes,TX,
TEXAS FERTILITY,,LEWISVILLE,TEXAS,100%,0%,0%,0%,76%,0%,0%,4%,0%,0%,0%,0%,0%,0%,0%,30%,67%,"Barry R. Jacobs, MD",11,7,4,3,0.272727273,0.285714286,0.25,0,0.272727273,0.285714286,0,0,,,,,0.3,0.285714286,0,0,0.333333333,0.333333333,0,0,0.333333333,0.333333333,0,0,0.090909091,0,0.25,0,2.2,2.2,2.5,3,0,0.5,0,=,0,0,0,=,0,0,=,=,0,0,1,0,=,=,1,=,=,=,2,=,1,0,0,=,2,=,Texas Fertility,Yes,Yes,Yes,Yes,Yes,Yes,Yes,TX,
THE CENTRE FOR REPRODUCTIVE MEDICINE,,LUBBOCK,TEXAS,100%,0%,0%,0%,13%,0%,2%,7%,4%,4%,8%,<1%,7%,6%,2%,31%,31%,"Janelle O. Dorsett, MD",66,8,10,2,57.6,0.25,0.7,0,54.5,0.125,0.4,0,(41.8Ð66.9),,,,57.1,0.125,0.4,0,60,0.125,0.444444444,=,40,0.125,0.222222222,=,4.5,0,0,0.5,1.6,2,2.3,=,34.2,0,0.285714286,=,0,0.5,0,=,33.3,0,0.5,=,5,3,1,1,0,0,0,0,2.6,2,3,4,10,7,0.6,0.285714286,2,2.6,The Centre for Reproductive Medicine,Yes,Yes,Yes,Yes,Yes,Yes,Yes,TX,
REPRODUCTIVE INSTITUTE OF SOUTH TEXAS,,MCALLEN,TEXAS,100%,0%,0%,0%,35%,0%,0%,0%,5%,5%,2%,3%,9%,0%,0%,44%,32%,"Esteban O. Brown, MD",19,20,9,3,0.526315789,40,0.333333333,0,0.421052632,25,0.333333333,0,,(8.7Ð49.1),,,0.421052632,25,0.333333333,0,0.444444444,0.263157895,0.375,0,0.277777778,0.210526316,0.25,0,0,0,0,0,2.7,2.5,3.4,2.5,0.3,0.125,0.333333333,=,0.1,0,0,=,0.375,0.2,0.333333333,=,2,4,0,0,0.5,0,=,=,3,3,=,=,2,0,1,=,3,=,Reproductive Institute of South Texas,Yes,No,Yes,Yes,Yes,No,Yes,TX,
FERTILITY CENTER OF SAN ANTONIO,,SAN ANTONIO,TEXAS,100%,0%,0%,0%,58%,0%,1%,14%,8%,4%,6%,2%,21%,4%,8%,17%,17%,"Joseph E. Martin, MD",149,60,41,21,55.7,43.3,39,19,43,33.3,29.3,4.8,(34.9Ð51.3),(21.7Ð46.7),(16.1Ð45.5),(0.1Ð23.8),45.4,34.5,31.6,0.055555556,47.4,37,34.3,0.058823529,30.4,27.8,25.7,0.058823529,5.4,3.3,7.3,14.3,2.2,2.3,2.5,2.5,33.7,23.1,0.3125,0,1.2,0,0,0,35.9,25,0.25,0,70,33,25,5,37.1,36.4,40,0.4,1.9,1.8,1.7,2.4,17,17,0.411764706,0.411764706,1.9,2,Fertility Center of San Antonio,Yes,No,Yes,Yes,Yes,Yes,Yes,TX,
FERTILITY CONCEPTS,,SAN ANTONIO,TEXAS,,,,,,,,0%,100%,0%,0%,0%,0%,0%,0%,0%,0%,"Linda R. Ellsworth, MD",0,0,0,0,=,=,=,=,=,=,=,=,,,,,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,0,0,0,0,=,=,=,=,=,=,=,=,0,0,=,=,=,=,Fertility Concepts,Yes,Yes,Yes,Yes,Yes,Yes,Yes,TX,
INSTITUTE FOR WOMEN'S HEALTH,ADVANCED FERTILITY LABORATORY,SAN ANTONIO,TEXAS,100%,0%,0%,0%,53%,0%,0%,5%,7%,10%,7%,4%,10%,1%,4%,28%,24%,"Joseph R. Garza, MD",30,19,10,4,33.3,0.105263158,0.1,0.25,33.3,0.105263158,0.1,0.25,(17.3Ð52.8),,,,50,0.222222222,0.5,0.5,50,0.222222222,0.5,1,35,0.222222222,0.5,1,33.3,0.526315789,0.8,0.5,3,3.4,4,4,0.2,0,0,1,0.1,0,0,0,0.3,0,0,0,1,2,2,1,0,0,0,0,4,3.5,4.5,1,0,1,=,0,=,3,"Institute for Women's Health, Advanced Fertility Laboratory",Yes,Yes,Yes,Yes,Yes,Yes,Yes,TX,
"PERINATAL AND FERTILITY SPECIALISTS, PA",,SAN ANTONIO,TEXAS,100%,0%,0%,0%,88%,0%,0%,8%,0%,15%,8%,8%,0%,0%,0%,39%,23%,"Gerard M. Honore, MD, PhD",5,0,1,2,0.2,=,0,0.5,0.2,=,0,0,,,,,0.2,=,0,0,0.2,=,0,0,0.2,=,0,0,0,=,0,0.5,3.2,=,2,1,0,=,=,0,0,=,=,0,0,=,=,=,2,0,0,0,0,=,=,=,4,=,=,=,2,1,0.5,0,3,1,"Perinatal and Fertility Specialists, PA",Yes,Yes,Yes,Yes,Yes,No,Yes,TX,
SOUTH TEXAS FERTILITY CENTER,,SAN ANTONIO,TEXAS,100%,0%,0%,0%,10%,0%,0%,23%,4%,4%,7%,2%,10%,5%,22%,13%,11%,"Robert G. Brzyski, MD",41,12,11,3,34.1,0.25,0.181818182,0,29.3,0.166666667,0.090909091,0,(16.1Ð45.5),,,,31.6,0.2,0.166666667,0,32.4,0.2,0.166666667,0,21.6,0.2,0.166666667,0,7.3,0.166666667,0.454545455,0,2.4,2.5,3,3,0.428571429,0.333333333,0,=,0,0,0,=,0.333333333,0,0,=,9,2,3,3,0.111111111,0,0.666666667,0.333333333,1.8,2,2,2,9,11,0.111111111,0.181818182,2.1,1.7,"South Texas Fertility Center, University of Texas Health Science CenterÐSan Antonio",Yes,Yes,Yes,Yes,Yes,Yes,Yes,TX,
HOUSTON FERTILITY INSTITUTE,,TOMBALL,TEXAS,100%,0%,0%,0%,83%,0%,<1%,8%,5%,26%,4%,<1%,16%,2%,10%,16%,12%,"Inderbir S. Gill, MD",130,45,38,10,49.2,46.7,21.1,0.3,42.3,40,7.9,0.3,(33.7Ð51.3),(25.7Ð55.7),(1.7Ð21.4),,45.8,47.4,9.4,0.428571429,51.4,50,9.4,0.428571429,28,25,3.1,0.428571429,7.7,15.6,15.8,0.3,3.1,3.2,3.1,3.6,40.6,52.4,0.125,0,9.4,9.5,0.125,0,45.5,0.5,0.666666667,0,24,7,2,3,41.7,0.142857143,0.5,0,3.3,2.7,3,4,33,11,60.6,0.363636364,3,3.4,Houston Fertility Institute,Yes,Yes,Yes,Yes,Yes,Yes,Yes,TX,
CENTER OF REPRODUCTIVE MEDICINE (CORM),,WEBSTER,TEXAS,100%,0%,0%,0%,58%,0%,1%,18%,23%,16%,13%,5%,14%,6%,3%,1%,1%,"Vicki L. Schnell, MD",148,51,20,14,43.2,25.5,35,0.214285714,33.8,17.6,15,0.142857143,(26.2Ð42.0),(8.4Ð30.9),(3.2Ð37.9),,36.2,19.6,0.176470588,0.2,37.6,20.5,0.176470588,0.2,22.6,13.6,0.117647059,0.2,6.8,9.8,15,0.285714286,2.3,2.4,2.8,3.3,37.5,0.461538462,0.142857143,0,6.3,0,0,0,40,0.333333333,0.333333333,0,16,11,4,3,0.3125,0.090909091,0,0.333333333,2.7,2.8,2.5,2.3,38,22,65.8,40.9,2.2,2.7,Center of Reproductive Medicine (CORM),Yes,No,Yes,Yes,Yes,Yes,Yes,TX,
REPRODUCTIVE CARE CENTER,,SALT LAKE CITY,UTAH,100%,0%,0%,0%,43%,0%,0%,10%,12%,1%,14%,<1%,29%,2%,4%,8%,18%,"Keith L. Blauer, MD",114,25,16,7,58.8,48,0.375,0.428571429,53.5,40,0.375,0.285714286,(43.9Ð62.9),(21.1Ð61.3),,,54,43.5,0.375,0.333333333,54,43.5,0.375,0.4,32.7,30.4,0.1875,0.4,0.9,8,0,0.142857143,2.3,3.3,3.1,4.2,40.3,0.083333333,0.333333333,0,1.5,0.166666667,0.166666667,0,39.3,0.3,0.5,0,29,8,3,0,41.4,0.25,0.333333333,=,2.7,2.8,3.7,=,3,2,1,0.5,2,2.5,Reproductive Care Center,Yes,Yes,No,Yes,Yes,Yes,Yes,UT,
UTAH CENTER FOR REPRODUCTIVE MEDICINE,,SALT LAKE CITY,UTAH,100%,0%,0%,0%,58%,0%,<1%,8%,2%,6%,4%,<1%,36%,2%,6%,11%,24%,"Harry H. Hatasaka, MD",183,76,27,9,48.1,42.1,37,0.111111111,45.9,38.2,37,0.111111111,(38.5Ð53.4),(27.2Ð50.0),(19.4Ð57.6),,51.2,44.6,0.526315789,0.166666667,56,48.3,0.526315789,0.166666667,28.7,31.7,0.421052632,0.166666667,10.4,14.5,29.6,0.333333333,2.2,2.4,2.4,2.8,48.9,34.4,0.2,0,4.5,3.1,0,0,48.8,34.5,0.2,0,50,13,7,3,26,0.153846154,0.285714286,0.333333333,2.7,2.8,2.9,3,28,10,67.9,0.3,2,3.4,Utah Center for Reproductive Medicine,Yes,Yes,Yes,Yes,Yes,Yes,Yes,UT,
VERMONT CENTER FOR REPRODUCTIVE MEDICINE,,BURLINGTON,VERMONT,100%,0%,0%,0%,33%,0%,0%,12%,4%,18%,3%,0%,26%,3%,17%,4%,15%,"Peter R. Casson, MD",34,29,13,14,41.2,34.5,0.153846154,0.142857143,32.4,31,0.076923077,0.071428571,(17.4Ð50.5),(15.3Ð50.8),,,37.9,37.5,0.125,0.1,40.7,39.1,0.142857143,0.1,33.3,30.4,0.142857143,0.1,14.7,17.2,0.384615385,0.285714286,2.2,2.3,3.1,3.1,0.285714286,0.2,0,0,0,0,0,0,0.181818182,0.222222222,0,0,6,6,1,0,0.333333333,0.166666667,0,=,2.5,2.7,3,=,5,2,0.6,0,1.8,2,Vermont Center for Reproductive Medicine,Yes,Yes,Yes,Yes,Yes,Yes,Yes,VT,
