PrevClinName1,PrevClinName2,ClinCityCode,ClinStateCode,IVF_Rate,GIFT_Rate,ZIFT_Rate,Combo_Rate,ICSI_Rate,Unstimulated_Rate,Gest_Rate,Diag_TubalRate,Diag_OvulatoryRate,Diag_DORRate,Diag_EndometriosisRate,Diag_UterineRate,Diag_MaleRate,Diag_OtherRate,Diag_UnknownRate,Diag_ComboNoMaleRate,Diag_ComboMaleRate,MedicalDirector,FshNDCycle1,FshNDCycle2,FshNDCycle3,FshNDCycle4,FshNDPregRate1,FshNDPregRate2,FshNDPregRate3,FshNDPregRate4,FshNDLvBirthsRate1,FshNDLvBirthsRate2,FshNDLvBirthsRate3,FshNDLvBirthsRate4,FshCI1,FshCI2,FshCI3,FshCI4,FshNDRetsRate1,FshNDRetsRate2,FshNDRetsRate3,FshNDRetsRate4,FshNDTransRate1,FshNDTransRate2,FshNDTransRate3,FshNDTransRate4,FshNDSingLvBirthRate1,FshNDSingLvBirthRate2,FshNDSingLvBirthRate3,FshNDSingLvBirthRate4,FshNDCansRate1,FshNDCansRate2,FshNDCansRate3,FshNDCansRate4,FshNDEmbryosRate1,FshNDEmbryosRate2,FshNDEmbryosRate3,FshNDEmbryosRate4,FshNDTwinPregsRate1,FshNDTwinPregsRate2,FshNDTwinPregsRate3,FshNDTwinPregsRate4,FshNDTripPregsRate1,FshNDTripPregsRate2,FshNDTripPregsRate3,FshNDTripPregsRate4,FshNDMultInfsRate1,FshNDMultInfsRate2,FshNDMultInfsRate3,FshNDMultInfsRate4,ThwNDTransfers1,ThwNDTransfers2,ThwNDTransfers3,ThwNDTransfers4,ThwNDLvBirthsRate1,ThwNDLvBirthsRate2,ThwNDLvBirthsRate3,ThwNDLvBirthsRate4,ThwNDEmbryosRate1,ThwNDEmbryosRate2,ThwNDEmbryosRate3,ThwNDEmbryosRate4,FshDnrTransfers,ThwDnrTransfers,FshDnrLvBirthsRate,ThwDnrLvBirthsRate,FshDnrEmbryosRate,ThwDnrEmbryosRate,CurrClinNameAll,DonorEgg,DonorEmbryo,SingleWomen,Surrogates,Cryopreservation,SART_Member,Accreditation
SOUTHEASTERN FERTILITY CENTER,,KNOXVILLE,TENNESSEE,100%,0%,0%,0%,44%,0%,0%,13%,3%,10%,5%,0%,42%,0%,27%,0%,0%,"Jeffrey A. Keenan, MD",18,3,2,4,0.333333333,0.333333333,0,0,0.277777778,0.333333333,0,0,,,,,0.3125,0.333333333,0,0,0.357142857,0.333333333,0,0,0.357142857,0.333333333,0,0,0.111111111,0,0,0.25,2.1,2.7,4,3.3,0,0,=,=,0,0,=,=,0,0,=,=,8,2,1,0,0.375,0,0,=,2.6,2.5,3,=,3,9,0.333333333,0.222222222,3.3,2.6,Southeastern Fertility Center,Yes,Yes,No,No,Yes,Yes,No
"KUTTEH KE FERTILITY ASSOCIATES OF MEMPHIS, PLLC",,MEMPHIS,TENNESSEE,100%,0%,0%,0%,66%,0%,0%,11%,9%,11%,6%,0%,15%,<1%,2%,18%,28%,"Raymond W. Ke, MD",99,40,23,7,60.6,35,26.1,0.285714286,51.5,35,17.4,0.142857143,(41.3-61.7),(20.6-51.7),(5.0-38.8),,54.3,35.9,19,0.142857143,59.3,37.8,19,0.142857143,31.4,16.2,19,0.142857143,5.1,2.5,8.7,0,2.7,3.1,3,3.6,43.3,0.357142857,0,0,8.3,0.214285714,0,0,47.1,0.571428571,0,0,12,5,1,0,0.333333333,0.2,0,=,2.7,2.2,3,=,11,2,0.727272727,0.5,2.5,2,"Kutteh Ke Fertility Associates of Memphis, PLLC",Yes,Yes,No,Yes,Yes,Yes,Yes
THE CENTER FOR REPRODUCTIVE HEALTH,,NASHVILLE,TENNESSEE,100%,0%,0%,0%,58%,0%,2%,5%,8%,13%,4%,0%,10%,<1%,6%,5%,48%,"Jaime M. Vasquez, MD",55,13,14,4,40,0.307692308,0.142857143,0.25,34.5,0.307692308,0.071428571,0,(22.2-48.6),,,,36.5,0.333333333,0.076923077,0,36.5,0.363636364,0.083333333,0,19.2,0.090909091,0.083333333,0,5.5,0.076923077,0.071428571,0,3.8,3.7,3.8,4,40.9,0.5,0,0,18.2,0.25,0,0,0.473684211,0.75,0,=,7,1,3,0,0.285714286,0,0,=,4,4,3.3,=,28,6,50,0,3.6,3.3,The Center for Reproductive Health,Yes,Yes,Yes,Yes,Yes,Yes,Yes
NASHVILLE FERTILITY CENTER,,NASHVILLE,TENNESSEE,100%,0%,0%,0%,63%,0%,<1%,4%,3%,7%,6%,1%,13%,2%,3%,27%,34%,"George A. Hill, MD",164,56,32,13,43.3,37.5,34.4,0.307692308,37.2,33.9,18.8,0.230769231,(29.8-45.1),(21.8-47.8),(7.2-36.4),,40.7,39.6,23.1,0.272727273,43,43.2,24,0.272727273,31,38.6,24,0.272727273,8.5,14.3,18.8,0.153846154,2.4,2.7,3.3,3.5,23.9,14.3,0,0,1.4,0,0,0,27.9,0.105263158,0,0,54,16,12,2,27.8,0.125,0.166666667,0,2.1,2.1,2.6,2,31,53,54.8,30.2,2.4,2.2,Nashville Fertility Center,Yes,Yes,Yes,Yes,Yes,Yes,Yes
DR. HAROLD BRUMLEY,,AUSTIN,TEXAS,100%,0%,0%,0%,50%,0%,0%,0%,0%,9%,30%,9%,9%,9%,22%,9%,4%,"Harold W. Brumley, MD",10,5,1,1,0.3,0.6,1,0,0.3,0.6,1,0,,,,,0.333333333,0.75,1,0,0.333333333,0.75,1,0,0.333333333,0.25,1,0,0.1,0.2,0,0,2.3,2.8,3,3,0,0.666666667,0,=,0,0,0,=,0,0.666666667,0,=,0,0,1,0,=,=,1,=,=,=,3,=,0,0,=,=,=,=,Dr. Harold Brumley,Yes,No,No,No,Yes,Yes,Yes
TEXAS FERTILITY CENTER,"DR'S. VAUGHN, SILVERBERG AND HANSARD",AUSTIN,TEXAS,100%,0%,0%,0%,27%,0%,0%,16%,5%,9%,16%,<1%,14%,<1%,8%,10%,21%,"Kaylen Silverberg, MD",176,92,87,44,48.3,44.6,27.6,20.5,42.6,39.1,21.8,13.6,(35.2-50.3),(29.1-49.9),(13.7-32.0),(5.2-27.4),44.6,41.4,25.7,16.2,45.2,41.9,26.4,16.7,27.7,26.7,20.8,11.1,4.5,5.4,14.9,15.9,2.4,3,3.3,3.4,35.3,34.1,20.8,0.222222222,7.1,9.8,4.2,0,38.7,36.1,0.210526316,0.333333333,54,28,26,4,37,39.3,15.4,0,2.4,2.4,2.5,2.3,5,0,0.4,=,2.6,=,"Texas Fertility Center, Dr's. Vaughn, Silverberg and Hansard",Yes,No,Yes,Yes,Yes,Yes,Yes
DR. JEFFREY YOUNGKIN,AUSTIN FERTILITY CENTER,AUSTIN,TEXAS,100%,0%,0%,0%,22%,0%,0%,8%,8%,3%,13%,3%,20%,5%,5%,23%,15%,"Jeffrey T. Youngkin, MD",16,9,6,1,0.375,0.555555556,0,1,0.375,0.555555556,0,1,,,,,0.428571429,0.625,0,1,0.428571429,0.625,0,1,0.214285714,0.625,0,1,0.125,0.111111111,0.5,0,2.9,2.4,3.3,6,0.166666667,0,=,0,0.333333333,0,=,0,0.5,0,=,0,5,0,1,0,0.2,=,0,=,2.8,=,1,=,0,0,=,=,=,=,"Dr. Jeffrey Youngkin, Austin Fertility Center",No,No,No,No,Yes,Yes,Yes
CENTER FOR ASSISTED REPRODUCTION,,BEDFORD,TEXAS,100%,0%,0%,0%,64%,<1%,<1%,18%,<1%,16%,4%,<1%,28%,18%,15%,0%,<1%,"Kevin J. Doody, MD",179,90,42,22,35.8,27.8,26.2,9.1,31.3,21.1,19,0,(24.6-38.6),(13.2-31.0),(8.6-34.1),(0.0-15.4),32,22.1,22.2,0,35,25.3,28.6,0,20.6,20,25,0,2.2,4.4,14.3,9.1,1.9,1.9,2.1,2.2,40.6,20,0.090909091,0,0,0,0,0,41.1,0.210526316,0.125,=,74,39,17,5,25.7,23.1,0.411764706,0.2,1.8,1.8,2.1,2,46,41,52.2,22,1.9,1.9,Center for Assisted Reproduction,Yes,Yes,Yes,Yes,Yes,Yes,Yes
TRINITY INVITRO FERTILIZATION PROGRAM,,CARROLLTON,TEXAS,100%,0%,0%,0%,70%,0%,0%,10%,5%,5%,15%,3%,23%,0%,0%,8%,31%,"W. F. Howard, MD",14,1,7,0,0.285714286,0,0,=,0.285714286,0,0,=,,,,,0.307692308,=,0,=,0.363636364,=,=,=,0.181818182,=,=,=,0.071428571,1,0.142857143,=,2,=,=,=,0.75,=,=,=,0,=,=,=,0.5,=,=,=,5,0,0,0,0,=,=,=,1.6,=,=,=,5,1,0.4,0,1.6,2,Trinity InVitro Fertilization Program,Yes,No,Yes,Yes,Yes,Yes,Yes
BAYLOR CENTER FOR REPRODUCTIVE HEALTH,,DALLAS,TEXAS,100%,0%,0%,0%,77%,0%,0%,11%,4%,6%,3%,0%,19%,6%,<1%,24%,26%,"Michael Putman, MD",73,24,27,6,45.2,37.5,18.5,0.333333333,41.1,37.5,7.4,0.333333333,(29.7-53.2),(18.8-59.4),(0.9-24.3),,42.9,42.9,8.3,0.333333333,47.6,0.529411765,9.5,0.4,34.9,0.235294118,4.8,0.4,4.1,12.5,11.1,0,2.4,2.6,2.9,3,27.3,0.333333333,0.2,0,0,0.222222222,0,0,26.7,0.555555556,0.5,0,28,9,5,1,35.7,0.111111111,0.4,0,2.4,2.7,3,3,14,8,0.428571429,0.375,2.1,2.3,Texas Center for Reproductive Health,Yes,No,No,Yes,Yes,Yes,Yes
"NATIONAL FERTILITY CENTER OF TEXAS, PA",,DALLAS,TEXAS,100%,0%,0%,0%,79%,0%,0%,5%,0%,6%,0%,0%,5%,2%,0%,46%,37%,"Brian M. Cohen, MD",24,15,10,3,37.5,0.466666667,0.3,0,29.2,0.466666667,0.3,0,(12.6-51.1),,,,35,0.5,0.5,0,0.388888889,0.583333333,0.6,0,0.277777778,0.416666667,0.4,0,16.7,0.066666667,0.4,0.333333333,2.9,2.6,2.6,3,0.222222222,0.285714286,0.333333333,=,0.111111111,0,0,=,0.285714286,0.285714286,0.333333333,=,2,4,1,0,0,0.25,0,=,2.5,2.3,2,=,3,0,0.666666667,=,2,=,This clinic has closed or reorganized since 2004.  Information on current clinic services and profile therefore is not provided here.  Contact the NASS Help Desk for current information about this clinic.,,,,,,,
PRESBYTERIAN HOSPITAL ARTS PROGRAM,,DALLAS,TEXAS,100%,0%,0%,0%,46%,0%,<1%,5%,7%,13%,5%,<1%,16%,3%,4%,20%,27%,"James Madden, MD",507,259,176,74,58.6,46.7,31.8,16.2,52.1,41.7,22.7,8.1,(47.6-56.5),(35.6-48.0),(16.8-29.6),(3.0-16.8),58,48,30.5,13.6,59.1,48.9,32,14,31.1,28.1,23.2,7,10.3,13.1,25.6,40.5,2.2,2.3,2.4,2.8,43.8,40.5,28.6,0.25,5.1,5.8,1.8,0,47.3,42.6,27.5,0.5,59,17,14,4,47.5,0.294117647,0.5,0.75,1.7,1.6,1.7,1.5,111,23,67.6,34.8,1.9,1.9,Presbyterian Hospital ARTS Program,Yes,Yes,No,Yes,Yes,Yes,Yes
THE WOMEN'S PLACE,,DALLAS,TEXAS,100%,0%,0%,0%,22%,0%,4%,34%,9%,9%,0%,6%,16%,0%,3%,19%,3%,"Lisa A. King, MD",10,7,9,1,0.3,0,0.222222222,0,0.3,0,0.222222222,0,,,,,0.3,0,0.285714286,0,0.375,0,0.333333333,0,0,0,0.166666667,0,0,0,0.222222222,0,2.1,2.5,2.7,2,1,=,0.5,=,0,=,0,=,1,=,0.5,=,3,0,0,0,0,=,=,=,1.7,=,=,=,1,1,0,0,2,3,The Women's Place,Yes,No,No,Yes,Yes,Yes,Yes
"OFFICE OF FRANK DE LEON, MD",,FORT WORTH,TEXAS,100%,0%,0%,0%,25%,0%,0%,45%,5%,5%,0%,10%,0%,0%,0%,30%,5%,"Frank D. De Leon, MD",5,4,4,2,0.4,0,0.25,0,0.4,0,0.25,0,,,,,0.4,0,0.25,0,0.4,0,0.333333333,0,0.4,0,0.333333333,0,0,0,0,0,2.6,2.8,2.3,2,0,=,0,=,0,=,0,=,0,=,0,=,1,1,0,0,0,0,=,=,1,3,=,=,2,0,1,=,2,=,"Office of Frank De Leon, MD",Yes,No,Yes,No,Yes,No,Yes
BAYLOR ASSISTED REPRODUCTIVE TECHNOLOGY,,HOUSTON,TEXAS,100%,0%,0%,0%,63%,0%,0%,8%,<1%,9%,4%,0%,40%,3%,7%,2%,26%,"Sandra A. Carson, MD",92,31,42,13,43.5,29,21.4,0.230769231,35.9,25.8,11.9,0.076923077,(26.1-46.5),(11.9-44.6),(4.0-25.6),,37.9,27.6,13.9,0.166666667,40.2,27.6,15.2,0.166666667,19.5,17.2,12.1,0.166666667,5.4,6.5,14.3,0.538461538,3.2,3.1,3.5,3.5,22.5,0.333333333,0.222222222,0,20,0.111111111,0,0.333333333,51.5,0.375,0.2,0,20,7,10,3,20,0.285714286,0.2,0,3.6,3.6,3.3,2,15,12,0.333333333,0.083333333,3.3,3.6,Baylor Assisted Reproductive Technology,Yes,Yes,Yes,No,Yes,Yes,Yes
CENTER FOR WOMEN'S HEALTH,,HOUSTON,TEXAS,100%,0%,0%,0%,20%,0%,0%,14%,0%,0%,0%,0%,0%,0%,0%,71%,14%,"James M. Wheeler, MD",1,3,1,0,0,0,0,=,0,0,0,=,,,,,0,=,=,=,0,=,=,=,0,=,=,=,0,1,1,=,2,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,0,1,0,0,=,0,=,=,=,3,=,=,0,0,=,=,=,=,Center for Women's Health,No,No,Yes,No,Yes,Yes,Yes
COOPER INSTITUTE FOR ADVANCED REPRODUCTIVE MEDICINE,,HOUSTON,TEXAS,100%,0%,0%,0%,57%,0%,2%,15%,2%,3%,3%,0%,10%,3%,0%,7%,57%,"C. James Chuong, MD",22,8,8,6,27.3,0.125,0.375,0.166666667,22.7,0.125,0.125,0,(7.8-45.4),,,,22.7,0.125,0.125,0,0.3125,0.2,0.2,0,0.0625,0.2,0.2,0,0,0,0,0.5,4.3,4.2,4.4,3.7,0.333333333,0,0.333333333,0,0.333333333,0,0,0,0.8,0,0,=,3,1,1,0,0.333333333,1,0,=,4.3,6,2,=,5,1,0.8,1,4.4,5,Cooper Institute for Advanced Reproductive Medicine,Yes,Yes,Yes,Yes,Yes,Yes,Pending
HOUSTON INFERTILITY CLINIC,"SONJA KRISTIANSEN, MD",HOUSTON,TEXAS,100%,0%,0%,0%,55%,0%,0%,12%,4%,10%,1%,0%,35%,12%,12%,1%,12%,"Sonja B. Kristiansen, MD",37,13,7,3,37.8,0.461538462,0.428571429,0.333333333,29.7,0.384615385,0.142857143,0,(15.9-47.0),,,,39.3,0.555555556,0.142857143,0,42.3,0.555555556,0.142857143,0,34.6,0.555555556,0.142857143,0,24.3,0.307692308,0,0,2.6,2.2,2.7,3.7,0.142857143,0,0,0,0,0,0,0,0.181818182,0,0,=,17,4,2,2,0.176470588,0.5,0,0.5,2.6,2.5,2.5,3.5,5,1,0.4,0,2.8,3,"Houston Infertility Clinic, Sonja Kristiansen, MD",Yes,Yes,Yes,Yes,Yes,Yes,Yes
HOUSTON IVF,,HOUSTON,TEXAS,100%,0%,0%,0%,97%,0%,3%,1%,2%,6%,2%,<1%,58%,<1%,3%,3%,24%,"Timothy N. Hickman, MD",100,52,31,14,57,53.8,45.2,0.357142857,54,44.2,38.7,0.214285714,(43.7-64.0),(30.5-58.7),(21.8-57.8),,54,44.2,40,0.214285714,54.5,45.1,41.4,0.214285714,26.3,29.4,27.6,0.142857143,0,0,3.2,0,2.6,3,3.8,3.7,42.1,28.6,0.357142857,0.2,15.8,10.7,0,0,51.9,34.8,0.333333333,0.333333333,5,1,0,0,0.4,0,=,=,3,2,=,=,22,4,63.6,0.25,2.2,2.8,Houston IVF,Yes,Yes,Yes,Yes,Yes,Yes,Yes
INFERTILITY CENTER OF HOUSTON,,HOUSTON,TEXAS,100%,0%,0%,0%,89%,0%,0%,15%,6%,9%,3%,0%,9%,3%,5%,22%,29%,"Michael A. Allon, MD",42,19,19,8,40.5,0.263157895,0.157894737,0,31,0.263157895,0.105263158,0,(17.6-47.1),,,,31.7,0.263157895,0.105263158,0,32.5,0.263157895,0.117647059,0,25,0.210526316,0.117647059,0,2.4,0,0,0,2.3,2.6,2.7,2.9,0.176470588,0.2,0,=,0,0,0,=,0.230769231,0.2,0,=,8,2,1,1,0.125,0,0,0,3.1,3.5,4,2,7,2,0.714285714,0.5,2.4,3,This clinic has closed or reorganized since 2004.  Information on current clinic services and profile therefore is not provided here.  Contact the NASS Help Desk for current information about this clinic.,,,,,,,
"NORTH HOUSTON CENTER FOR REPRODUCTIVE MEDICINE, PA",(NHCRM),HOUSTON,TEXAS,100%,0%,0%,0%,89%,0%,0%,0%,2%,2%,3%,0%,5%,0%,9%,20%,60%,"Dorothy J. Roach, MD",28,13,5,6,71.4,0.384615385,0.2,0,57.1,0.307692308,0.2,0,(37.2-75.5),,,,57.1,0.307692308,0.2,0,59.3,0.307692308,0.2,0,44.4,0.230769231,0.2,0,0,0,0,0,2.3,2.5,2.6,3,20,0.4,0,=,10,0,0,=,0.25,0.25,0,=,0,4,1,0,=,0.25,0,=,=,2.3,1,=,6,0,0.333333333,=,2.7,=,"North Houston Center for Reproductive Medicine, PA, (NHCRM)",Yes,No,Yes,No,Yes,Yes,Yes
OBSTETRICAL & GYNECOLOGICAL ASSOCIATES,,HOUSTON,TEXAS,100%,0%,0%,0%,68%,0%,2%,7%,2%,2%,5%,<1%,14%,12%,2%,13%,43%,"George M. Grunert, MD",237,98,106,35,40.1,33.7,19.8,22.9,33.3,24.5,14.2,20,(27.4-39.7),(16.4-34.2),(8.1-22.3),(8.4-36.9),38.9,30,17.6,25.9,42.5,31.6,19.2,26.9,29.6,22.4,14.1,26.9,14.3,18.4,19.8,22.9,2.3,2.6,2.8,3.2,26.3,18.2,19,0,2.1,12.1,0,0,30.4,29.2,0.266666667,0,62,21,22,4,25.8,38.1,27.3,0.25,2.4,2.3,2,2,66,41,50,34.1,2.2,2.3,Obstetrical & Gynecological Associates,Yes,Yes,Yes,Yes,Yes,Yes,Yes
ADVANCED REPRODUCTIVE CARE CENTER OF IRVING,,IRVING,TEXAS,100%,0%,0%,0%,52%,0%,0%,10%,4%,<1%,3%,<1%,13%,18%,4%,17%,31%,"Sy Q. Le, MD",108,59,32,8,49.1,39,31.3,0.375,45.4,33.9,21.9,0.25,(35.8-55.2),(22.1-47.4),(9.3-40.0),,47.6,36.4,25.9,0.285714286,48.5,39.2,30.4,0.333333333,30.7,23.5,26.1,0.166666667,4.6,6.8,15.6,0.125,2.2,2.5,2.8,2.7,43.4,34.8,0,0.333333333,1.9,0,0.1,0,36.7,40,0.142857143,0.5,18,17,10,0,0.166666667,0.058823529,0.1,=,2.2,2.1,2.4,=,26,8,53.8,0.125,2.1,2.5,Advanced Reproductive Care Center of Irving,Yes,No,Yes,Yes,Yes,Yes,Yes
WILFORD HALL MEDICAL CENTER,,LACKLAND AFB,TEXAS,100%,0%,0%,0%,48%,0%,0%,24%,<1%,<1%,2%,<1%,28%,<1%,3%,22%,20%,"Anthony M. Propst, MD",88,35,30,0,56.8,45.7,20,=,46.6,34.3,16.7,=,(35.9-57.5),(19.1-52.2),(5.6-34.7),,47.1,37.5,19.2,=,48.2,38.7,19.2,=,28.2,25.8,11.5,=,1.1,8.6,13.3,=,2.1,2.2,2.6,=,36,0.25,0.5,=,0,0.0625,0,=,41.5,0.333333333,0.4,=,0,0,0,0,=,=,=,=,=,=,=,=,0,0,=,=,=,=,Wilford Hall Medical Center,No,No,No,No,Yes,Yes,Yes
TEXAS FERTILITY,,LEWISVILLE,TEXAS,100%,0%,0%,0%,60%,0%,0%,5%,0%,5%,5%,0%,10%,0%,0%,20%,55%,"Barry R. Jacobs, MD",11,2,1,0,0.272727273,0.5,0,=,0.181818182,0.5,0,=,,,,,0.181818182,0.5,0,=,0.181818182,0.5,0,=,0.181818182,0,0,=,0,0,0,=,2,2,2,=,0,1,=,=,0,0,=,=,0,1,=,=,0,0,0,0,=,=,=,=,=,=,=,=,1,0,0,=,2,=,Texas Fertility,Yes,Yes,Yes,Yes,Yes,Yes,Yes
THE CENTRE FOR REPRODUCTIVE MEDICINE,,LUBBOCK,TEXAS,100%,0%,0%,0%,9%,0%,0%,14%,7%,5%,8%,0%,9%,4%,3%,29%,20%,"Janelle O. Dorsett, MD",46,15,1,6,43.5,0.6,0,0,41.3,0.533333333,0,0,(27.0-56.8),,,,44.2,0.533333333,=,0,51.4,0.571428571,=,0,24.3,0.428571429,=,0,6.5,0,1,0.166666667,1.9,2.1,=,1.8,50,0.222222222,=,=,0,0,=,=,0.526315789,0.25,=,=,7,3,0,0,0.285714286,0.333333333,=,=,2.1,1.3,=,=,7,3,0.571428571,0.666666667,1.7,3,The Centre for Reproductive Medicine,Yes,Yes,Yes,Yes,Yes,Yes,Yes
REPRODUCTIVE INSTITUTE OF SOUTH TEXAS,,McALLEN,TEXAS,100%,0%,0%,0%,41%,0%,2%,10%,0%,0%,1%,0%,7%,8%,0%,37%,38%,"Esteban O. Brown, MD",33,20,10,2,51.5,65,0.7,0,51.5,50,0.7,0,(33.5-69.2),(27.2-72.8),,,53.1,0.526315789,0.7,0,54.8,0.555555556,0.7,0,25.8,0.166666667,0.5,0,3,5,0,0,2.7,2.9,2.7,4.5,0.235294118,0.461538462,0.142857143,=,0.294117647,0.076923077,0.142857143,=,0.529411765,0.7,0.285714286,=,5,2,0,0,0.4,0.5,=,=,1.8,3,=,=,1,0,0,=,4,=,Reproductive Institute of South Texas,Yes,No,Yes,Yes,Yes,No,Yes
FERTILITY CENTER OF SAN ANTONIO,,SAN ANTONIO,TEXAS,100%,0%,0%,0%,49%,0%,2%,9%,10%,7%,6%,2%,19%,5%,10%,12%,20%,"Joseph E. Martin, MD",173,58,53,23,46.2,44.8,41.5,26.1,39.3,34.5,34,13,(32.0-47.0),(22.5-48.1),(21.5-48.3),(2.8-33.6),44.7,36.4,38.3,15,48.2,36.4,40.9,15,34,25.5,31.8,15,12.1,5.2,11.3,13,2.2,2.2,3,2.7,30,23.1,9.1,0,2.5,3.8,9.1,0,29.4,30,0.222222222,0,63,29,14,3,49.2,44.8,0.571428571,0,2,1.9,1.9,1.3,17,7,0.647058824,0.571428571,2.1,2,Fertility Center of San Antonio,Yes,No,Yes,Yes,Yes,Yes,Yes
FERTILITY CONCEPTS,,SAN ANTONIO,TEXAS,100%,0%,0%,0%,75%,0%,0%,10%,30%,0%,10%,0%,0%,0%,0%,40%,10%,"Linda R. Ellsworth, MD, PhD",2,3,1,2,0.5,0.333333333,0,0.5,0.5,0.333333333,0,0.5,,,,,0.5,0.5,0,1,0.5,0.5,0,1,0.5,0.5,0,1,0,0.333333333,0,0.5,4,5,6,6,0,0,=,0,0,0,=,0,0,0,=,0,0,0,0,0,=,=,=,=,=,=,=,=,1,0,0,=,4,=,Fertility Concepts,Yes,Yes,Yes,Yes,Yes,Yes,Yes
INSTITUTE FOR WOMEN'S HEALTH,ADVANCED FERTILITY LABORATORY,SAN ANTONIO,TEXAS,100%,0%,0%,0%,55%,0%,0%,10%,0%,3%,8%,3%,14%,3%,0%,34%,27%,"Joseph R. Garza, MD",22,11,16,4,36.4,0.272727273,0.125,0,36.4,0.181818182,0.125,0,(17.2-59.3),,,,0.5,0.222222222,0.333333333,0,0.5,0.222222222,0.333333333,0,0.1875,0.111111111,0.333333333,0,27.3,0.181818182,0.625,0.5,3.4,3.4,3.8,5.5,0.625,0,0,=,0,0.333333333,0,=,0.625,0.5,0,=,5,6,2,1,0.4,0.333333333,0,0,3.6,2.7,1.5,1,1,2,0,0,3,4,"Institute for Women's Health, Advanced Fertility Laboratory",Yes,Yes,Yes,Yes,Yes,Yes,Yes
"PERINATAL AND FERTILITY SPECIALISTS OF SAN ANTONIO, PA",,SAN ANTONIO,TEXAS,100%,0%,0%,0%,70%,0%,0%,7%,0%,36%,29%,0%,7%,0%,7%,14%,0%,"Gerard M. Honore, MD, PhD",5,3,1,1,0.4,0,0,0,0.4,0,0,0,,,,,0.5,0,0,=,0.5,0,0,=,0.25,0,0,=,0.2,0.333333333,0,1,3.8,3.5,1,=,0.5,=,=,=,0,=,=,=,0.5,=,=,=,0,0,0,0,=,=,=,=,=,=,=,=,3,1,0.333333333,0,4,4,"Perinatal and Fertility Specialists of San Antonio, PA",Yes,No,Yes,Yes,Yes,No,Yes
SOUTH TEXAS FERTILITY CENTER,,SAN ANTONIO,TEXAS,100%,0%,0%,0%,8%,0%,1%,20%,9%,10%,13%,2%,8%,8%,12%,11%,9%,"Robert G. Brzyski, MD, PhD",40,13,15,5,15,0.384615385,0.466666667,0.2,15,0.384615385,0.266666667,0,(5.7-29.8),,,,16.7,0.416666667,0.307692308,0,17.6,0.454545455,0.307692308,0,11.8,0.454545455,0.153846154,0,10,0.076923077,0.133333333,0,2.2,2.6,3.1,2.8,0.333333333,0,0.428571429,0,0,0,0,0,0.333333333,0,0.5,=,10,9,3,1,0.3,0.111111111,0,0,2.3,2.1,2.3,1,6,1,0.166666667,1,2.2,3,South Texas Fertility Center,Yes,Yes,Yes,Yes,Yes,Yes,Yes
HOUSTON FERTILITY INSTITUTE,,TOMBALL,TEXAS,100%,0%,0%,0%,90%,0%,0%,11%,5%,21%,4%,1%,19%,1%,13%,12%,13%,"Inderbir S. Gill, MD",117,43,33,14,48.7,34.9,27.3,0.142857143,46.2,30.2,15.2,0.142857143,(36.9-55.6),(17.2-46.1),(5.1-31.9),,50.5,31,16.7,0.166666667,52.9,31.7,17.9,0.2,28.4,24.4,14.3,0.2,8.5,2.3,9.1,0.142857143,3.4,3.2,3.3,4.2,35.1,0.133333333,0.222222222,0,12.3,0.133333333,0.111111111,0,46.3,0.230769231,0.2,0,16,3,8,1,0.375,0.333333333,0.25,0,3.4,1.7,3,3,27,8,44.4,0.25,3.1,3,Houston Fertility Institute,Yes,Yes,Yes,Yes,Yes,Yes,Yes
CENTER OF REPRODUCTIVE MEDICINE (CORM),,WEBSTER,TEXAS,100%,0%,0%,0%,57%,1%,1%,20%,10%,3%,12%,2%,14%,22%,3%,10%,6%,"Vicki L. Schnell, MD",71,37,32,6,38,24.3,21.9,0,29.6,18.9,6.3,0,(19.3-41.6),(8.0-35.2),(0.8-20.8),,35,25.9,7.4,0,36.2,28,8.3,0,25.9,12,8.3,0,15.5,27,15.6,0.833333333,2.6,3.3,3.5,2,29.6,0.444444444,0.142857143,=,7.4,0,0,=,28.6,0.571428571,0,=,13,7,5,1,0.076923077,0.142857143,0.2,1,2.4,2.6,2.6,3,38,20,55.3,15,2.3,2.4,Center of Reproductive Medicine (CORM),Yes,No,Yes,Yes,Yes,Yes,Yes
REPRODUCTIVE CARE CENTER,,SALT LAKE CITY,UTAH,100%,0%,0%,0%,39%,0%,0%,8%,12%,3%,15%,<1%,28%,<1%,4%,8%,21%,"Keith L. Blauer, MD",109,28,17,6,56,53.6,0.411764706,0,50.5,53.6,0.352941176,0,(40.7-60.2),(33.9-72.5),,,55,71.4,0.352941176,0,55.6,71.4,0.352941176,0,30.3,52.4,0.235294118,0,8.3,25,0,0,2.3,3,3.2,3,41,0.2,0.285714286,=,4.9,0.066666667,0,=,45.5,0.266666667,0.333333333,=,25,6,1,1,16,0.333333333,1,0,2.6,2.7,3,1,1,0,0,=,2,=,Reproductive Care Center,Yes,Yes,No,Yes,Yes,Yes,Yes
