OrderID,PrevClinName1,PrevClinName2,ClinCityCode,ClinStateCode,IVF_Rate,GIFT_Rate,ZIFT_Rate,Combo_Rate,ICSI_Rate,Unstimulated_Rate,Gest_Rate,PGD_Rate,eSETTotal,Diag_TubalRate,Diag_OvulatoryRate,Diag_DORRate,Diag_EndometriosisRate,Diag_UterineRate,Diag_MaleRate,Diag_OtherRate,Diag_UnknownRate,Diag_ComboNoMaleRate,Diag_ComboMaleRate,MedicalDirector,FshNDCycle1,FshNDCycle2,FshNDCycle3,FshNDCycle4,FshNDCycle5,FshNDImplant1,FshNDImplant2,FshNDImplant3,FshNDImplant4,FshNDImplant5,FshNDPregRate1,FshNDPregRate2,FshNDPregRate3,FshNDPregRate4,FshNDPregRate5,FshNDLvBirthsRate1,FshNDLvBirthsRate2,FshNDLvBirthsRate3,FshNDLvBirthsRate4,FshNDLvBirthsRate5,FshCI1,FshCI2,FshCI3,FshCI4,FshCI5,FshNDRetsRate1,FshNDRetsRate2,FshNDRetsRate3,FshNDRetsRate4,FshNDRetsRate5,FshNDTransRate1,FshNDTransRate2,FshNDTransRate3,FshNDTransRate4,FshNDTransRate5,FshNDSnglLB_TransRate1,FshNDSnglLB_TransRate2,FshNDSnglLB_TransRate3,FshNDSnglLB_TransRate4,FshNDSnglLB_TransRate5,FshNDCansRate1,FshNDCansRate2,FshNDCansRate3,FshNDCansRate4,FshNDCansRate5,FshNDEmbryosRate1,FshNDEmbryosRate2,FshNDEmbryosRate3,FshNDEmbryosRate4,FshNDEmbryosRate5,FshNDTwinPregsRate1,FshNDTwinPregsRate2,FshNDTwinPregsRate3,FshNDTwinPregsRate4,FshNDTwinPregsRate5,FshNDTripPregsRate1,FshNDTripPregsRate2,FshNDTripPregsRate3,FshNDTripPregsRate4,FshNDTripPregsRate5,FshNDMultInfsRate1,FshNDMultInfsRate2,FshNDMultInfsRate3,FshNDMultInfsRate4,FshNDMultInfsRate5,ThwNDTransfers1,ThwNDTransfers2,ThwNDTransfers3,ThwNDTransfers4,ThwNDTransfers5,ThwNDLvBirthsRate1,ThwNDLvBirthsRate2,ThwNDLvBirthsRate3,ThwNDLvBirthsRate4,ThwNDLvBirthsRate5,ThwNDEmbryosRate1,ThwNDEmbryosRate2,ThwNDEmbryosRate3,ThwNDEmbryosRate4,ThwNDEmbryosRate5,FshDnrTransfers,ThwDnrTransfers,FshDnrLvBirthsRate,ThwDnrLvBirthsRate,FshDnrEmbryosRate,ThwDnrEmbryosRate,CurrClinNameAll,DonorEgg,DonorEmbryo,SingleWomen,Surrogates,Cryopreservation,SART_Member,Accreditation,state_code
386,CENTER FOR FERTILITY & REPRODUCTIVE SURGERY,TEXAS TECH UNIVERSITY HEALTH SCIENCES CENTER,LUBBOCK,TEXAS,100%,0%,0%,0%,24%,0%,0%,0%,0%,22%,6%,9%,6%,0%,28%,3%,13%,0%,13%,"Sami I. Jabara, MD",16,2,2,1,0,11.4,0,0,0,=,0.25,0,0,0,=,0.1875,0,0,0,=,,,,,,0.1875,0,0,0,=,0.1875,0,0,0,=,0.1875,0,0,0,=,0,0,0.5,0,=,2.8,3,3,4,=,0.25,=,=,=,=,0,=,=,=,=,0,=,=,=,=,4,3,1,0,0,0.25,0,0,=,=,2.3,3,4,=,=,2,1,0.5,0,2.5,3,"Center for Fertility & Reproductive Surgery, Texas Tech University Health Sciences Center",Yes,No,Yes,Yes,Yes,No,Yes,TX
387,THE CENTRE FOR REPRODUCTIVE MEDICINE,,LUBBOCK,TEXAS,100%,0%,0%,0%,18%,0%,0%,1%,14%,8%,0%,5%,3%,2%,10%,6%,2%,35%,30%,"Janelle O. Dorsett, MD",55,18,17,0,1,52.4,44.8,26.9,=,0,54.5,0.5,0.352941176,=,0,54.5,0.444444444,0.294117647,=,0,(40.6Ð68.0),,,,,57.7,0.470588235,0.3125,=,0,63.8,0.470588235,0.357142857,=,0,36.2,0.294117647,0.357142857,=,0,5.5,0.055555556,0.058823529,=,0,1.8,1.7,1.9,=,1,40,0.444444444,0.166666667,=,=,3.3,0,0,=,=,43.3,0.375,0,=,=,9,0,1,0,1,0.555555556,=,0,=,0,1.4,=,2,=,1,10,2,0.8,0.5,2,2.5,The Centre for Reproductive Medicine,Yes,Yes,Yes,Yes,Yes,Yes,Yes,TX
388,REPRODUCTIVE INSTITUTE OF SOUTH TEXAS,,MCALLEN,TEXAS,100%,0%,0%,0%,33%,0%,0%,1%,2%,9%,3%,0%,0%,0%,7%,1%,2%,43%,34%,"Esteban O. Brown, MD",39,20,11,4,1,30.1,26.4,15.6,0.285714286,0,43.6,40,0.363636364,0.25,0,33.3,30,0.272727273,0.25,0,(19.1Ð50.2),(11.9Ð54.3),,,,34.2,0.333333333,0.272727273,0.25,0,38.2,0.333333333,0.272727273,0.333333333,0,14.7,0.222222222,0.181818182,0,0,2.6,10,0,0,0,2.7,2.9,2.9,2.3,1,0.529411765,0.125,0.25,1,=,0.058823529,0.25,0,0,=,0.615384615,0.333333333,0.333333333,1,=,11,2,3,0,0,0.363636364,0,0.666666667,=,=,2.7,1.5,1.7,=,=,5,1,0.4,0,2.6,2,Reproductive Institute of South Texas,Yes,No,Yes,Yes,Yes,No,Yes,TX
389,DALLAS IVF,,PLANO,TEXAS,100%,0%,0%,0%,58%,0%,0%,<1%,3%,8%,6%,12%,5%,0%,34%,5%,13%,2%,17%,"Brian D. Barnett, MD",136,63,55,11,3,48.7,34.8,16.7,14.8,0,60.3,55.6,27.3,0.454545455,0,54.4,46,21.8,0.272727273,0,(45.7Ð63.0),(33.4Ð59.1),(11.8Ð35.0),,,56.9,48.3,25.5,0.3,0,58.3,48.3,26.1,0.333333333,0,26.8,31.7,17.4,0.222222222,0,4.4,4.8,14.5,0.090909091,0.333333333,2.1,2.2,2.6,3,4,51.2,37.1,0.266666667,0.2,=,4.9,0,0.066666667,0,=,54.1,34.5,0.333333333,0.333333333,=,25,16,6,3,1,56,0.3125,0.666666667,0.333333333,0,1.6,1.5,1.7,1.7,2,9,4,0.666666667,0,1.8,1.3,Dallas IVF,Yes,Yes,Yes,Yes,Yes,Yes,Yes,TX
390,PRESBYTERIAN HOSPITAL PLANO ARTS,,PLANO,TEXAS,100%,0%,0%,0%,47%,0%,<1%,<1%,2%,6%,16%,6%,6%,1%,20%,3%,4%,14%,24%,"Alfred J. Rodriguez, MD",146,101,81,33,17,35.8,25.2,24.4,6.1,20,53.4,36.6,39.5,18.2,0.294117647,49.3,32.7,27.2,9.1,0.176470588,(41.0Ð57.7),(23.7Ð42.7),(17.9Ð38.2),(1.9Ð24.3),,51.1,37.5,32.4,11.5,0.230769231,51.1,38.4,32.8,12,0.25,32.6,25.6,22.4,12,0.166666667,3.4,12.9,16,21.2,0.235294118,2.1,2.3,2.5,3.3,2.5,42.3,27,28.1,0,0.2,0,5.4,6.3,0,0,36.1,33.3,31.8,0,0.333333333,15,13,10,6,2,0.466666667,0.538461538,0.6,0.5,0.5,1.6,1.5,1.8,1.8,2,21,5,66.7,0.4,2,1.6,Presbyterian Hospital Plano ARTS,Yes,Yes,No,Yes,Yes,Yes,Yes,TX
391,FERTILITY CENTER OF SAN ANTONIO,,SAN ANTONIO,TEXAS,100%,0%,0%,0%,59%,0%,1%,2%,<1%,14%,9%,10%,4%,<1%,19%,4%,10%,12%,19%,"Joseph E. Martin, MD",147,75,60,29,12,41.3,37.5,14.5,7.8,4.2,58.5,50.7,26.7,20.7,0.166666667,52.4,44,15,3.4,0.083333333,(44.0Ð60.7),(32.5Ð55.9),(7.1Ð26.6),(0.1Ð17.8),,57.9,49.3,18.4,4,0.090909091,59.7,50.8,18.4,4.3,0.111111111,45,35.4,14.3,4.3,0.111111111,9.5,10.7,18.3,13.8,0.083333333,2.1,2.1,2.7,2.8,2.7,29.1,28.9,0.125,0,0,1.2,2.6,0.0625,0,0,24.7,30.3,0.222222222,0,0,68,26,22,7,3,41.2,34.6,27.3,0.285714286,0,1.9,1.8,2,2,1.3,24,18,66.7,0.222222222,2.1,1.9,Fertility Center of San Antonio,Yes,No,Yes,Yes,Yes,Yes,Yes,TX
392,FERTILITY CONCEPTS,,SAN ANTONIO,TEXAS,100%,0%,0%,0%,64%,0%,0%,0%,0%,0%,7%,0%,7%,0%,0%,0%,7%,33%,47%,"Linda R. Ellsworth, MD, PhD",5,1,3,3,2,0.181818182,0.5,0,0.142857143,0,0.4,1,0,0.666666667,0,0.4,1,0,0.333333333,0,,,,,,0.666666667,1,0,0.333333333,0,0.666666667,1,0,0.333333333,0,0.666666667,0,0,0.333333333,0,0.4,0,0.666666667,0,0.5,3.7,4,4,4.7,2,0,1,=,0,=,0,0,=,0,=,0,1,=,0,=,0,0,0,1,0,=,=,=,0,=,=,=,=,6,=,0,0,=,=,=,=,Fertility Concepts,No,No,Yes,No,Yes,Yes,Yes,TX
393,INSTITUTE FOR WOMEN'S HEALTH,ADVANCED FERTILITY CENTER,SAN ANTONIO,TEXAS,100%,0%,0%,0%,80%,0%,0%,0%,0%,18%,0%,3%,3%,3%,13%,13%,8%,16%,24%,"Joseph R. Garza, MD",11,9,2,2,0,20.6,0,0,0,=,0.636363636,0.111111111,0,0,=,0.272727273,0,0,0,=,,,,,,0.272727273,0,0,0,=,0.272727273,0,0,0,=,0,0,0,0,=,0,0.444444444,0,0,=,3.1,3.8,4,2.5,=,0.428571429,0,=,=,=,0,0,=,=,=,1,=,=,=,=,6,4,1,0,0,0.166666667,0,0,=,=,3.2,4.3,4,=,=,1,1,0,0,5,4,"Institute for Women's Health, Advanced Fertility Center",Yes,Yes,Yes,Yes,Yes,Yes,Yes,TX
394,"PERINATAL AND FERTILITY SPECIALISTS OF SAN ANTONIO, PA",,SAN ANTONIO,TEXAS,100%,0%,0%,0%,89%,0%,0%,0%,0%,14%,3%,8%,22%,0%,14%,0%,3%,8%,28%,"Gerard M. Honore, MD, PhD",12,10,3,2,0,29.3,7.1,0,0,=,0.75,0.2,0,0,=,0.666666667,0.2,0,0,=,,,,,,0.666666667,0.25,0,0,=,0.666666667,0.25,0,0,=,0.416666667,0.25,0,0,=,0,0.2,0.333333333,0,=,3.4,3.5,2,3,=,0.333333333,0,=,=,=,0,0,=,=,=,0.375,0,=,=,=,2,1,0,0,0,0,0,=,=,=,3,4,=,=,=,5,1,0.6,1,2.6,3,"Perinatal and Fertility Specialists of San Antonio, PA",Yes,Yes,Yes,Yes,Yes,No,Yes,TX
395,"REPRODUCTIVE MEDICINE ASSOCIATES OF TEXAS, PA",,SAN ANTONIO,TEXAS,100%,0%,0%,0%,69%,0%,0%,0%,2%,7%,8%,2%,6%,2%,23%,3%,8%,8%,33%,"Francisco Arredondo, MD",63,29,23,10,2,39.4,26.2,8.5,0.210526316,0,55.6,41.4,17.4,0.2,0,44.4,34.5,4.3,0.1,0,(31.9Ð57.5),(17.9Ð54.3),(0.1Ð21.9),,,47.5,41.7,0.052631579,0.125,0,48.3,45.5,0.058823529,0.166666667,0,34.5,27.3,0.058823529,0,0,6.3,17.2,17.4,0.2,0,2.3,2.8,2.8,3.2,2,31.4,0.25,0,0,=,11.4,0.083333333,0,0.5,=,28.6,0.4,0,1,=,3,1,1,0,0,0.333333333,1,0,=,=,1.7,2,2,=,=,5,0,0.8,=,2.6,=,"Reproductive Medicine Associates of Texas, PA",Yes,No,Yes,Yes,Yes,Yes,Yes,TX
396,SOUTH TEXAS FERTILITY CENTER,UNIVERSITY OF TEXAS HEALTH SCIENCE CENTERÐSAN ANTONIO,SAN ANTONIO,TEXAS,100%,0%,0%,0%,21%,0%,0%,0%,2%,29%,3%,11%,6%,0%,14%,2%,20%,7%,9%,"Robert G. Brzyski, MD, PhD",24,22,25,9,0,26.3,11.1,12.5,0,=,33.3,13.6,16,0,=,29.2,9.1,12,0,=,(12.6Ð51.1),(1.1Ð29.2),(2.5Ð31.2),,,31.8,0.111111111,0.166666667,0,=,0.4375,0.125,0.1875,0,=,0.375,0.0625,0.125,0,=,8.3,18.2,28,0.333333333,=,2.4,2.3,2,2.3,=,0.25,0.333333333,0.25,=,=,0,0,0,=,=,0.142857143,0.5,0.333333333,=,=,12,10,6,1,0,0,0.2,0.166666667,0,=,1.9,1.9,1.8,1,=,5,3,0.4,0,2,1.3,University of Texas Medicine Fertility Center,Yes,Yes,Yes,Yes,Yes,Yes,Yes,TX
397,HOUSTON FERTILITY INSTITUTE,,TOMBALL,TEXAS,100%,0%,0%,0%,93%,<1%,<1%,4%,2%,11%,4%,16%,3%,<1%,20%,4%,20%,11%,11%,"Inderbir S. Gill, MD",235,103,98,31,9,43.2,39.8,21.6,11.7,8.7,58.3,59.2,39.8,22.6,0.222222222,49.4,46.6,32.7,16.1,0.222222222,(42.8Ð55.9),(36.7Ð56.7),(23.5Ð42.9),(5.5Ð33.7),,51.3,49,36,17.9,0.222222222,53,52.7,38.1,21.7,0.285714286,25.1,34.1,33.3,21.7,0.285714286,3.8,4.9,9.2,9.7,0,2.2,2.3,2.5,2.6,3.3,48.2,36.1,12.8,0.142857143,0,5.1,4.9,2.6,0,0,52.6,35.4,12.5,0,0,71,29,29,9,2,54.9,20.7,10.3,0.111111111,0,2.4,2.2,2.2,2.4,3.5,70,23,64.3,43.5,2.2,2.4,Houston Fertility Institute,Yes,Yes,Yes,Yes,Yes,Yes,Yes,TX
398,CENTER OF REPRODUCTIVE MEDICINE (CORM),,WEBSTER,TEXAS,100%,0%,0%,0%,12%,4%,<1%,0%,2%,15%,24%,15%,13%,6%,21%,2%,4%,0%,0%,"Vicki L. Schnell, MD",234,54,38,7,1,43.2,40.8,23.5,0.4,=,55.6,57.4,39.5,0.285714286,0,50,48.1,31.6,0.142857143,0,(43.4Ð56.6),(34.3Ð62.2),(17.5Ð48.7),,,51.5,60.5,37.5,0.333333333,0,53.9,60.5,37.5,0.333333333,=,30.4,44.2,25,0.333333333,=,3,20.4,15.8,0.571428571,0,2,2.3,2.5,3.3,=,46.9,35.5,0.266666667,0,=,0.8,0,0.066666667,0.5,=,43.6,26.9,0.333333333,0,=,43,10,1,1,0,37.2,0.2,1,0,=,2.8,2.9,3,2,=,22,27,54.5,48.1,2,2.6,Center of Reproductive Medicine (CORM),Yes,No,Yes,Yes,Yes,Yes,Yes,TX
399,UTAH CENTER FOR REPRODUCTIVE MEDICINE,,SALT LAKE CITY,UTAH,100%,0%,0%,0%,53%,0%,<1%,2%,0%,5%,5%,7%,5%,<1%,32%,5%,11%,6%,25%,"Ahmad O. Hammoud, MD",250,69,45,26,5,42.5,27.5,20,28.2,0,51.6,34.8,28.9,23.1,0.2,46.4,31.9,24.4,19.2,0,(40.1Ð52.8),(21.2Ð44.2),(12.9Ð39.5),(6.6Ð39.4),,56.9,44,30.6,0.3125,0,59.2,44,31.4,0.3125,0,40.3,32,20,0.1875,0,18.4,27.5,20,38.5,0.2,2.1,2.2,2.3,2.4,2.5,35.7,33.3,0.307692308,0.833333333,0,2.3,0,0,0,0,31.9,27.3,0.363636364,0.4,=,66,9,14,6,1,28.8,0.111111111,0.285714286,0.166666667,1,2.3,2.3,2.3,2.2,2,32,7,56.3,0.142857143,2.1,2.7,Utah Center for Reproductive Medicine,Yes,No,Yes,Yes,Yes,Yes,Yes,UT
400,REPRODUCTIVE CARE CENTER,,SANDY,UTAH,100%,0%,0%,0%,63%,0%,1%,5%,1%,6%,7%,10%,5%,2%,30%,2%,4%,7%,26%,"Keith L. Blauer, MD",197,39,21,11,3,39.1,29.7,14.6,5,0,53.3,38.5,23.8,0.090909091,0,47.2,28.2,19,0.090909091,0,(40.1Ð54.4),(15.0Ð44.9),(5.4Ð41.9),,,49.2,32.4,0.210526316,0.125,0,52.5,33.3,0.25,0.142857143,0,36.7,21.2,0.1875,0.142857143,0,4.1,12.8,9.5,0.272727273,0.333333333,2.1,2.2,2.6,2.9,4.5,34.3,0.466666667,0,0,=,1.9,0,0.2,0,=,30.1,0.363636364,0.25,0,=,60,14,5,4,4,41.7,0.428571429,0.2,0.5,0.5,2.1,2.4,2.2,2.8,1.5,26,4,57.7,0.75,1.9,2.3,Reproductive Care Center,Yes,Yes,No,Yes,Yes,Yes,Yes,UT
401,VERMONT CENTER FOR REPRODUCTIVE MEDICINE,,BURLINGTON,VERMONT,100%,0%,0%,0%,56%,<1%,0%,<1%,4%,10%,2%,11%,<1%,<1%,34%,2%,16%,6%,19%,"Peter R. Casson, MD",40,33,23,10,0,43.3,31.3,28.9,0.052631579,=,55,33.3,39.1,0.1,=,52.5,27.3,30.4,0,=,(36.1Ð68.5),(13.3Ð45.5),(13.2Ð52.9),,,63.6,34.6,0.411764706,0,=,65.6,40.9,0.411764706,0,=,46.9,22.7,0.352941176,0,=,17.5,21.2,26.1,0,=,2.1,2.2,2.2,2.1,=,31.8,0.272727273,0.222222222,0,=,0,0.090909091,0,0,=,28.6,0.444444444,0.142857143,=,=,4,2,7,0,0,0,0,0.142857143,=,=,1.8,1.5,2.1,=,=,7,3,0.571428571,0.333333333,1.6,2.3,Vermont Center for Reproductive Medicine,Yes,No,Yes,Yes,Yes,Yes,Yes,VT
402,"NANCY DURSO, MD, PC",METRO FERTILITY CARE,ALEXANDRIA,VIRGINIA,100%,0%,0%,0%,59%,0%,0%,0%,0%,18%,12%,0%,0%,<1%,17%,9%,12%,5%,26%,"Nancy M. Durso, MD",39,17,28,13,1,37.3,10,22.4,0,0,41,0.235294118,32.1,0,1,35.9,0.176470588,25,0,0,(21.2Ð52.8),,(10.7Ð44.9),,,40,0.176470588,29.2,0,0,43.8,0.1875,35,0,0,28.1,0.1875,25,0,0,10.3,0,14.3,0.076923077,0,2.1,2.5,2.5,2.5,4,0.4375,0,0.222222222,=,0,0.0625,0,0.111111111,=,0,0.357142857,0,0.285714286,=,=,5,0,0,0,0,0.4,=,=,=,=,2.8,=,=,=,=,0,0,=,=,=,=,"Nancy Durso, MD, PC, Metro Fertility Care",Yes,Yes,Yes,Yes,Yes,Yes,Yes,VA
403,WASHINGTON FERTILITY CENTER,,ANNANDALE,VIRGINIA,100%,0%,0%,0%,58%,1%,0%,1%,0%,3%,2%,32%,2%,2%,26%,4%,2%,4%,24%,"Pierre Asmar, MD",30,21,22,2,2,13.3,22.6,3.8,0.333333333,0,23.3,38.1,13.6,1,0,23.3,33.3,9.1,1,0,(9.9Ð42.3),(14.6Ð57.0),(1.1Ð29.2),,,25,35,10,1,0,28,35,0.111111111,1,0,24,15,0.111111111,1,0,6.7,4.8,9.1,0,0.5,2.4,2.7,2.9,3,3,0.142857143,0.5,0,0,=,0,0,0,0,=,0.142857143,0.571428571,0,0,=,0,0,0,0,0,=,=,=,=,=,=,=,=,=,=,52,0,30.8,=,2.1,=,Washington Fertility Center,Yes,Yes,Yes,Yes,Yes,Yes,Yes,VA
404,DOMINION FERTILITY AND ENDOCRINOLOGY,,ARLINGTON,VIRGINIA,100%,0%,0%,0%,66%,28%,2%,<1%,6%,5%,5%,18%,<1%,<1%,20%,13%,11%,7%,21%,"Michael DiMattina, MD",132,60,34,14,2,24,24.7,12.2,0,0,22.7,31.7,23.5,0,0,21.2,25,17.6,0,0,(14.6Ð29.2),(14.7Ð37.9),(6.8Ð34.5),,,21.9,26.3,19.4,0,0,32.2,35.7,20.7,0,0,25.3,35.7,13.8,0,0,3,5,8.8,0,0,1.8,1.9,2.6,4.4,1,23.3,0.105263158,0.25,=,=,0,0,0,=,=,21.4,0,0.333333333,=,=,39,23,11,3,3,28.2,34.8,0.181818182,0.333333333,0.333333333,1.5,1.7,1.8,4.3,3.3,32,38,40.6,34.2,1.9,1.8,Dominion Fertility and Endocrinology,Yes,Yes,Yes,Yes,Yes,Yes,Yes,VA
405,"REPRODUCTIVE MEDICINE AND SURGERY CENTER OF VIRGINIA, PLC",,CHARLOTTESVILLE,VIRGINIA,100%,0%,0%,0%,64%,0%,0%,2%,<1%,4%,6%,16%,9%,<1%,22%,4%,7%,12%,19%,"Christopher D. Williams, MD",91,38,30,8,0,33.9,23.8,8.4,4.8,=,45.1,36.8,16.7,0.25,=,40.7,28.9,13.3,0.125,=,(30.5Ð51.5),(15.4Ð45.9),(3.8Ð30.7),,,45.1,35.5,15.4,0.142857143,=,46.8,36.7,16.7,0.142857143,=,26.6,26.7,12.5,0.142857143,=,9.9,18.4,13.3,0.125,=,2.2,2.7,3.5,3,=,43.9,0.214285714,0.4,0,=,2.4,0.071428571,0,0,=,43.2,0.272727273,0.25,0,=,25,10,2,1,0,28,0.3,1,0,=,2.2,2.1,1.5,1,=,30,9,70,0.111111111,2.1,1.9,"Reproductive Medicine and Surgery Center of Virginia, PLC",Yes,Yes,Yes,Yes,Yes,Yes,Yes,VA
406,GENETICS & IVF INSTITUTE,,FAIRFAX,VIRGINIA,100%,0%,0%,0%,78%,0%,<1%,29%,4%,3%,1%,17%,<1%,<1%,15%,18%,2%,11%,32%,"Ervin E. Jones, MD",157,90,105,32,17,28,21.9,10.5,6.7,7,37.6,31.1,20,9.4,0.058823529,31.8,21.1,13.3,6.3,0,(24.6Ð39.7),(13.2Ð31.0),(7.5Ð21.4),(0.8Ð20.8),,33.6,21.6,14.7,7.1,0,37.6,28.4,17.3,8.7,0,26.3,17.9,14.8,8.7,0,5.1,2.2,9.5,12.5,0.117647059,2.1,2.3,2.7,2.6,3.9,25.4,28.6,4.8,0.333333333,0,5.1,0,9.5,0,1,30,0.368421053,0.142857143,0,=,24,11,13,1,3,37.5,0.272727273,0.153846154,0,0.333333333,1.9,1.8,1.8,3,2,137,66,59.9,30.3,2.1,2.2,Genetics & IVF Institute,Yes,Yes,Yes,Yes,Yes,Yes,Yes,VA
407,THE MUASHER CENTER FOR FERTILITY AND IVF,,FAIRFAX,VIRGINIA,100%,0%,0%,0%,66%,0%,0%,0%,0%,7%,8%,16%,2%,0%,24%,2%,21%,6%,14%,"Suheil J. Muasher, MD",45,25,28,16,2,25.5,23.2,10.6,10.5,0,42.2,40,28.6,0.375,0,40,32,17.9,0.1875,0,(25.7Ð55.7),(14.9Ð53.5),(6.1Ð36.9),,,42.9,32,19.2,0.1875,0,42.9,32,20.8,0.2,0,35.7,20,16.7,0.2,0,6.7,0,7.1,0,0,2.2,2.8,2.8,2.5,3,0.263157895,0.4,0.125,0,=,0,0.2,0,0,=,0.166666667,0.375,0.2,0,=,3,0,0,0,0,0.333333333,=,=,=,=,2.3,=,=,=,=,3,3,0.333333333,0.666666667,2.3,2.3,The Muasher Center for Fertility and IVF,Yes,No,Yes,Yes,Yes,Yes,Yes,VA
408,JONES INSTITUTE FOR REPRODUCTIVE MEDICINE,,NORFOLK,VIRGINIA,100%,0%,0%,0%,76%,0%,0%,2%,<1%,12%,7%,15%,4%,2%,11%,6%,6%,19%,18%,"Laurel A. Stadtmauer, MD",142,61,47,23,13,34.6,21.6,16.5,11.8,0.066666667,45.1,32.8,25.5,17.4,0.076923077,41.5,23,17,8.7,0.076923077,(33.3Ð50.1),(13.2Ð35.5),(7.6Ð30.8),(1.1Ð28.0),,43.4,24.6,20,0.111111111,0.111111111,45.4,25.5,21.6,0.133333333,0.125,29.2,21.8,18.9,0.133333333,0.125,4.2,6.6,14.9,21.7,0.307692308,2,2,2.1,2.3,1.9,40.6,20,0.083333333,0,0,0,0,0,0,0,35.6,0.142857143,0.125,0,0,39,16,22,8,1,25.6,0.1875,18.2,0.25,0,2.1,2.6,2.2,2.6,2,39,18,46.2,0.333333333,2,2.2,Jones Institute for Reproductive Medicine,Yes,Yes,Yes,Yes,Yes,Yes,Yes,VA
409,VIRGINIA CENTER FOR REPRODUCTIVE MEDICINE,,RESTON,VIRGINIA,100%,0%,0%,0%,98%,0%,7%,0%,4%,2%,2%,12%,2%,2%,10%,10%,0%,17%,43%,"Fady I. Sharara, MD",43,30,23,10,5,50,38.6,19.4,20,0.230769231,76.7,53.3,60.9,0.4,0.4,67.4,53.3,34.8,0.3,0.4,(51.5Ð80.9),(34.3Ð71.7),(16.4Ð57.3),,,67.4,55.2,34.8,0.333333333,0.4,67.4,55.2,34.8,0.333333333,0.4,34.9,41.4,34.8,0.333333333,0.4,0,3.3,0,0.1,0,2.2,2.4,2.7,2.2,2.6,45.5,0.375,0.142857143,0,0.5,0,0.0625,0,0,0,48.3,0.25,0,0,0,4,1,4,0,1,0,0,0.25,=,1,2,2,2,=,2,18,6,0.833333333,0.333333333,2,2.3,Virginia Center for Reproductive Medicine,Yes,Yes,Yes,Yes,Yes,Yes,Yes,VA
410,FERTILITY INSTITUTE OF VIRGINIA,,RICHMOND,VIRGINIA,100%,0%,0%,0%,78%,0%,<1%,2%,1%,15%,9%,7%,10%,1%,25%,<1%,14%,9%,9%,"Michael C. Edelstein, MD",63,66,32,25,6,37.3,30.5,21.7,7.1,0.2,52.4,51.5,37.5,16,0.333333333,46,43.9,31.3,8,0.333333333,(33.4Ð59.1),(31.7Ð56.7),(16.1Ð50.0),(1.0Ð26.0),,47.5,46.8,35.7,9.5,0.4,53.7,50,38.5,10,0.4,35.2,36.2,19.2,10,0.2,3.2,6.1,12.5,16,0.166666667,2.2,2.6,3.2,3.5,3,42.4,29.4,0.333333333,0,0.5,0,5.9,0.083333333,0.25,0,34.5,27.6,0.5,0,0.5,51,29,18,0,5,39.2,34.5,0.388888889,=,0.2,2.7,2.8,3.3,=,3,9,11,0.888888889,0.636363636,2.2,2.6,Fertility Institute of Virginia,Yes,Yes,Yes,Yes,Yes,Yes,Yes,VA
411,LIFESOURCE FERTILITY CENTER,,RICHMOND,VIRGINIA,100%,0%,0%,0%,80%,0%,0%,5%,2%,9%,4%,3%,<1%,3%,32%,7%,2%,13%,28%,"Joseph G. Gianfortoni, MD",35,9,12,0,0,43.6,0.166666667,35.3,=,=,51.4,0.333333333,0.833333333,=,=,37.1,0.111111111,0.666666667,=,=,(21.5Ð55.1),,,,,41.9,0.111111111,0.666666667,=,=,48.1,0.142857143,0.666666667,=,=,33.3,0.142857143,0.5,=,=,11.4,0,0,=,=,2,2.6,2.8,=,=,0.388888889,0,0.2,=,=,0,0,0,=,=,0.307692308,0,0.25,=,=,23,11,9,0,0,39.1,0.272727273,0.222222222,=,=,2,2.2,2.6,=,=,2,3,0.5,0.333333333,2,2,LifeSource Fertility Center,Yes,Yes,Yes,Yes,Yes,Yes,Yes,VA
412,THE RICHMOND CENTER FOR FERTILITY AND ENDOCRINOLOGY,,RICHMOND,VIRGINIA,100%,0%,0%,0%,76%,0%,2%,3%,<1%,9%,4%,12%,4%,1%,26%,2%,2%,7%,33%,"Sanford M. Rosenberg, MD",49,36,27,18,2,37.6,27.2,11.1,15.2,0,46.9,41.7,25.9,0.277777778,0,40.8,36.1,18.5,0.166666667,0,(27.0Ð55.8),(20.8Ð53.8),(6.3Ð38.1),,,41.7,39.4,21.7,0.25,0,46.5,41.9,22.7,0.25,0,25.6,25.8,22.7,0.083333333,0,2,8.3,14.8,0.333333333,0,2.2,2.6,2.9,3.8,3.5,21.7,0.2,0,0.2,=,17.4,0.133333333,0,0.2,=,45,0.384615385,0,0.666666667,=,23,11,9,4,3,52.2,0.181818182,0.111111111,0,0,2.3,2.7,2.8,3,2.3,7,9,0.571428571,0.333333333,1.9,1.9,The Richmond Center for Fertility and Endocrinology,Yes,Yes,Yes,Yes,Yes,Yes,Yes,VA
